# t,x=-20.0000,x=-19.8047,x=-19.6094,x=-19.4141,x=-19.2188,x=-19.0234,x=-18.8281,x=-18.6328,x=-18.4375,x=-18.2422,x=-18.0469,x=-17.8516,x=-17.6562,x=-17.4609,x=-17.2656,x=-17.0703,x=-16.8750,x=-16.6797,x=-16.4844,x=-16.2891,x=-16.0938,x=-15.8984,x=-15.7031,x=-15.5078,x=-15.3125,x=-15.1172,x=-14.9219,x=-14.7266,x=-14.5312,x=-14.3359,x=-14.1406,x=-13.9453,x=-13.7500,x=-13.5547,x=-13.3594,x=-13.1641,x=-12.9688,x=-12.7734,x=-12.5781,x=-12.3828,x=-12.1875,x=-11.9922,x=-11.7969,x=-11.6016,x=-11.4062,x=-11.2109,x=-11.0156,x=-10.8203,x=-10.6250,x=-10.4297,x=-10.2344,x=-10.0391,x=-9.8438,x=-9.6484,x=-9.4531,x=-9.2578,x=-9.0625,x=-8.8672,x=-8.6719,x=-8.4766,x=-8.2812,x=-8.0859,x=-7.8906,x=-7.6953,x=-7.5000,x=-7.3047,x=-7.1094,x=-6.9141,x=-6.7188,x=-6.5234,x=-6.3281,x=-6.1328,x=-5.9375,x=-5.7422,x=-5.5469,x=-5.3516,x=-5.1562,x=-4.9609,x=-4.7656,x=-4.5703,x=-4.3750,x=-4.1797,x=-3.9844,x=-3.7891,x=-3.5938,x=-3.3984,x=-3.2031,x=-3.0078,x=-2.8125,x=-2.6172,x=-2.4219,x=-2.2266,x=-2.0312,x=-1.8359,x=-1.6406,x=-1.4453,x=-1.2500,x=-1.0547,x=-0.8594,x=-0.6641,x=-0.4688,x=-0.2734,x=-0.0781,x=0.1172,x=0.3125,x=0.5078,x=0.7031,x=0.8984,x=1.0938,x=1.2891,x=1.4844,x=1.6797,x=1.8750,x=2.0703,x=2.2656,x=2.4609,x=2.6562,x=2.8516,x=3.0469,x=3.2422,x=3.4375,x=3.6328,x=3.8281,x=4.0234,x=4.2188,x=4.4141,x=4.6094,x=4.8047,x=5.0000,x=5.1953,x=5.3906,x=5.5859,x=5.7812,x=5.9766,x=6.1719,x=6.3672,x=6.5625,x=6.7578,x=6.9531,x=7.1484,x=7.3438,x=7.5391,x=7.7344,x=7.9297,x=8.1250,x=8.3203,x=8.5156,x=8.7109,x=8.9062,x=9.1016,x=9.2969,x=9.4922,x=9.6875,x=9.8828,x=10.0781,x=10.2734,x=10.4688,x=10.6641,x=10.8594,x=11.0547,x=11.2500,x=11.4453,x=11.6406,x=11.8359,x=12.0312,x=12.2266,x=12.4219,x=12.6172,x=12.8125,x=13.0078,x=13.2031,x=13.3984,x=13.5938,x=13.7891,x=13.9844,x=14.1797,x=14.3750,x=14.5703,x=14.7656,x=14.9609,x=15.1562,x=15.3516,x=15.5469,x=15.7422,x=15.9375,x=16.1328,x=16.3281,x=16.5234,x=16.7188,x=16.9141,x=17.1094,x=17.3047,x=17.5000,x=17.6953,x=17.8906,x=18.0859,x=18.2812,x=18.4766,x=18.6719,x=18.8672,x=19.0625,x=19.2578,x=19.4531,x=19.6484,x=19.8438
0.00000000e+00,4.12230724e-09,5.01145112e-09,6.09237517e-09,7.40644463e-09,9.00394683e-09,1.09460156e-08,1.33069708e-08,1.61771624e-08,1.96664280e-08,2.39082961e-08,2.90650964e-08,3.53341712e-08,4.29554279e-08,5.22205198e-08,6.34840071e-08,7.71769253e-08,9.38232804e-08,1.14060102e-07,1.38661820e-07,1.68569903e-07,2.04928885e-07,2.49130167e-07,3.02865259e-07,3.68190518e-07,4.47605837e-07,5.44150312e-07,6.61518545e-07,8.04202029e-07,9.77661033e-07,1.18853355e-06,1.44488934e-06,1.75653872e-06,2.13540802e-06,2.59599595e-06,3.15592847e-06,3.83663330e-06,4.66415993e-06,5.67017646e-06,6.89318153e-06,8.37997758e-06,1.01874619e-05,1.23848040e-05,1.50560927e-05,1.83035538e-05,2.22514625e-05,2.70508990e-05,3.28855298e-05,3.99786371e-05,4.86016625e-05,5.90845954e-05,7.18286008e-05,8.73213714e-05,1.06155790e-04,1.29052621e-04,1.56888087e-04,1.90727409e-04,2.31865561e-04,2.81876835e-04,3.42675080e-04,4.16586947e-04,5.06440921e-04,6.15675564e-04,7.48471104e-04,9.09909398e-04,1.10616840e-03,1.34475859e-03,1.63481033e-03,1.98742329e-03,2.41609113e-03,2.93721779e-03,3.57074505e-03,4.34091540e-03,5.27719917e-03,6.41542130e-03,7.79913050e-03,9.48126253e-03,1.15261601e-02,1.40120248e-02,1.70338904e-02,2.07072265e-02,2.51722956e-02,3.05994121e-02,3.71952628e-02,4.52104643e-02,5.49485212e-02,6.67763063e-02,8.11360696e-02,9.85587296e-02,1.19677711e-01,1.45241658e-01,1.76122692e-01,2.13313962e-01,2.57905401e-01,3.11019044e-01,3.73674529e-01,4.46543163e-01,5.29542129e-01,6.21237812e-01,7.18104280e-01,8.13860268e-01,8.99369761e-01,9.63746235e-01,9.96955984e-01,9.93172617e-01,9.53082798e-01,8.83601827e-01,7.95199721e-01,6.98575645e-01,6.02335874e-01,5.12175515e-01,4.31141258e-01,3.60340121e-01,2.99662546e-01,2.48340885e-01,2.05319603e-01,1.69475083e-01,1.39733213e-01,1.15124020e-01,9.48003473e-02,7.80374633e-02,6.42235326e-02,5.28464765e-02,4.34801492e-02,3.57712647e-02,2.94276848e-02,2.42082484e-02,1.99141055e-02,1.63814216e-02,1.34752822e-02,1.10846275e-02,9.11805646e-03,7.50035907e-03,6.16965514e-03,5.07503550e-03,4.17461903e-03,3.43395278e-03,2.82469520e-03,2.32353239e-03,1.91128644e-03,1.57218181e-03,1.29324174e-03,1.06379178e-03,8.75051330e-04,7.19797634e-04,5.92089408e-04,4.87039476e-04,4.00627753e-04,3.29547404e-04,2.71078303e-04,2.22982931e-04,1.83420757e-04,1.50877799e-04,1.24108693e-04,1.02089026e-04,8.39761422e-05,6.90768904e-05,5.68211001e-05,4.67397620e-05,3.84470795e-05,3.16257050e-05,2.60145953e-05,2.13990224e-05,1.76023557e-05,1.44793028e-05,1.19103496e-05,9.79718636e-06,8.05894568e-06,6.62910789e-06,5.45295541e-06,4.48547877e-06,3.68965419e-06,3.03502675e-06,2.49654491e-06,2.05360182e-06,1.68924678e-06,1.38953650e-06,1.14300155e-06,9.40207427e-07,7.73393533e-07,6.36176167e-07,5.23304241e-07,4.30458327e-07,3.54085361e-07,2.91262673e-07,2.39586140e-07,1.97078183e-07,1.62112091e-07,1.33349769e-07,1.09690528e-07,9.02289670e-08,7.42203237e-08,6.10519730e-08,5.02199831e-08,4.13098313e-08,3.39805403e-08,2.79516300e-08,2.29923837e-08,1.89130189e-08,1.55574250e-08,1.27971887e-08,1.05266803e-08,8.65901104e-09,7.12270819e-09,5.85897994e-09,4.81946544e-09
1.00000000e-01,4.92249988e-09,5.13453821e-09,5.85328297e-09,7.19849785e-09,9.04564223e-09,1.10335259e-08,1.32408420e-08,1.62042231e-08,1.96552965e-08,2.39213537e-08,2.90431144e-08,3.53574960e-08,4.29529267e-08,5.22031080e-08,6.34782715e-08,7.71817325e-08,9.38312936e-08,1.14067234e-07,1.38664895e-07,1.68565940e-07,2.04920573e-07,2.49130278e-07,3.02871937e-07,3.68184592e-07,4.47609544e-07,5.44147197e-07,6.61522802e-07,8.04196662e-07,9.77663624e-07,1.18853752e-06,1.44488746e-06,1.75653427e-06,2.13540369e-06,2.59599211e-06,3.15592427e-06,3.83662942e-06,4.66415875e-06,5.67018023e-06,6.89318251e-06,8.37997409e-06,1.01874648e-05,1.23848023e-05,1.50560936e-05,1.83035533e-05,2.22514628e-05,2.70508988e-05,3.28855299e-05,3.99786370e-05,4.86016626e-05,5.90845954e-05,7.18286009e-05,8.73213713e-05,1.06155790e-04,1.29052621e-04,1.56888087e-04,1.90727409e-04,2.31865561e-04,2.81876835e-04,3.42675080e-04,4.16586947e-04,5.06440921e-04,6.15675564e-04,7.48471104e-04,9.09909397e-04,1.10616840e-03,1.34475859e-03,1.63481033e-03,1.98742329e-03,2.41609113e-03,2.93721778e-03,3.57074503e-03,4.34091537e-03,5.27719912e-03,6.41542120e-03,7.79913031e-03,9.48126219e-03,1.15261595e-02,1.40120237e-02,1.70338885e-02,2.07072230e-02,2.51722894e-02,3.05994010e-02,3.71952428e-02,4.52104284e-02,5.49484568e-02,6.67761909e-02,8.11358629e-02,9.85583601e-02,1.19677052e-01,1.45240488e-01,1.76120626e-01,2.13310344e-01,2.57899146e-01,3.11008438e-01,3.73657077e-01,4.46515783e-01,5.29502378e-01,6.21187078e-01,7.18052419e-01,8.13827164e-01,8.99377565e-01,9.63803366e-01,9.97045481e-01,9.93258179e-01,9.53130561e-01,8.83600092e-01,7.95160965e-01,6.98522701e-01,6.02286881e-01,5.12138315e-01,4.31116111e-01,3.60324274e-01,2.99652984e-01,2.48335272e-01,2.05316366e-01,1.69473238e-01,1.39732170e-01,1.15123433e-01,9.48000184e-02,7.80372793e-02,6.42234299e-02,5.28464192e-02,4.34801172e-02,3.57712469e-02,2.94276749e-02,2.42082429e-02,1.99141025e-02,1.63814199e-02,1.34752813e-02,1.10846270e-02,9.11805617e-03,7.50035891e-03,6.16965505e-03,5.07503545e-03,4.17461900e-03,3.43395276e-03,2.82469519e-03,2.32353239e-03,1.91128644e-03,1.57218181e-03,1.29324174e-03,1.06379178e-03,8.75051329e-04,7.19797634e-04,5.92089408e-04,4.87039476e-04,4.00627753e-04,3.29547404e-04,2.71078303e-04,2.22982931e-04,1.83420757e-04,1.50877799e-04,1.24108693e-04,1.02089026e-04,8.39761422e-05,6.90768903e-05,5.68211002e-05,4.67397620e-05,3.84470796e-05,3.16257048e-05,2.60145955e-05,2.13990221e-05,1.76023562e-05,1.44793018e-05,1.19103516e-05,9.79718321e-06,8.05894898e-06,6.62910787e-06,5.45295124e-06,4.48547829e-06,3.68965701e-06,3.03503093e-06,2.49654920e-06,2.05360603e-06,1.68924916e-06,1.38953438e-06,1.14299671e-06,9.40209865e-07,7.73396162e-07,6.36171051e-07,5.23310092e-07,4.30452421e-07,3.54089480e-07,2.91264566e-07,2.39578318e-07,1.97077392e-07,1.62119718e-07,1.33359767e-07,1.09700566e-07,9.02404621e-08,7.42340976e-08,6.10618108e-08,5.02109602e-08,4.12919377e-08,3.40002076e-08,2.79479098e-08,2.29818483e-08,1.89284256e-08,1.55560770e-08,1.27493712e-08,1.06341908e-08,8.65377005e-09,6.87993949e-09,5.66152555e-09,5.05633197e-09
2.00000000e-01,5.29177207e-09,5.46304367e-09,6.01940688e-09,7.06049853e-09,8.66899824e-09,1.08312562e-08,1.34197159e-08,1.63106114e-08,1.96339588e-08,2.38231764e-08,2.91109949e-08,3.53623530e-08,4.29028304e-08,5.22592797e-08,6.34666483e-08,7.71799004e-08,9.38261147e-08,1.14057916e-07,1.38658820e-07,1.68580823e-07,2.04910961e-07,2.49147738e-07,3.02860110e-07,3.68178950e-07,4.47617559e-07,5.44157551e-07,6.61509335e-07,8.04191875e-07,9.77660639e-07,1.18854089e-06,1.44489885e-06,1.75654716e-06,2.13541491e-06,2.59600204e-06,3.15593478e-06,3.83664026e-06,4.66416680e-06,5.67018081e-06,6.89318054e-06,8.37997183e-06,1.01874582e-05,1.23848079e-05,1.50560964e-05,1.83035492e-05,2.22514623e-05,2.70509030e-05,3.28855252e-05,3.99786405e-05,4.86016604e-05,5.90845968e-05,7.18285995e-05,8.73213735e-05,1.06155787e-04,1.29052625e-04,1.56888085e-04,1.90727408e-04,2.31865564e-04,2.81876833e-04,3.42675077e-04,4.16586948e-04,5.06440924e-04,6.15675566e-04,7.48471103e-04,9.09909394e-04,1.10616840e-03,1.34475858e-03,1.63481032e-03,1.98742328e-03,2.41609112e-03,2.93721777e-03,3.57074502e-03,4.34091535e-03,5.27719907e-03,6.41542111e-03,7.79913015e-03,9.48126191e-03,1.15261590e-02,1.40120228e-02,1.70338869e-02,2.07072201e-02,2.51722842e-02,3.05993916e-02,3.71952259e-02,4.52103981e-02,5.49484023e-02,6.67760929e-02,8.11356868e-02,9.85580438e-02,1.19676483e-01,1.45239466e-01,1.76118787e-01,2.13307037e-01,2.57893241e-01,3.10997775e-01,3.73637670e-01,4.46482826e-01,5.29455092e-01,6.21134240e-01,7.18011371e-01,8.13814528e-01,8.99399474e-01,9.63853494e-01,9.97110036e-01,9.93321109e-01,9.53176002e-01,8.83615245e-01,7.95141730e-01,6.98477772e-01,6.02233947e-01,5.12093545e-01,4.31086151e-01,3.60307020e-01,2.99643527e-01,2.48330013e-01,2.05313424e-01,1.69471604e-01,1.39731261e-01,1.15122928e-01,9.47997370e-02,7.80371227e-02,6.42233428e-02,5.28463707e-02,4.34800903e-02,3.57712319e-02,2.94276666e-02,2.42082382e-02,1.99140999e-02,1.63814185e-02,1.34752805e-02,1.10846265e-02,9.11805592e-03,7.50035877e-03,6.16965497e-03,5.07503541e-03,4.17461897e-03,3.43395275e-03,2.82469518e-03,2.32353238e-03,1.91128644e-03,1.57218181e-03,1.29324174e-03,1.06379178e-03,8.75051330e-04,7.19797632e-04,5.92089405e-04,4.87039474e-04,4.00627754e-04,3.29547408e-04,2.71078301e-04,2.22982928e-04,1.83420760e-04,1.50877798e-04,1.24108691e-04,1.02089029e-04,8.39761381e-05,6.90768946e-05,5.68210958e-05,4.67397664e-05,3.84470758e-05,3.16257065e-05,2.60145975e-05,2.13990173e-05,1.76023585e-05,1.44793068e-05,1.19103456e-05,9.79718155e-06,8.05894731e-06,6.62911406e-06,5.45296115e-06,4.48548137e-06,3.68965368e-06,3.03502422e-06,2.49654173e-06,2.05359945e-06,1.68924710e-06,1.38954144e-06,1.14301124e-06,9.40216794e-07,7.73392991e-07,6.36164036e-07,5.23299325e-07,4.30472230e-07,3.54085879e-07,2.91247043e-07,2.39602570e-07,1.97071398e-07,1.62107427e-07,1.33363153e-07,1.09671904e-07,9.02493012e-08,7.42036558e-08,6.10552826e-08,5.02431413e-08,4.12567709e-08,3.40309962e-08,2.79726088e-08,2.28968376e-08,1.89155092e-08,1.57076208e-08,1.28757654e-08,1.03594302e-08,8.30071956e-09,6.80857007e-09,5.87285691e-09,5.40050940e-09
3.00000000e-01,5.58858534e-09,5.74411350e-09,6.23967023e-09,7.15021432e-09,8.56568180e-09,1.05524238e-08,1.31247597e-08,1.62416700e-08,1.98540909e-08,2.40166390e-08,2.90008617e-08,3.52273703e-08,4.29760251e-08,5.22997374e-08,6.34551697e-08,7.71293930e-08,9.38728153e-08,1.14056064e-07,1.38629538e-07,1.68609439e-07,2.04901326e-07,2.49141275e-07,3.02866926e-07,3.68181583e-07,4.47617544e-07,5.44139014e-07,6.61527013e-07,8.04198593e-07,9.77657563e-07,1.18854446e-06,1.44487356e-06,1.75655265e-06,2.13540435e-06,2.59598668e-06,3.15594098e-06,3.83663281e-06,4.66414857e-06,5.67017979e-06,6.89319181e-06,8.37997689e-06,1.01874526e-05,1.23847982e-05,1.50560955e-05,1.83035617e-05,2.22514701e-05,2.70509031e-05,3.28855304e-05,3.99786349e-05,4.86016589e-05,5.90845913e-05,7.18285970e-05,8.73213683e-05,1.06155789e-04,1.29052622e-04,1.56888091e-04,1.90727414e-04,2.31865566e-04,2.81876835e-04,3.42675076e-04,4.16586942e-04,5.06440921e-04,6.15675569e-04,7.48471104e-04,9.09909392e-04,1.10616840e-03,1.34475859e-03,1.63481032e-03,1.98742329e-03,2.41609112e-03,2.93721776e-03,3.57074501e-03,4.34091533e-03,5.27719904e-03,6.41542105e-03,7.79913005e-03,9.48126173e-03,1.15261587e-02,1.40120222e-02,1.70338858e-02,2.07072182e-02,2.51722808e-02,3.05993854e-02,3.71952149e-02,4.52103777e-02,5.49483678e-02,6.67760264e-02,8.11355654e-02,9.85578545e-02,1.19676090e-01,1.45238621e-01,1.76117580e-01,2.13305512e-01,2.57888980e-01,3.10984212e-01,3.73607756e-01,4.46436646e-01,5.29403452e-01,6.21093407e-01,7.17993502e-01,8.13821963e-01,8.99426247e-01,9.63890974e-01,9.97151484e-01,9.93362161e-01,9.53211975e-01,8.83638842e-01,7.95144387e-01,6.98454787e-01,6.02189722e-01,5.12041733e-01,4.31042682e-01,3.60280700e-01,2.99632477e-01,2.48326702e-01,2.05312032e-01,1.69470441e-01,1.39730517e-01,1.15122596e-01,9.47995654e-02,7.80370128e-02,6.42232850e-02,5.28463397e-02,4.34800721e-02,3.57712222e-02,2.94276611e-02,2.42082352e-02,1.99140982e-02,1.63814175e-02,1.34752799e-02,1.10846263e-02,9.11805576e-03,7.50035867e-03,6.16965492e-03,5.07503538e-03,4.17461896e-03,3.43395274e-03,2.82469518e-03,2.32353238e-03,1.91128643e-03,1.57218181e-03,1.29324174e-03,1.06379177e-03,8.75051329e-04,7.19797638e-04,5.92089408e-04,4.87039471e-04,4.00627750e-04,3.29547407e-04,2.71078308e-04,2.22982934e-04,1.83420756e-04,1.50877796e-04,1.24108687e-04,1.02089020e-04,8.39761361e-05,6.90768842e-05,5.68210937e-05,4.67397551e-05,3.84470723e-05,3.16256982e-05,2.60145910e-05,2.13990230e-05,1.76023621e-05,1.44793116e-05,1.19103529e-05,9.79717935e-06,8.05893683e-06,6.62911161e-06,5.45296607e-06,4.48547391e-06,3.68964424e-06,3.03503776e-06,2.49654632e-06,2.05358888e-06,1.68926160e-06,1.38952817e-06,1.14300042e-06,9.40216925e-07,7.73378139e-07,6.36195314e-07,5.23282745e-07,4.30481045e-07,3.54063306e-07,2.91280129e-07,2.39580052e-07,1.97064943e-07,1.62147178e-07,1.33306714e-07,1.09707725e-07,9.02657537e-08,7.41596479e-08,6.10475129e-08,5.03040718e-08,4.13010826e-08,3.38649171e-08,2.79181523e-08,2.31305437e-08,1.90919634e-08,1.55777081e-08,1.25647766e-08,1.01078201e-08,8.23836368e-09,6.93050446e-09,6.11019857e-09,5.68755306e-09
4.00000000e-01,5.84699136e-09,5.99444923e-09,6.45870518e-09,7.30046808e-09,8.60090295e-09,1.04423682e-08,1.28884316e-08,1.59748678e-08,1.97102410e-08,2.41073791e-08,2.92468152e-08,3.53588129e-08,4.28373377e-08,5.21209864e-08,6.35218911e-08,7.72693899e-08,9.38139178e-08,1.13986597e-07,1.38677261e-07,1.68624257e-07,2.04892416e-07,2.49108989e-07,3.02910268e-07,3.68166547e-07,4.47595356e-07,5.44181453e-07,6.61486491e-07,8.04222808e-07,9.77654392e-07,1.18852873e-06,1.44490138e-06,1.75652313e-06,2.13542469e-06,2.59597976e-06,3.15594304e-06,3.83662152e-06,4.66416747e-06,5.67017477e-06,6.89317621e-06,8.37998944e-06,1.01874468e-05,1.23848163e-05,1.50560895e-05,1.83035466e-05,2.22514729e-05,2.70508969e-05,3.28855210e-05,3.99786442e-05,4.86016692e-05,5.90845844e-05,7.18285978e-05,8.73213805e-05,1.06155794e-04,1.29052616e-04,1.56888081e-04,1.90727405e-04,2.31865564e-04,2.81876843e-04,3.42675087e-04,4.16586946e-04,5.06440915e-04,6.15675558e-04,7.48471099e-04,9.09909393e-04,1.10616840e-03,1.34475858e-03,1.63481032e-03,1.98742328e-03,2.41609111e-03,2.93721776e-03,3.57074500e-03,4.34091532e-03,5.27719902e-03,6.41542103e-03,7.79913006e-03,9.48126155e-03,1.15261589e-02,1.40120215e-02,1.70338855e-02,2.07072194e-02,2.51722750e-02,3.05993857e-02,3.71952273e-02,4.52103417e-02,5.49483192e-02,6.67761464e-02,8.11356518e-02,9.85572625e-02,1.19675210e-01,1.45239626e-01,1.76121345e-01,2.13307225e-01,2.57878990e-01,3.10955373e-01,3.73562483e-01,4.46386836e-01,5.29363640e-01,6.21073134e-01,7.17994002e-01,8.13837918e-01,8.99450145e-01,9.63917075e-01,9.97177497e-01,9.93388225e-01,9.53237931e-01,8.83661709e-01,7.95157848e-01,6.98451404e-01,6.02165175e-01,5.11998915e-01,4.30992575e-01,3.60237996e-01,2.99607575e-01,2.48319835e-01,2.05314850e-01,1.69473819e-01,1.39730959e-01,1.15121640e-01,9.47991391e-02,7.80371560e-02,6.42233655e-02,5.28462795e-02,4.34800499e-02,3.57712355e-02,2.94276579e-02,2.42082309e-02,1.99140997e-02,1.63814168e-02,1.34752796e-02,1.10846264e-02,9.11805557e-03,7.50035870e-03,6.16965488e-03,5.07503537e-03,4.17461895e-03,3.43395274e-03,2.82469518e-03,2.32353238e-03,1.91128644e-03,1.57218181e-03,1.29324174e-03,1.06379178e-03,8.75051327e-04,7.19797629e-04,5.92089402e-04,4.87039471e-04,4.00627748e-04,3.29547401e-04,2.71078305e-04,2.22982940e-04,1.83420764e-04,1.50877795e-04,1.24108683e-04,1.02089025e-04,8.39761495e-05,6.90768943e-05,5.68210938e-05,4.67397558e-05,3.84470908e-05,3.16257045e-05,2.60145839e-05,2.13990335e-05,1.76023548e-05,1.44792935e-05,1.19103621e-05,9.79717797e-06,8.05894638e-06,6.62911491e-06,5.45294256e-06,4.48549527e-06,3.68963561e-06,3.03504666e-06,2.49652384e-06,2.05362408e-06,1.68922372e-06,1.38955886e-06,1.14298331e-06,9.40216073e-07,7.73400549e-07,6.36151075e-07,5.23339911e-07,4.30432523e-07,3.54077610e-07,2.91305468e-07,2.39548402e-07,1.97059119e-07,1.62172983e-07,1.33342557e-07,1.09616041e-07,9.02455109e-08,7.43162869e-08,6.10623318e-08,5.01022509e-08,4.12103964e-08,3.40413962e-08,2.81512349e-08,2.31727092e-08,1.89112176e-08,1.53055756e-08,1.23487894e-08,1.00272550e-08,8.30011005e-09,7.09806461e-09,6.33811290e-09,5.94086568e-09
5.00000000e-01,6.08231602e-09,6.22080933e-09,6.67095446e-09,7.46763415e-09,8.69900747e-09,1.04354892e-08,1.27657709e-08,1.57600635e-08,1.94702988e-08,2.39567216e-08,2.92736196e-08,3.55531243e-08,4.30462353e-08,5.21395410e-08,6.33366099e-08,7.71213627e-08,9.39002865e-08,1.14150571e-07,1.38642773e-07,1.68489173e-07,2.04927741e-07,2.49196588e-07,3.02861121e-07,3.68136586e-07,4.47629481e-07,5.44184365e-07,6.61475969e-07,8.04202512e-07,9.77695693e-07,1.18850202e-06,1.44489952e-06,1.75655514e-06,2.13537788e-06,2.59602058e-06,3.15591110e-06,3.83663460e-06,4.66416650e-06,5.67016171e-06,6.89319903e-06,8.37995885e-06,1.01874809e-05,1.23847860e-05,1.50561098e-05,1.83035374e-05,2.22514756e-05,2.70508866e-05,3.28855344e-05,3.99786345e-05,4.86016550e-05,5.90846062e-05,7.18285891e-05,8.73213821e-05,1.06155792e-04,1.29052612e-04,1.56888096e-04,1.90727404e-04,2.31865554e-04,2.81876846e-04,3.42675081e-04,4.16586936e-04,5.06440922e-04,6.15675575e-04,7.48471100e-04,9.09909390e-04,1.10616840e-03,1.34475859e-03,1.63481034e-03,1.98742323e-03,2.41609123e-03,2.93721757e-03,3.57074521e-03,4.34091545e-03,5.27719812e-03,6.41542291e-03,7.79912900e-03,9.48125792e-03,1.15261684e-02,1.40120202e-02,1.70338586e-02,2.07072490e-02,2.51723439e-02,3.05992733e-02,3.71950416e-02,4.52106743e-02,5.49490033e-02,6.67756569e-02,8.11334462e-02,9.85562941e-02,1.19679681e-01,1.45248988e-01,1.76127529e-01,2.13299247e-01,2.57851123e-01,3.10911703e-01,3.73514656e-01,4.46347628e-01,5.29341192e-01,6.21068790e-01,7.18003662e-01,8.13855137e-01,8.99469173e-01,9.63934774e-01,9.97193710e-01,9.93404633e-01,9.53255996e-01,8.83680725e-01,7.95174075e-01,6.98458752e-01,6.02157403e-01,5.11972792e-01,4.30950787e-01,3.60189915e-01,2.99566295e-01,2.48295942e-01,2.05310437e-01,1.69481541e-01,1.39739768e-01,1.15124832e-01,9.47975474e-02,7.80351760e-02,6.42232380e-02,5.28469866e-02,4.34802443e-02,3.57710224e-02,2.94275940e-02,2.42083071e-02,1.99141113e-02,1.63813908e-02,1.34752841e-02,1.10846334e-02,9.11805106e-03,7.50035901e-03,6.16965620e-03,5.07503439e-03,4.17461930e-03,3.43395277e-03,2.82469506e-03,2.32353248e-03,1.91128637e-03,1.57218183e-03,1.29324173e-03,1.06379179e-03,8.75051326e-04,7.19797624e-04,5.92089409e-04,4.87039487e-04,4.00627748e-04,3.29547395e-04,2.71078311e-04,2.22982933e-04,1.83420749e-04,1.50877809e-04,1.24108690e-04,1.02089015e-04,8.39761535e-05,6.90768810e-05,5.68211052e-05,4.67397680e-05,3.84470713e-05,3.16257197e-05,2.60145799e-05,2.13990383e-05,1.76023384e-05,1.44793184e-05,1.19103309e-05,9.79720380e-06,8.05892408e-06,6.62912872e-06,5.45293309e-06,4.48549723e-06,3.68964435e-06,3.03502537e-06,2.49656524e-06,2.05357369e-06,1.68927540e-06,1.38952969e-06,1.14297576e-06,9.40244953e-07,7.73376771e-07,6.36146654e-07,5.23351995e-07,4.30462979e-07,3.54025932e-07,2.91278254e-07,2.39653368e-07,1.97056032e-07,1.62028550e-07,1.33354210e-07,1.09794755e-07,9.02846775e-08,7.41343386e-08,6.09067434e-08,5.01704160e-08,4.14308585e-08,3.42125791e-08,2.81390284e-08,2.29929684e-08,1.86710356e-08,1.51032001e-08,1.22492951e-08,1.00444200e-08,8.41233659e-09,7.27959304e-09,6.55137381e-09,6.17321596e-09
