time,Bz_k1_simulation,Bz_k1_linear_theory
5.15500000e+01,1.75805976e-01,7.64838466e+01
5.16000000e+01,1.75648258e-01,7.73298132e+01
5.16500000e+01,1.75493029e-01,7.81851368e+01
5.17000000e+01,1.75340950e-01,7.90499209e+01
5.17500000e+01,1.75192655e-01,7.99242701e+01
5.18000000e+01,1.75048748e-01,8.08082903e+01
5.18500000e+01,1.74909795e-01,8.17020884e+01
5.19000000e+01,1.74776328e-01,8.26057725e+01
5.19500000e+01,1.74648844e-01,8.35194520e+01
5.20000000e+01,1.74527798e-01,8.44432375e+01
5.20500000e+01,1.74413600e-01,8.53772407e+01
5.21000000e+01,1.74306612e-01,8.63215747e+01
5.21500000e+01,1.74207149e-01,8.72763536e+01
5.22000000e+01,1.74115474e-01,8.82416932e+01
5.22500000e+01,1.74031799e-01,8.92177100e+01
5.23000000e+01,1.73956285e-01,9.02045224e+01
5.23500000e+01,1.73889041e-01,9.12022496e+01
5.24000000e+01,1.73830124e-01,9.22110123e+01
5.24500000e+01,1.73779536e-01,9.32309327e+01
5.25000000e+01,1.73737223e-01,9.42621342e+01
5.25500000e+01,1.73703077e-01,9.53047415e+01
5.26000000e+01,1.73676938e-01,9.63588808e+01
5.26500000e+01,1.73658594e-01,9.74246796e+01
5.27000000e+01,1.73647786e-01,9.85022670e+01
5.27500000e+01,1.73644205e-01,9.95917732e+01
5.28000000e+01,1.73647495e-01,1.00693330e+02
5.28500000e+01,1.73657254e-01,1.01807071e+02
5.29000000e+01,1.73673034e-01,1.02933131e+02
5.29500000e+01,1.73694348e-01,1.04071646e+02
5.30000000e+01,1.73720671e-01,1.05222753e+02
5.30500000e+01,1.73751442e-01,1.06386593e+02
5.31000000e+01,1.73786067e-01,1.07563306e+02
5.31500000e+01,1.73823927e-01,1.08753033e+02
5.32000000e+01,1.73864378e-01,1.09955921e+02
5.32500000e+01,1.73906747e-01,1.11172112e+02
5.33000000e+01,1.73950347e-01,1.12401756e+02
5.33500000e+01,1.73994474e-01,1.13645001e+02
5.34000000e+01,1.74038417e-01,1.14901997e+02
5.34500000e+01,1.74081458e-01,1.16172896e+02
5.35000000e+01,1.74122871e-01,1.17457852e+02
5.35500000e+01,1.74161936e-01,1.18757021e+02
5.36000000e+01,1.74197937e-01,1.20070559e+02
5.36500000e+01,1.74230172e-01,1.21398626e+02
5.37000000e+01,1.74257952e-01,1.22741383e+02
5.37500000e+01,1.74280601e-01,1.24098991e+02
5.38000000e+01,1.74297470e-01,1.25471616e+02
5.38500000e+01,1.74307931e-01,1.26859422e+02
5.39000000e+01,1.74311388e-01,1.28262579e+02
5.39500000e+01,1.74307276e-01,1.29681256e+02
5.40000000e+01,1.74295060e-01,1.31115624e+02
5.40500000e+01,1.74274240e-01,1.32565858e+02
5.41000000e+01,1.74244361e-01,1.34032132e+02
5.41500000e+01,1.74205005e-01,1.35514624e+02
5.42000000e+01,1.74155804e-01,1.37013514e+02
5.42500000e+01,1.74096433e-01,1.38528982e+02
5.43000000e+01,1.74026617e-01,1.40061213e+02
5.43500000e+01,1.73946136e-01,1.41610391e+02
5.44000000e+01,1.73854819e-01,1.43176704e+02
5.44500000e+01,1.73752548e-01,1.44760342e+02
5.45000000e+01,1.73639260e-01,1.46361496e+02
5.45500000e+01,1.73514947e-01,1.47980360e+02
5.46000000e+01,1.73379655e-01,1.49617130e+02
5.46500000e+01,1.73233487e-01,1.51272003e+02
5.47000000e+01,1.73076598e-01,1.52945181e+02
5.47500000e+01,1.72909199e-01,1.54636865e+02
5.48000000e+01,1.72731554e-01,1.56347261e+02
5.48500000e+01,1.72543974e-01,1.58076574e+02
5.49000000e+01,1.72346821e-01,1.59825015e+02
5.49500000e+01,1.72140503e-01,1.61592796e+02
5.50000000e+01,1.71925477e-01,1.63380129e+02
5.50500000e+01,1.71702245e-01,1.65187231e+02
5.51000000e+01,1.71471347e-01,1.67014321e+02
5.51500000e+01,1.71233362e-01,1.68861620e+02
5.52000000e+01,1.70988908e-01,1.70729352e+02
5.52500000e+01,1.70738632e-01,1.72617741e+02
5.53000000e+01,1.70483213e-01,1.74527018e+02
5.53500000e+01,1.70223359e-01,1.76457413e+02
5.54000000e+01,1.69959798e-01,1.78409160e+02
5.54500000e+01,1.69693282e-01,1.80382494e+02
5.55000000e+01,1.69424573e-01,1.82377655e+02
5.55500000e+01,1.69154451e-01,1.84394883e+02
5.56000000e+01,1.68883705e-01,1.86434424e+02
5.56500000e+01,1.68613127e-01,1.88496523e+02
5.57000000e+01,1.68343511e-01,1.90581431e+02
5.57500000e+01,1.68075651e-01,1.92689399e+02
5.58000000e+01,1.67810332e-01,1.94820683e+02
5.58500000e+01,1.67548329e-01,1.96975541e+02
5.59000000e+01,1.67290403e-01,1.99154233e+02
5.59500000e+01,1.67037293e-01,2.01357022e+02
5.60000000e+01,1.66789720e-01,2.03584176e+02
5.60500000e+01,1.66548376e-01,2.05835965e+02
5.61000000e+01,1.66313927e-01,2.08112659e+02
5.61500000e+01,1.66087006e-01,2.10414535e+02
5.62000000e+01,1.65868215e-01,2.12741872e+02
5.62500000e+01,1.65658119e-01,2.15094951e+02
5.63000000e+01,1.65457244e-01,2.17474057e+02
5.63500000e+01,1.65266069e-01,2.19879477e+02
5.64000000e+01,1.65085033e-01,2.22311503e+02
5.64500000e+01,1.64914529e-01,2.24770428e+02
5.65000000e+01,1.64754898e-01,2.27256552e+02
5.65500000e+01,1.64606428e-01,2.29770173e+02
5.66000000e+01,1.64469356e-01,2.32311597e+02
5.66500000e+01,1.64343871e-01,2.34881132e+02
5.67000000e+01,1.64230108e-01,2.37479087e+02
5.67500000e+01,1.64128150e-01,2.40105777e+02
5.68000000e+01,1.64038022e-01,2.42761520e+02
5.68500000e+01,1.63959693e-01,2.45446638e+02
5.69000000e+01,1.63893080e-01,2.48161455e+02
5.69500000e+01,1.63838049e-01,2.50906300e+02
5.70000000e+01,1.63794411e-01,2.53681505e+02
5.70500000e+01,1.63761932e-01,2.56487406e+02
5.71000000e+01,1.63740326e-01,2.59324342e+02
5.71500000e+01,1.63729261e-01,2.62192656e+02
5.72000000e+01,1.63728357e-01,2.65092697e+02
5.72500000e+01,1.63737191e-01,2.68024813e+02
5.73000000e+01,1.63755297e-01,2.70989361e+02
5.73500000e+01,1.63782169e-01,2.73986699e+02
5.74000000e+01,1.63817263e-01,2.77017190e+02
5.74500000e+01,1.63860004e-01,2.80081201e+02
5.75000000e+01,1.63909788e-01,2.83179101e+02
5.75500000e+01,1.63965985e-01,2.86311266e+02
5.76000000e+01,1.64027943e-01,2.89478076e+02
5.76500000e+01,1.64094988e-01,2.92679912e+02
5.77000000e+01,1.64166426e-01,2.95917164e+02
5.77500000e+01,1.64241547e-01,2.99190221e+02
5.78000000e+01,1.64319630e-01,3.02499481e+02
5.78500000e+01,1.64399948e-01,3.05845344e+02
5.79000000e+01,1.64481774e-01,3.09228215e+02
5.79500000e+01,1.64564382e-01,3.12648502e+02
5.80000000e+01,1.64647058e-01,3.16106620e+02
5.80500000e+01,1.64729091e-01,3.19602988e+02
5.81000000e+01,1.64809789e-01,3.23138028e+02
5.81500000e+01,1.64888474e-01,3.26712168e+02
5.82000000e+01,1.64964490e-01,3.30325841e+02
5.82500000e+01,1.65037205e-01,3.33979483e+02
5.83000000e+01,1.65106013e-01,3.37673537e+02
5.83500000e+01,1.65170338e-01,3.41408451e+02
5.84000000e+01,1.65229639e-01,3.45184675e+02
5.84500000e+01,1.65283413e-01,3.49002667e+02
5.85000000e+01,1.65331189e-01,3.52862888e+02
5.85500000e+01,1.65372543e-01,3.56765807e+02
5.86000000e+01,1.65407092e-01,3.60711894e+02
5.86500000e+01,1.65434503e-01,3.64701628e+02
5.87000000e+01,1.65454486e-01,3.68735492e+02
5.87500000e+01,1.65466804e-01,3.72813973e+02
5.88000000e+01,1.65471265e-01,3.76937565e+02
5.88500000e+01,1.65467731e-01,3.81106767e+02
5.89000000e+01,1.65456117e-01,3.85322083e+02
5.89500000e+01,1.65436391e-01,3.89584023e+02
5.90000000e+01,1.65408568e-01,3.93893104e+02
5.90500000e+01,1.65372716e-01,3.98249846e+02
5.91000000e+01,1.65328957e-01,4.02654777e+02
5.91500000e+01,1.65277465e-01,4.07108430e+02
5.92000000e+01,1.65218458e-01,4.11611343e+02
5.92500000e+01,1.65152203e-01,4.16164062e+02
5.93000000e+01,1.65079011e-01,4.20767137e+02
5.93500000e+01,1.64999241e-01,4.25421126e+02
5.94000000e+01,1.64913292e-01,4.30126591e+02
5.94500000e+01,1.64821607e-01,4.34884102e+02
5.95000000e+01,1.64724661e-01,4.39694234e+02
5.95500000e+01,1.64622965e-01,4.44557570e+02
5.96000000e+01,1.64517062e-01,4.49474698e+02
5.96500000e+01,1.64407528e-01,4.54446213e+02
5.97000000e+01,1.64294969e-01,4.59472716e+02
5.97500000e+01,1.64180011e-01,4.64554816e+02
5.98000000e+01,1.64063294e-01,4.69693128e+02
5.98500000e+01,1.63945475e-01,4.74888274e+02
5.99000000e+01,1.63827224e-01,4.80140881e+02
5.99500000e+01,1.63709219e-01,4.85451586e+02
6.00000000e+01,1.63592143e-01,4.90821031e+02
6.00500000e+01,1.63476682e-01,4.96249867e+02
6.01000000e+01,1.63363515e-01,5.01738749e+02
6.01500000e+01,1.63253312e-01,5.07288342e+02
6.02000000e+01,1.63146731e-01,5.12899317e+02
6.02500000e+01,1.63044421e-01,5.18572354e+02
6.03000000e+01,1.62947014e-01,5.24308139e+02
6.03500000e+01,1.62855121e-01,5.30107366e+02
6.04000000e+01,1.62769329e-01,5.35970736e+02
6.04500000e+01,1.62690194e-01,5.41898960e+02
6.05000000e+01,1.62618245e-01,5.47892754e+02
6.05500000e+01,1.62553975e-01,5.53952843e+02
6.06000000e+01,1.62497841e-01,5.60079962e+02
6.06500000e+01,1.62450262e-01,5.66274851e+02
6.07000000e+01,1.62411617e-01,5.72538260e+02
6.07500000e+01,1.62382240e-01,5.78870947e+02
6.08000000e+01,1.62362422e-01,5.85273678e+02
6.08500000e+01,1.62352403e-01,5.91747227e+02
6.09000000e+01,1.62352375e-01,5.98292379e+02
6.09500000e+01,1.62362480e-01,6.04909925e+02
6.10000000e+01,1.62382808e-01,6.11600666e+02
6.10500000e+01,1.62413404e-01,6.18365411e+02
6.11000000e+01,1.62454260e-01,6.25204979e+02
6.11500000e+01,1.62505319e-01,6.32120198e+02
6.12000000e+01,1.62566473e-01,6.39111904e+02
6.12500000e+01,1.62637560e-01,6.46180944e+02
6.13000000e+01,1.62718371e-01,6.53328172e+02
6.13500000e+01,1.62808647e-01,6.60554453e+02
6.14000000e+01,1.62908086e-01,6.67860663e+02
6.14500000e+01,1.63016340e-01,6.75247684e+02
6.15000000e+01,1.63133017e-01,6.82716411e+02
6.15500000e+01,1.63257687e-01,6.90267748e+02
6.16000000e+01,1.63389877e-01,6.97902608e+02
6.16500000e+01,1.63529078e-01,7.05621915e+02
6.17000000e+01,1.63674743e-01,7.13426603e+02
6.17500000e+01,1.63826297e-01,7.21317617e+02
6.18000000e+01,1.63983132e-01,7.29295911e+02
6.18500000e+01,1.64144615e-01,7.37362450e+02
6.19000000e+01,1.64310090e-01,7.45518212e+02
6.19500000e+01,1.64478883e-01,7.53764182e+02
6.20000000e+01,1.64650301e-01,7.62101358e+02
6.20500000e+01,1.64823645e-01,7.70530750e+02
6.21000000e+01,1.64998204e-01,7.79053377e+02
6.21500000e+01,1.65173265e-01,7.87670270e+02
6.22000000e+01,1.65348114e-01,7.96382472e+02
6.22500000e+01,1.65522036e-01,8.05191038e+02
6.23000000e+01,1.65694322e-01,8.14097032e+02
6.23500000e+01,1.65864268e-01,8.23101533e+02
6.24000000e+01,1.66031187e-01,8.32205631e+02
6.24500000e+01,1.66194412e-01,8.41410427e+02
6.25000000e+01,1.66353297e-01,8.50717034e+02
6.25500000e+01,1.66507219e-01,8.60126579e+02
6.26000000e+01,1.66655578e-01,8.69640200e+02
6.26500000e+01,1.66797806e-01,8.79259049e+02
6.27000000e+01,1.66933370e-01,8.88984289e+02
6.27500000e+01,1.67061772e-01,8.98817098e+02
6.28000000e+01,1.67182557e-01,9.08758664e+02
6.28500000e+01,1.67295311e-01,9.18810192e+02
6.29000000e+01,1.67399658e-01,9.28972896e+02
6.29500000e+01,1.67495272e-01,9.39248007e+02
6.30000000e+01,1.67581872e-01,9.49636769e+02
6.30500000e+01,1.67659228e-01,9.60140438e+02
6.31000000e+01,1.67727159e-01,9.70760285e+02
6.31500000e+01,1.67785534e-01,9.81497595e+02
6.32000000e+01,1.67834274e-01,9.92353667e+02
6.32500000e+01,1.67873350e-01,1.00332982e+03
6.33000000e+01,1.67902784e-01,1.01442737e+03
6.33500000e+01,1.67922646e-01,1.02564767e+03
6.34000000e+01,1.67933057e-01,1.03699207e+03
6.34500000e+01,1.67934189e-01,1.04846195e+03
6.35000000e+01,1.67926263e-01,1.06005870e+03
6.35500000e+01,1.67909553e-01,1.07178372e+03
6.36000000e+01,1.67884380e-01,1.08363842e+03
6.36500000e+01,1.67851108e-01,1.09562424e+03
6.37000000e+01,1.67810144e-01,1.10774264e+03
6.37500000e+01,1.67761937e-01,1.11999507e+03
6.38000000e+01,1.67706975e-01,1.13238303e+03
6.38500000e+01,1.67645784e-01,1.14490800e+03
6.39000000e+01,1.67578922e-01,1.15757151e+03
6.39500000e+01,1.67506971e-01,1.17037509e+03
6.40000000e+01,1.67430547e-01,1.18332028e+03
6.40500000e+01,1.67350291e-01,1.19640866e+03
6.41000000e+01,1.67266868e-01,1.20964180e+03
6.41500000e+01,1.67180957e-01,1.22302131e+03
6.42000000e+01,1.67093247e-01,1.23654881e+03
6.42500000e+01,1.67004438e-01,1.25022594e+03
6.43000000e+01,1.66915234e-01,1.26405434e+03
6.43500000e+01,1.66826344e-01,1.27803569e+03
6.44000000e+01,1.66738477e-01,1.29217169e+03
6.44500000e+01,1.66652331e-01,1.30646404e+03
6.45000000e+01,1.66568594e-01,1.32091448e+03
6.45500000e+01,1.66487941e-01,1.33552475e+03
6.46000000e+01,1.66411031e-01,1.35029662e+03
6.46500000e+01,1.66338504e-01,1.36523187e+03
6.47000000e+01,1.66270977e-01,1.38033232e+03
6.47500000e+01,1.66209037e-01,1.39559980e+03
6.48000000e+01,1.66153244e-01,1.41103614e+03
6.48500000e+01,1.66104126e-01,1.42664322e+03
6.49000000e+01,1.66062178e-01,1.44242292e+03
6.49500000e+01,1.66027856e-01,1.45837716e+03
6.50000000e+01,1.66001578e-01,1.47450787e+03
6.50500000e+01,1.65983717e-01,1.49081699e+03
6.51000000e+01,1.65974603e-01,1.50730650e+03
6.51500000e+01,1.65974519e-01,1.52397840e+03
6.52000000e+01,1.65983703e-01,1.54083470e+03
6.52500000e+01,1.66002342e-01,1.55787745e+03
6.53000000e+01,1.66030574e-01,1.57510870e+03
6.53500000e+01,1.66068482e-01,1.59253054e+03
6.54000000e+01,1.66116101e-01,1.61014508e+03
6.54500000e+01,1.66173410e-01,1.62795444e+03
6.55000000e+01,1.66240343e-01,1.64596080e+03
6.55500000e+01,1.66316783e-01,1.66416631e+03
6.56000000e+01,1.66402565e-01,1.68257319e+03
6.56500000e+01,1.66497469e-01,1.70118367e+03
6.57000000e+01,1.66601229e-01,1.71999999e+03
6.57500000e+01,1.66713529e-01,1.73902443e+03
6.58000000e+01,1.66834007e-01,1.75825930e+03
6.58500000e+01,1.66962258e-01,1.77770692e+03
6.59000000e+01,1.67097837e-01,1.79736964e+03
6.59500000e+01,1.67240262e-01,1.81724984e+03
6.60000000e+01,1.67389009e-01,1.83734994e+03
6.60500000e+01,1.67543517e-01,1.85767236e+03
6.61000000e+01,1.67703193e-01,1.87821956e+03
6.61500000e+01,1.67867419e-01,1.89899402e+03
6.62000000e+01,1.68035546e-01,1.91999827e+03
6.62500000e+01,1.68206907e-01,1.94123484e+03
6.63000000e+01,1.68380813e-01,1.96270630e+03
6.63500000e+01,1.68556560e-01,1.98441525e+03
6.64000000e+01,1.68733430e-01,2.00636431e+03
6.64500000e+01,1.68910698e-01,2.02855615e+03
6.65000000e+01,1.69087631e-01,2.05099345e+03
6.65500000e+01,1.69263500e-01,2.07367892e+03
6.66000000e+01,1.69437576e-01,2.09661530e+03
6.66500000e+01,1.69609140e-01,2.11980538e+03
6.67000000e+01,1.69777477e-01,2.14325196e+03
6.67500000e+01,1.69941890e-01,2.16695788e+03
6.68000000e+01,1.70101700e-01,2.19092600e+03
6.68500000e+01,1.70256244e-01,2.21515922e+03
6.69000000e+01,1.70404887e-01,2.23966048e+03
6.69500000e+01,1.70547023e-01,2.26443275e+03
6.70000000e+01,1.70682077e-01,2.28947901e+03
6.70500000e+01,1.70809506e-01,2.31480230e+03
6.71000000e+01,1.70928799e-01,2.34040569e+03
6.71500000e+01,1.71039483e-01,2.36629226e+03
6.72000000e+01,1.71141125e-01,2.39246516e+03
6.72500000e+01,1.71233338e-01,2.41892756e+03
6.73000000e+01,1.71315782e-01,2.44568264e+03
6.73500000e+01,1.71388167e-01,2.47273366e+03
6.74000000e+01,1.71450245e-01,2.50008388e+03
6.74500000e+01,1.71501821e-01,2.52773662e+03
6.75000000e+01,1.71542747e-01,2.55569521e+03
6.75500000e+01,1.71572929e-01,2.58396304e+03
6.76000000e+01,1.71592328e-01,2.61254354e+03
6.76500000e+01,1.71600958e-01,2.64144016e+03
6.77000000e+01,1.71598884e-01,2.67065640e+03
6.77500000e+01,1.71586220e-01,2.70019579e+03
6.78000000e+01,1.71563131e-01,2.73006190e+03
6.78500000e+01,1.71529831e-01,2.76025836e+03
6.79000000e+01,1.71486583e-01,2.79078881e+03
6.79500000e+01,1.71433698e-01,2.82165695e+03
6.80000000e+01,1.71371534e-01,2.85286652e+03
6.80500000e+01,1.71300493e-01,2.88442128e+03
6.81000000e+01,1.71221017e-01,2.91632506e+03
6.81500000e+01,1.71133587e-01,2.94858173e+03
6.82000000e+01,1.71038717e-01,2.98119517e+03
6.82500000e+01,1.70936960e-01,3.01416934e+03
6.83000000e+01,1.70828896e-01,3.04750823e+03
6.83500000e+01,1.70715136e-01,3.08121588e+03
6.84000000e+01,1.70596314e-01,3.11529635e+03
6.84500000e+01,1.70473085e-01,3.14975378e+03
6.85000000e+01,1.70346120e-01,3.18459233e+03
6.85500000e+01,1.70216106e-01,3.21981622e+03
6.86000000e+01,1.70083739e-01,3.25542972e+03
6.86500000e+01,1.69949723e-01,3.29143712e+03
6.87000000e+01,1.69814767e-01,3.32784279e+03
6.87500000e+01,1.69679581e-01,3.36465114e+03
6.88000000e+01,1.69544875e-01,3.40186661e+03
6.88500000e+01,1.69411351e-01,3.43949371e+03
6.89000000e+01,1.69279697e-01,3.47753700e+03
6.89500000e+01,1.69150585e-01,3.51600107e+03
6.90000000e+01,1.69024672e-01,3.55489058e+03
6.90500000e+01,1.68902596e-01,3.59421024e+03
6.91000000e+01,1.68784969e-01,3.63396480e+03
6.91500000e+01,1.68672376e-01,3.67415908e+03
6.92000000e+01,1.68565376e-01,3.71479793e+03
6.92500000e+01,1.68464492e-01,3.75588628e+03
6.93000000e+01,1.68370210e-01,3.79742910e+03
6.93500000e+01,1.68282980e-01,3.83943141e+03
6.94000000e+01,1.68203212e-01,3.88189829e+03
6.94500000e+01,1.68131270e-01,3.92483489e+03
6.95000000e+01,1.68067478e-01,3.96824640e+03
6.95500000e+01,1.68012107e-01,4.01213807e+03
6.96000000e+01,1.67965384e-01,4.05651522e+03
6.96500000e+01,1.67927485e-01,4.10138321e+03
6.97000000e+01,1.67898536e-01,4.14674747e+03
6.97500000e+01,1.67878616e-01,4.19261349e+03
6.98000000e+01,1.67867753e-01,4.23898682e+03
6.98500000e+01,1.67865926e-01,4.28587308e+03
6.99000000e+01,1.67873066e-01,4.33327793e+03
6.99500000e+01,1.67889053e-01,4.38120712e+03
7.00000000e+01,1.67913720e-01,4.42966643e+03
7.00500000e+01,1.67946853e-01,4.47866174e+03
7.01000000e+01,1.67988193e-01,4.52819898e+03
7.01500000e+01,1.68037435e-01,4.57828413e+03
7.02000000e+01,1.68094232e-01,4.62892326e+03
7.02500000e+01,1.68158197e-01,4.68012250e+03
7.03000000e+01,1.68228903e-01,4.73188803e+03
7.03500000e+01,1.68305884e-01,4.78422613e+03
7.04000000e+01,1.68388641e-01,4.83714313e+03
7.04500000e+01,1.68476644e-01,4.89064543e+03
7.05000000e+01,1.68569331e-01,4.94473950e+03
7.05500000e+01,1.68666117e-01,4.99943189e+03
7.06000000e+01,1.68766393e-01,5.05472922e+03
7.06500000e+01,1.68869532e-01,5.11063818e+03
7.07000000e+01,1.68974889e-01,5.16716553e+03
7.07500000e+01,1.69081808e-01,5.22431811e+03
7.08000000e+01,1.69189620e-01,5.28210284e+03
7.08500000e+01,1.69297653e-01,5.34052672e+03
7.09000000e+01,1.69405236e-01,5.39959680e+03
7.09500000e+01,1.69511697e-01,5.45932024e+03
7.10000000e+01,1.69616373e-01,5.51970427e+03
7.10500000e+01,1.69718612e-01,5.58075618e+03
7.11000000e+01,1.69817773e-01,5.64248338e+03
7.11500000e+01,1.69913230e-01,5.70489332e+03
7.12000000e+01,1.70004373e-01,5.76799356e+03
7.12500000e+01,1.70090615e-01,5.83179174e+03
7.13000000e+01,1.70171398e-01,5.89629557e+03
7.13500000e+01,1.70246193e-01,5.96151286e+03
7.14000000e+01,1.70314501e-01,6.02745150e+03
7.14500000e+01,1.70375857e-01,6.09411946e+03
7.15000000e+01,1.70429835e-01,6.16152483e+03
7.15500000e+01,1.70476051e-01,6.22967574e+03
7.16000000e+01,1.70514161e-01,6.29858046e+03
7.16500000e+01,1.70543869e-01,6.36824731e+03
7.17000000e+01,1.70564925e-01,6.43868473e+03
7.17500000e+01,1.70577123e-01,6.50990123e+03
7.18000000e+01,1.70580302e-01,6.58190544e+03
7.18500000e+01,1.70574350e-01,6.65470607e+03
7.19000000e+01,1.70559201e-01,6.72831193e+03
7.19500000e+01,1.70534839e-01,6.80273192e+03
7.20000000e+01,1.70501298e-01,6.87797505e+03
7.20500000e+01,1.70458664e-01,6.95405042e+03
7.21000000e+01,1.70407073e-01,7.03096724e+03
7.21500000e+01,1.70346709e-01,7.10873482e+03
7.22000000e+01,1.70277804e-01,7.18736256e+03
7.22500000e+01,1.70200636e-01,7.26685998e+03
7.23000000e+01,1.70115524e-01,7.34723670e+03
7.23500000e+01,1.70022829e-01,7.42850245e+03
7.24000000e+01,1.69922953e-01,7.51066705e+03
7.24500000e+01,1.69816338e-01,7.59374046e+03
7.25000000e+01,1.69703462e-01,7.67773271e+03
7.25500000e+01,1.69584836e-01,7.76265398e+03
7.26000000e+01,1.69461002e-01,7.84851455e+03
7.26500000e+01,1.69332526e-01,7.93532479e+03
7.27000000e+01,1.69200004e-01,8.02309521e+03
7.27500000e+01,1.69064048e-01,8.11183644e+03
7.28000000e+01,1.68925290e-01,8.20155921e+03
7.28500000e+01,1.68784383e-01,8.29227438e+03
7.29000000e+01,1.68641990e-01,8.38399293e+03
7.29500000e+01,1.68498779e-01,8.47672595e+03
7.30000000e+01,1.68355425e-01,8.57048466e+03
7.30500000e+01,1.68212604e-01,8.66528041e+03
7.31000000e+01,1.68070987e-01,8.76112467e+03
7.31500000e+01,1.67931243e-01,8.85802904e+03
7.32000000e+01,1.67794029e-01,8.95600524e+03
7.32500000e+01,1.67659992e-01,9.05506513e+03
7.33000000e+01,1.67529764e-01,9.15522069e+03
7.33500000e+01,1.67403957e-01,9.25648405e+03
7.34000000e+01,1.67283164e-01,9.35886745e+03
7.34500000e+01,1.67167950e-01,9.46238328e+03
7.35000000e+01,1.67058851e-01,9.56704408e+03
7.35500000e+01,1.66956373e-01,9.67286250e+03
7.36000000e+01,1.66860985e-01,9.77985134e+03
7.36500000e+01,1.66773126e-01,9.88802357e+03
7.37000000e+01,1.66693198e-01,9.99739225e+03
7.37500000e+01,1.66621562e-01,1.01079706e+04
7.38000000e+01,1.66558544e-01,1.02197721e+04
7.38500000e+01,1.66504427e-01,1.03328102e+04
7.39000000e+01,1.66459450e-01,1.04470985e+04
7.39500000e+01,1.66423808e-01,1.05626510e+04
7.40000000e+01,1.66397648e-01,1.06794815e+04
7.40500000e+01,1.66381074e-01,1.07976043e+04
7.41000000e+01,1.66374142e-01,1.09170336e+04
7.41500000e+01,1.66376862e-01,1.10377839e+04
7.42000000e+01,1.66389199e-01,1.11598697e+04
7.42500000e+01,1.66411071e-01,1.12833060e+04
7.43000000e+01,1.66442353e-01,1.14081075e+04
7.43500000e+01,1.66482870e-01,1.15342894e+04
7.44000000e+01,1.66532404e-01,1.16618670e+04
7.44500000e+01,1.66590690e-01,1.17908556e+04
7.45000000e+01,1.66657427e-01,1.19212710e+04
7.45500000e+01,1.66732274e-01,1.20531289e+04
7.46000000e+01,1.66814850e-01,1.21864452e+04
7.46500000e+01,1.66904741e-01,1.23212361e+04
7.47000000e+01,1.67001494e-01,1.24575178e+04
7.47500000e+01,1.67104622e-01,1.25953070e+04
7.48000000e+01,1.67213608e-01,1.27346202e+04
7.48500000e+01,1.67327908e-01,1.28754743e+04
7.49000000e+01,1.67446956e-01,1.30178863e+04
7.49500000e+01,1.67570169e-01,1.31618736e+04
7.50000000e+01,1.67696935e-01,1.33074534e+04
7.50500000e+01,1.67826627e-01,1.34546434e+04
7.51000000e+01,1.67958608e-01,1.36034615e+04
7.51500000e+01,1.68092230e-01,1.37539256e+04
7.52000000e+01,1.68226840e-01,1.39060540e+04
7.52500000e+01,1.68361782e-01,1.40598650e+04
7.53000000e+01,1.68496401e-01,1.42153773e+04
7.53500000e+01,1.68630047e-01,1.43726096e+04
7.54000000e+01,1.68762074e-01,1.45315810e+04
7.54500000e+01,1.68891845e-01,1.46923108e+04
7.55000000e+01,1.69018739e-01,1.48548184e+04
7.55500000e+01,1.69142150e-01,1.50191234e+04
7.56000000e+01,1.69261490e-01,1.51852458e+04
7.56500000e+01,1.69376191e-01,1.53532056e+04
7.57000000e+01,1.69485709e-01,1.55230231e+04
7.57500000e+01,1.69589519e-01,1.56947190e+04
7.58000000e+01,1.69687132e-01,1.58683139e+04
7.58500000e+01,1.69778090e-01,1.60438289e+04
7.59000000e+01,1.69861968e-01,1.62212852e+04
7.59500000e+01,1.69938378e-01,1.64007044e+04
7.60000000e+01,1.70006970e-01,1.65821080e+04
7.60500000e+01,1.70067434e-01,1.67655181e+04
7.61000000e+01,1.70119499e-01,1.69509569e+04
7.61500000e+01,1.70162937e-01,1.71384467e+04
7.62000000e+01,1.70197561e-01,1.73280103e+04
7.62500000e+01,1.70223231e-01,1.75196706e+04
7.63000000e+01,1.70239846e-01,1.77134508e+04
7.63500000e+01,1.70247352e-01,1.79093744e+04
7.64000000e+01,1.70245739e-01,1.81074650e+04
7.64500000e+01,1.70235044e-01,1.83077466e+04
7.65000000e+01,1.70215343e-01,1.85102435e+04
7.65500000e+01,1.70186761e-01,1.87149802e+04
7.66000000e+01,1.70149462e-01,1.89219814e+04
7.66500000e+01,1.70103654e-01,1.91312722e+04
7.67000000e+01,1.70049582e-01,1.93428779e+04
7.67500000e+01,1.69987525e-01,1.95568241e+04
7.68000000e+01,1.69917802e-01,1.97731367e+04
7.68500000e+01,1.69840768e-01,1.99918419e+04
7.69000000e+01,1.69756816e-01,2.02129661e+04
7.69500000e+01,1.69666364e-01,2.04365361e+04
7.70000000e+01,1.69569863e-01,2.06625789e+04
7.70500000e+01,1.69467788e-01,2.08911220e+04
7.71000000e+01,1.69360642e-01,2.11221929e+04
7.71500000e+01,1.69248942e-01,2.13558196e+04
7.72000000e+01,1.69133223e-01,2.15920304e+04
7.72500000e+01,1.69014033e-01,2.18308539e+04
7.73000000e+01,1.68891933e-01,2.20723189e+04
7.73500000e+01,1.68767490e-01,2.23164547e+04
