t_over_tau_th,nr_frac_eps_0.0,nr_frac_eps_0.05,nr_frac_eps_0.1,nr_frac_eps_0.2,nr_frac_eps_0.3,nr_frac_eps_0.5
6.48648649e+01,2.34722110e-03,1.47748585e-03,1.14578430e-03,7.20809361e-04,4.33579432e-04,4.74189649e-05
6.51651652e+01,2.35808910e-03,1.48432455e-03,1.15108758e-03,7.24145854e-04,4.35586537e-04,4.76385014e-05
6.54654655e+01,2.36895711e-03,1.49116324e-03,1.15639085e-03,7.27482341e-04,4.37593640e-04,4.78580380e-05
6.57657658e+01,2.37982513e-03,1.49800192e-03,1.16169410e-03,7.30818822e-04,4.39600741e-04,4.80775746e-05
6.60660661e+01,2.39069316e-03,1.50484058e-03,1.16699734e-03,7.34155298e-04,4.41607841e-04,4.82971112e-05
6.63663664e+01,2.40156120e-03,1.51167923e-03,1.17230057e-03,7.37491769e-04,4.43614938e-04,4.85166479e-05
6.66666667e+01,2.41242925e-03,1.51851786e-03,1.17760379e-03,7.40828234e-04,4.45622033e-04,4.87361846e-05
6.69669670e+01,2.42329732e-03,1.52535648e-03,1.18290700e-03,7.44164694e-04,4.47629127e-04,4.89557214e-05
6.72672673e+01,2.43416539e-03,1.53219509e-03,1.18821019e-03,7.47501149e-04,4.49636219e-04,4.91752582e-05
6.75675676e+01,2.44503348e-03,1.53903368e-03,1.19351337e-03,7.50837598e-04,4.51643308e-04,4.93947950e-05
6.78678679e+01,2.45590158e-03,1.54587226e-03,1.19881654e-03,7.54174042e-04,4.53650396e-04,4.96143319e-05
6.81681682e+01,2.46676969e-03,1.55271082e-03,1.20411970e-03,7.57510480e-04,4.55657482e-04,4.98338688e-05
6.84684685e+01,2.47763781e-03,1.55954938e-03,1.20942285e-03,7.60846913e-04,4.57664566e-04,5.00534058e-05
6.87687688e+01,2.48850594e-03,1.56638791e-03,1.21472599e-03,7.64183340e-04,4.59671648e-04,5.02729428e-05
6.90690691e+01,2.49937408e-03,1.57322644e-03,1.22002911e-03,7.67519762e-04,4.61678728e-04,5.04924798e-05
6.93693694e+01,2.51024224e-03,1.58006494e-03,1.22533222e-03,7.70856178e-04,4.63685807e-04,5.07120169e-05
6.96696697e+01,2.52111040e-03,1.58690344e-03,1.23063532e-03,7.74192590e-04,4.65692883e-04,5.09315540e-05
6.99699700e+01,2.53197858e-03,1.59374192e-03,1.23593841e-03,7.77528995e-04,4.67699957e-04,5.11510912e-05
7.02702703e+01,2.54284676e-03,1.60058039e-03,1.24124149e-03,7.80865395e-04,4.69707030e-04,5.13706284e-05
7.05705706e+01,2.55371496e-03,1.60741884e-03,1.24654455e-03,7.84201790e-04,4.71714100e-04,5.15901656e-05
7.08708709e+01,2.56458317e-03,1.61425728e-03,1.25184761e-03,7.87538180e-04,4.73721169e-04,5.18097029e-05
7.11711712e+01,2.57545139e-03,1.62109571e-03,1.25715065e-03,7.90874564e-04,4.75728236e-04,5.20292402e-05
7.14714715e+01,2.58631962e-03,1.62793412e-03,1.26245368e-03,7.94210942e-04,4.77735301e-04,5.22487776e-05
7.17717718e+01,2.59718786e-03,1.63477251e-03,1.26775669e-03,7.97547315e-04,4.79742364e-04,5.24683150e-05
7.20720721e+01,2.60805612e-03,1.64161090e-03,1.27305970e-03,8.00883683e-04,4.81749425e-04,5.26878524e-05
7.23723724e+01,2.61892438e-03,1.64844927e-03,1.27836269e-03,8.04220045e-04,4.83756484e-04,5.29073899e-05
7.26726727e+01,2.62979266e-03,1.65528762e-03,1.28366568e-03,8.07556402e-04,4.85763541e-04,5.31269274e-05
7.29729730e+01,2.64066094e-03,1.66212597e-03,1.28896865e-03,8.10892754e-04,4.87770597e-04,5.33464649e-05
7.32732733e+01,2.65152924e-03,1.66896429e-03,1.29427160e-03,8.14229100e-04,4.89777650e-04,5.35660025e-05
7.35735736e+01,2.66239755e-03,1.67580261e-03,1.29957455e-03,8.17565441e-04,4.91784701e-04,5.37855402e-05
7.38738739e+01,2.67326587e-03,1.68264091e-03,1.30487749e-03,8.20901776e-04,4.93791751e-04,5.40050778e-05
7.41741742e+01,2.68413420e-03,1.68947919e-03,1.31018041e-03,8.24238105e-04,4.95798799e-04,5.42246155e-05
7.44744745e+01,2.69500254e-03,1.69631747e-03,1.31548332e-03,8.27574430e-04,4.97805845e-04,5.44441533e-05
7.47747748e+01,2.70587090e-03,1.70315572e-03,1.32078622e-03,8.30910749e-04,4.99812888e-04,5.46636911e-05
7.50750751e+01,2.71673926e-03,1.70999397e-03,1.32608911e-03,8.34247062e-04,5.01819930e-04,5.48832289e-05
7.53753754e+01,2.72760764e-03,1.71683220e-03,1.33139198e-03,8.37583370e-04,5.03826970e-04,5.51027668e-05
7.56756757e+01,2.73847602e-03,1.72367041e-03,1.33669485e-03,8.40919673e-04,5.05834009e-04,5.53223047e-05
7.59759760e+01,2.74934442e-03,1.73050862e-03,1.34199770e-03,8.44255970e-04,5.07841045e-04,5.55418426e-05
7.62762763e+01,2.76021283e-03,1.73734681e-03,1.34730054e-03,8.47592262e-04,5.09848079e-04,5.57613806e-05
7.65765766e+01,2.77108125e-03,1.74418498e-03,1.35260337e-03,8.50928549e-04,5.11855112e-04,5.59809186e-05
7.68768769e+01,2.78194968e-03,1.75102314e-03,1.35790618e-03,8.54264830e-04,5.13862142e-04,5.62004567e-05
7.71771772e+01,2.79281812e-03,1.75786129e-03,1.36320899e-03,8.57601105e-04,5.15869171e-04,5.64199948e-05
7.74774775e+01,2.80368657e-03,1.76469942e-03,1.36851178e-03,8.60937375e-04,5.17876197e-04,5.66395330e-05
7.77777778e+01,2.81455504e-03,1.77153754e-03,1.37381456e-03,8.64273640e-04,5.19883222e-04,5.68590711e-05
7.80780781e+01,2.82542351e-03,1.77837564e-03,1.37911733e-03,8.67609899e-04,5.21890245e-04,5.70786094e-05
7.83783784e+01,2.83629200e-03,1.78521373e-03,1.38442009e-03,8.70946153e-04,5.23897266e-04,5.72981476e-05
7.86786787e+01,2.84716049e-03,1.79205181e-03,1.38972284e-03,8.74282402e-04,5.25904285e-04,5.75176859e-05
7.89789790e+01,2.85802900e-03,1.79888987e-03,1.39502557e-03,8.77618645e-04,5.27911302e-04,5.77372243e-05
7.92792793e+01,2.86889752e-03,1.80572792e-03,1.40032829e-03,8.80954882e-04,5.29918317e-04,5.79567626e-05
7.95795796e+01,2.87976605e-03,1.81256596e-03,1.40563100e-03,8.84291114e-04,5.31925331e-04,5.81763011e-05
7.98798799e+01,2.89063459e-03,1.81940398e-03,1.41093370e-03,8.87627341e-04,5.33932342e-04,5.83958395e-05
8.01801802e+01,2.90150314e-03,1.82624199e-03,1.41623639e-03,8.90963562e-04,5.35939351e-04,5.86153780e-05
8.04804805e+01,2.91237171e-03,1.83307998e-03,1.42153906e-03,8.94299778e-04,5.37946359e-04,5.88349166e-05
8.07807808e+01,2.92324028e-03,1.83991796e-03,1.42684173e-03,8.97635989e-04,5.39953365e-04,5.90544551e-05
8.10810811e+01,2.93410887e-03,1.84675592e-03,1.43214438e-03,9.00972194e-04,5.41960368e-04,5.92739938e-05
8.13813814e+01,2.94497746e-03,1.85359387e-03,1.43744702e-03,9.04308394e-04,5.43967370e-04,5.94935324e-05
8.16816817e+01,2.95584607e-03,1.86043181e-03,1.44274965e-03,9.07644588e-04,5.45974370e-04,5.97130711e-05
8.19819820e+01,2.96671469e-03,1.86726973e-03,1.44805226e-03,9.10980777e-04,5.47981368e-04,5.99326098e-05
8.22822823e+01,2.97758332e-03,1.87410764e-03,1.45335487e-03,9.14316960e-04,5.49988364e-04,6.01521486e-05
8.25825826e+01,2.98845196e-03,1.88094554e-03,1.45865746e-03,9.17653138e-04,5.51995358e-04,6.03716874e-05
8.28828829e+01,2.99932061e-03,1.88778342e-03,1.46396004e-03,9.20989310e-04,5.54002351e-04,6.05912263e-05
8.31831832e+01,3.01018927e-03,1.89462129e-03,1.46926261e-03,9.24325478e-04,5.56009341e-04,6.08107652e-05
8.34834835e+01,3.02105794e-03,1.90145914e-03,1.47456516e-03,9.27661639e-04,5.58016330e-04,6.10303041e-05
8.37837838e+01,3.03192663e-03,1.90829698e-03,1.47986771e-03,9.30997796e-04,5.60023316e-04,6.12498431e-05
8.40840841e+01,3.04279532e-03,1.91513481e-03,1.48517024e-03,9.34333946e-04,5.62030301e-04,6.14693821e-05
8.43843844e+01,3.05366403e-03,1.92197262e-03,1.49047276e-03,9.37670092e-04,5.64037284e-04,6.16889211e-05
8.46846847e+01,3.06453275e-03,1.92881042e-03,1.49577527e-03,9.41006232e-04,5.66044264e-04,6.19084602e-05
8.49849850e+01,3.07540147e-03,1.93564820e-03,1.50107777e-03,9.44342366e-04,5.68051243e-04,6.21279994e-05
8.52852853e+01,3.08627021e-03,1.94248597e-03,1.50638026e-03,9.47678495e-04,5.70058220e-04,6.23475385e-05
8.55855856e+01,3.09713896e-03,1.94932373e-03,1.51168273e-03,9.51014619e-04,5.72065195e-04,6.25670777e-05
8.58858859e+01,3.10800772e-03,1.95616147e-03,1.51698519e-03,9.54350738e-04,5.74072169e-04,6.27866170e-05
8.61861862e+01,3.11887650e-03,1.96299920e-03,1.52228764e-03,9.57686850e-04,5.76079140e-04,6.30061563e-05
8.64864865e+01,3.12974528e-03,1.96983691e-03,1.52759008e-03,9.61022958e-04,5.78086109e-04,6.32256956e-05
8.67867868e+01,3.14061407e-03,1.97667461e-03,1.53289251e-03,9.64359060e-04,5.80093077e-04,6.34452350e-05
8.70870871e+01,3.15148288e-03,1.98351230e-03,1.53819493e-03,9.67695157e-04,5.82100042e-04,6.36647744e-05
8.73873874e+01,3.16235169e-03,1.99034997e-03,1.54349733e-03,9.71031248e-04,5.84107006e-04,6.38843138e-05
8.76876877e+01,3.17322052e-03,1.99718763e-03,1.54879972e-03,9.74367333e-04,5.86113968e-04,6.41038533e-05
8.79879880e+01,3.18408936e-03,2.00402527e-03,1.55410210e-03,9.77703414e-04,5.88120927e-04,6.43233928e-05
8.82882883e+01,3.19495821e-03,2.01086290e-03,1.55940447e-03,9.81039489e-04,5.90127885e-04,6.45429324e-05
8.85885886e+01,3.20582707e-03,2.01770052e-03,1.56470682e-03,9.84375558e-04,5.92134841e-04,6.47624720e-05
8.88888889e+01,3.21669594e-03,2.02453812e-03,1.57000917e-03,9.87711622e-04,5.94141795e-04,6.49820116e-05
8.91891892e+01,3.22756482e-03,2.03137571e-03,1.57531150e-03,9.91047681e-04,5.96148747e-04,6.52015513e-05
8.94894895e+01,3.23843371e-03,2.03821328e-03,1.58061382e-03,9.94383734e-04,5.98155698e-04,6.54210911e-05
8.97897898e+01,3.24930261e-03,2.04505084e-03,1.58591613e-03,9.97719782e-04,6.00162646e-04,6.56406308e-05
9.00900901e+01,3.26017153e-03,2.05188839e-03,1.59121843e-03,1.00105582e-03,6.02169593e-04,6.58601706e-05
9.03903904e+01,3.27104045e-03,2.05872592e-03,1.59652071e-03,1.00439186e-03,6.04176537e-04,6.60797105e-05
9.06906907e+01,3.28190939e-03,2.06556344e-03,1.60182299e-03,1.00772789e-03,6.06183480e-04,6.62992503e-05
9.09909910e+01,3.29277834e-03,2.07240094e-03,1.60712525e-03,1.01106392e-03,6.08190420e-04,6.65187903e-05
9.12912913e+01,3.30364729e-03,2.07923843e-03,1.61242750e-03,1.01439994e-03,6.10197359e-04,6.67383302e-05
9.15915916e+01,3.31451626e-03,2.08607591e-03,1.61772973e-03,1.01773595e-03,6.12204296e-04,6.69578702e-05
9.18918919e+01,3.32538524e-03,2.09291337e-03,1.62303196e-03,1.02107196e-03,6.14211231e-04,6.71774102e-05
9.21921922e+01,3.33625423e-03,2.09975082e-03,1.62833417e-03,1.02440797e-03,6.16218164e-04,6.73969503e-05
9.24924925e+01,3.34712323e-03,2.10658826e-03,1.63363638e-03,1.02774397e-03,6.18225095e-04,6.76164904e-05
9.27927928e+01,3.35799225e-03,2.11342568e-03,1.63893857e-03,1.03107996e-03,6.20232024e-04,6.78360306e-05
9.30930931e+01,3.36886127e-03,2.12026309e-03,1.64424075e-03,1.03441595e-03,6.22238952e-04,6.80555708e-05
9.33933934e+01,3.37973030e-03,2.12710048e-03,1.64954291e-03,1.03775193e-03,6.24245877e-04,6.82751110e-05
9.36936937e+01,3.39059935e-03,2.13393786e-03,1.65484507e-03,1.04108791e-03,6.26252801e-04,6.84946513e-05
9.39939940e+01,3.40146841e-03,2.14077522e-03,1.66014721e-03,1.04442388e-03,6.28259722e-04,6.87141916e-05
9.42942943e+01,3.41233747e-03,2.14761257e-03,1.66544934e-03,1.04775985e-03,6.30266642e-04,6.89337320e-05
9.45945946e+01,3.42320655e-03,2.15444991e-03,1.67075146e-03,1.05109581e-03,6.32273560e-04,6.91532724e-05
9.48948949e+01,3.43407564e-03,2.16128723e-03,1.67605357e-03,1.05443176e-03,6.34280476e-04,6.93728128e-05
9.51951952e+01,3.44494474e-03,2.16812454e-03,1.68135567e-03,1.05776771e-03,6.36287390e-04,6.95923533e-05
9.54954955e+01,3.45581385e-03,2.17496184e-03,1.68665775e-03,1.06110366e-03,6.38294302e-04,6.98118938e-05
9.57957958e+01,3.46668297e-03,2.18179912e-03,1.69195982e-03,1.06443960e-03,6.40301212e-04,7.00314343e-05
9.60960961e+01,3.47755210e-03,2.18863638e-03,1.69726188e-03,1.06777553e-03,6.42308120e-04,7.02509749e-05
9.63963964e+01,3.48842125e-03,2.19547364e-03,1.70256393e-03,1.07111146e-03,6.44315026e-04,7.04705155e-05
9.66966967e+01,3.49929040e-03,2.20231088e-03,1.70786597e-03,1.07444738e-03,6.46321931e-04,7.06900562e-05
9.69969970e+01,3.51015956e-03,2.20914810e-03,1.71316799e-03,1.07778330e-03,6.48328833e-04,7.09095969e-05
9.72972973e+01,3.52102874e-03,2.21598531e-03,1.71847001e-03,1.08111921e-03,6.50335734e-04,7.11291377e-05
9.75975976e+01,3.53189793e-03,2.22282251e-03,1.72377201e-03,1.08445512e-03,6.52342632e-04,7.13486785e-05
9.78978979e+01,3.54276712e-03,2.22965969e-03,1.72907400e-03,1.08779102e-03,6.54349529e-04,7.15682193e-05
9.81981982e+01,3.55363633e-03,2.23649686e-03,1.73437598e-03,1.09112692e-03,6.56356424e-04,7.17877602e-05
9.84984985e+01,3.56450555e-03,2.24333402e-03,1.73967794e-03,1.09446281e-03,6.58363317e-04,7.20073011e-05
9.87987988e+01,3.57537478e-03,2.25017116e-03,1.74497990e-03,1.09779869e-03,6.60370208e-04,7.22268420e-05
9.90990991e+01,3.58624402e-03,2.25700829e-03,1.75028184e-03,1.10113457e-03,6.62377097e-04,7.24463830e-05
9.93993994e+01,3.59711327e-03,2.26384540e-03,1.75558377e-03,1.10447045e-03,6.64383984e-04,7.26659240e-05
9.96996997e+01,3.60798254e-03,2.27068250e-03,1.76088569e-03,1.10780632e-03,6.66390870e-04,7.28854651e-05
1.00000000e+02,3.61885181e-03,2.27751958e-03,1.76618760e-03,1.11114218e-03,6.68397753e-04,7.31050062e-05
1.00300300e+02,3.62972109e-03,2.28435666e-03,1.77148949e-03,1.11447804e-03,6.70404634e-04,7.33245473e-05
1.00600601e+02,3.64059039e-03,2.29119371e-03,1.77679137e-03,1.11781389e-03,6.72411514e-04,7.35440885e-05
1.00900901e+02,3.65145969e-03,2.29803076e-03,1.78209324e-03,1.12114974e-03,6.74418392e-04,7.37636297e-05
1.01201201e+02,3.66232901e-03,2.30486779e-03,1.78739510e-03,1.12448558e-03,6.76425267e-04,7.39831710e-05
1.01501502e+02,3.67319834e-03,2.31170480e-03,1.79269695e-03,1.12782142e-03,6.78432141e-04,7.42027123e-05
1.01801802e+02,3.68406768e-03,2.31854180e-03,1.79799879e-03,1.13115725e-03,6.80439013e-04,7.44222536e-05
1.02102102e+02,3.69493703e-03,2.32537879e-03,1.80330061e-03,1.13449307e-03,6.82445883e-04,7.46417950e-05
1.02402402e+02,3.70580639e-03,2.33221576e-03,1.80860242e-03,1.13782889e-03,6.84452751e-04,7.48613364e-05
1.02702703e+02,3.71667576e-03,2.33905272e-03,1.81390422e-03,1.14116471e-03,6.86459617e-04,7.50808779e-05
1.03003003e+02,3.72754514e-03,2.34588967e-03,1.81920601e-03,1.14450052e-03,6.88466482e-04,7.53004194e-05
1.03303303e+02,3.73841453e-03,2.35272660e-03,1.82450779e-03,1.14783632e-03,6.90473344e-04,7.55199609e-05
1.03603604e+02,3.74928393e-03,2.35956352e-03,1.82980956e-03,1.15117212e-03,6.92480205e-04,7.57395025e-05
1.03903904e+02,3.76015335e-03,2.36640042e-03,1.83511131e-03,1.15450791e-03,6.94487063e-04,7.59590441e-05
1.04204204e+02,3.77102277e-03,2.37323731e-03,1.84041305e-03,1.15784370e-03,6.96493920e-04,7.61785858e-05
1.04504505e+02,3.78189221e-03,2.38007419e-03,1.84571478e-03,1.16117948e-03,6.98500774e-04,7.63981275e-05
1.04804805e+02,3.79276165e-03,2.38691105e-03,1.85101650e-03,1.16451526e-03,7.00507627e-04,7.66176692e-05
1.05105105e+02,3.80363111e-03,2.39374790e-03,1.85631820e-03,1.16785103e-03,7.02514478e-04,7.68372110e-05
1.05405405e+02,3.81450058e-03,2.40058473e-03,1.86161990e-03,1.17118679e-03,7.04521327e-04,7.70567528e-05
1.05705706e+02,3.82537006e-03,2.40742155e-03,1.86692158e-03,1.17452255e-03,7.06528174e-04,7.72762946e-05
1.06006006e+02,3.83623955e-03,2.41425835e-03,1.87222325e-03,1.17785831e-03,7.08535019e-04,7.74958365e-05
1.06306306e+02,3.84710905e-03,2.42109515e-03,1.87752491e-03,1.18119406e-03,7.10541863e-04,7.77153784e-05
1.06606607e+02,3.85797856e-03,2.42793192e-03,1.88282656e-03,1.18452980e-03,7.12548704e-04,7.79349204e-05
1.06906907e+02,3.86884808e-03,2.43476869e-03,1.88812819e-03,1.18786554e-03,7.14555543e-04,7.81544624e-05
1.07207207e+02,3.87971761e-03,2.44160544e-03,1.89342981e-03,1.19120127e-03,7.16562381e-04,7.83740045e-05
1.07507508e+02,3.89058716e-03,2.44844217e-03,1.89873142e-03,1.19453700e-03,7.18569216e-04,7.85935466e-05
1.07807808e+02,3.90145671e-03,2.45527890e-03,1.90403302e-03,1.19787272e-03,7.20576050e-04,7.88130887e-05
1.08108108e+02,3.91232628e-03,2.46211560e-03,1.90933461e-03,1.20120844e-03,7.22582882e-04,7.90326309e-05
1.08408408e+02,3.92319585e-03,2.46895230e-03,1.91463619e-03,1.20454415e-03,7.24589712e-04,7.92521731e-05
1.08708709e+02,3.93406544e-03,2.47578898e-03,1.91993775e-03,1.20787986e-03,7.26596540e-04,7.94717153e-05
1.09009009e+02,3.94493503e-03,2.48262564e-03,1.92523930e-03,1.21121556e-03,7.28603366e-04,7.96912576e-05
1.09309309e+02,3.95580464e-03,2.48946229e-03,1.93054084e-03,1.21455125e-03,7.30610190e-04,7.99107999e-05
1.09609610e+02,3.96667426e-03,2.49629893e-03,1.93584237e-03,1.21788694e-03,7.32617012e-04,8.01303423e-05
1.09909910e+02,3.97754389e-03,2.50313556e-03,1.94114389e-03,1.22122263e-03,7.34623833e-04,8.03498847e-05
1.10210210e+02,3.98841353e-03,2.50997217e-03,1.94644539e-03,1.22455831e-03,7.36630651e-04,8.05694271e-05
1.10510511e+02,3.99928318e-03,2.51680876e-03,1.95174689e-03,1.22789398e-03,7.38637467e-04,8.07889696e-05
1.10810811e+02,4.01015284e-03,2.52364534e-03,1.95704837e-03,1.23122965e-03,7.40644282e-04,8.10085122e-05
1.11111111e+02,4.02102252e-03,2.53048191e-03,1.96234984e-03,1.23456531e-03,7.42651095e-04,8.12280547e-05
1.11411411e+02,4.03189220e-03,2.53731846e-03,1.96765130e-03,1.23790097e-03,7.44657905e-04,8.14475973e-05
1.11711712e+02,4.04276189e-03,2.54415500e-03,1.97295274e-03,1.24123662e-03,7.46664714e-04,8.16671400e-05
1.12012012e+02,4.05363160e-03,2.55099153e-03,1.97825417e-03,1.24457227e-03,7.48671521e-04,8.18866826e-05
1.12312312e+02,4.06450131e-03,2.55782804e-03,1.98355560e-03,1.24790791e-03,7.50678326e-04,8.21062254e-05
1.12612613e+02,4.07537104e-03,2.56466454e-03,1.98885701e-03,1.25124354e-03,7.52685129e-04,8.23257681e-05
1.12912913e+02,4.08624078e-03,2.57150102e-03,1.99415841e-03,1.25457917e-03,7.54691931e-04,8.25453109e-05
1.13213213e+02,4.09711052e-03,2.57833749e-03,1.99945979e-03,1.25791480e-03,7.56698730e-04,8.27648538e-05
1.13513514e+02,4.10798028e-03,2.58517395e-03,2.00476117e-03,1.26125042e-03,7.58705527e-04,8.29843966e-05
1.13813814e+02,4.11885005e-03,2.59201039e-03,2.01006253e-03,1.26458603e-03,7.60712323e-04,8.32039396e-05
1.14114114e+02,4.12971983e-03,2.59884682e-03,2.01536388e-03,1.26792164e-03,7.62719116e-04,8.34234825e-05
1.14414414e+02,4.14058962e-03,2.60568323e-03,2.02066522e-03,1.27125724e-03,7.64725908e-04,8.36430255e-05
1.14714715e+02,4.15145942e-03,2.61251963e-03,2.02596655e-03,1.27459284e-03,7.66732698e-04,8.38625685e-05
1.15015015e+02,4.16232923e-03,2.61935602e-03,2.03126786e-03,1.27792843e-03,7.68739486e-04,8.40821116e-05
1.15315315e+02,4.17319905e-03,2.62619239e-03,2.03656917e-03,1.28126402e-03,7.70746271e-04,8.43016547e-05
1.15615616e+02,4.18406889e-03,2.63302875e-03,2.04187046e-03,1.28459960e-03,7.72753055e-04,8.45211979e-05
1.15915916e+02,4.19493873e-03,2.63986509e-03,2.04717174e-03,1.28793518e-03,7.74759838e-04,8.47407411e-05
1.16216216e+02,4.20580858e-03,2.64670142e-03,2.05247301e-03,1.29127075e-03,7.76766618e-04,8.49602843e-05
1.16516517e+02,4.21667845e-03,2.65353774e-03,2.05777426e-03,1.29460631e-03,7.78773396e-04,8.51798276e-05
1.16816817e+02,4.22754833e-03,2.66037404e-03,2.06307551e-03,1.29794187e-03,7.80780172e-04,8.53993709e-05
1.17117117e+02,4.23841821e-03,2.66721033e-03,2.06837674e-03,1.30127743e-03,7.82786947e-04,8.56189142e-05
1.17417417e+02,4.24928811e-03,2.67404660e-03,2.07367796e-03,1.30461297e-03,7.84793719e-04,8.58384576e-05
1.17717718e+02,4.26015802e-03,2.68088286e-03,2.07897917e-03,1.30794852e-03,7.86800490e-04,8.60580011e-05
1.18018018e+02,4.27102794e-03,2.68771911e-03,2.08428037e-03,1.31128406e-03,7.88807259e-04,8.62775445e-05
1.18318318e+02,4.28189786e-03,2.69455534e-03,2.08958155e-03,1.31461959e-03,7.90814026e-04,8.64970880e-05
1.18618619e+02,4.29276780e-03,2.70139156e-03,2.09488273e-03,1.31795511e-03,7.92820790e-04,8.67166316e-05
1.18918919e+02,4.30363775e-03,2.70822776e-03,2.10018389e-03,1.32129064e-03,7.94827553e-04,8.69361752e-05
1.19219219e+02,4.31450772e-03,2.71506395e-03,2.10548504e-03,1.32462615e-03,7.96834314e-04,8.71557188e-05
1.19519520e+02,4.32537769e-03,2.72190013e-03,2.11078618e-03,1.32796166e-03,7.98841074e-04,8.73752625e-05
1.19819820e+02,4.33624767e-03,2.72873629e-03,2.11608730e-03,1.33129717e-03,8.00847831e-04,8.75948062e-05
1.20120120e+02,4.34711766e-03,2.73557244e-03,2.12138842e-03,1.33463267e-03,8.02854586e-04,8.78143499e-05
1.20420420e+02,4.35798767e-03,2.74240857e-03,2.12668952e-03,1.33796816e-03,8.04861340e-04,8.80338937e-05
1.20720721e+02,4.36885768e-03,2.74924469e-03,2.13199061e-03,1.34130365e-03,8.06868091e-04,8.82534375e-05
1.21021021e+02,4.37972771e-03,2.75608080e-03,2.13729169e-03,1.34463914e-03,8.08874841e-04,8.84729814e-05
1.21321321e+02,4.39059774e-03,2.76291689e-03,2.14259276e-03,1.34797461e-03,8.10881588e-04,8.86925253e-05
1.21621622e+02,4.40146779e-03,2.76975297e-03,2.14789381e-03,1.35131009e-03,8.12888334e-04,8.89120693e-05
1.21921922e+02,4.41233784e-03,2.77658903e-03,2.15319486e-03,1.35464555e-03,8.14895078e-04,8.91316132e-05
1.22222222e+02,4.42320791e-03,2.78342508e-03,2.15849589e-03,1.35798102e-03,8.16901820e-04,8.93511573e-05
1.22522523e+02,4.43407799e-03,2.79026111e-03,2.16379691e-03,1.36131647e-03,8.18908560e-04,8.95707013e-05
1.22822823e+02,4.44494808e-03,2.79709714e-03,2.16909792e-03,1.36465192e-03,8.20915298e-04,8.97902454e-05
1.23123123e+02,4.45581818e-03,2.80393314e-03,2.17439891e-03,1.36798737e-03,8.22922034e-04,9.00097896e-05
1.23423423e+02,4.46668829e-03,2.81076914e-03,2.17969990e-03,1.37132281e-03,8.24928769e-04,9.02293337e-05
1.23723724e+02,4.47755841e-03,2.81760512e-03,2.18500087e-03,1.37465824e-03,8.26935501e-04,9.04488780e-05
1.24024024e+02,4.48842854e-03,2.82444108e-03,2.19030183e-03,1.37799367e-03,8.28942232e-04,9.06684222e-05
1.24324324e+02,4.49929868e-03,2.83127703e-03,2.19560278e-03,1.38132910e-03,8.30948960e-04,9.08879665e-05
1.24624625e+02,4.51016883e-03,2.83811297e-03,2.20090372e-03,1.38466452e-03,8.32955687e-04,9.11075109e-05
1.24924925e+02,4.52103900e-03,2.84494890e-03,2.20620464e-03,1.38799993e-03,8.34962412e-04,9.13270552e-05
1.25225225e+02,4.53190917e-03,2.85178481e-03,2.21150555e-03,1.39133534e-03,8.36969135e-04,9.15465997e-05
1.25525526e+02,4.54277936e-03,2.85862070e-03,2.21680645e-03,1.39467074e-03,8.38975855e-04,9.17661441e-05
1.25825826e+02,4.55364955e-03,2.86545658e-03,2.22210734e-03,1.39800614e-03,8.40982575e-04,9.19856886e-05
1.26126126e+02,4.56451976e-03,2.87229245e-03,2.22740822e-03,1.40134153e-03,8.42989292e-04,9.22052331e-05
1.26426426e+02,4.57538997e-03,2.87912830e-03,2.23270909e-03,1.40467691e-03,8.44996007e-04,9.24247777e-05
1.26726727e+02,4.58626020e-03,2.88596414e-03,2.23800994e-03,1.40801229e-03,8.47002720e-04,9.26443223e-05
1.27027027e+02,4.59713044e-03,2.89279997e-03,2.24331078e-03,1.41134767e-03,8.49009431e-04,9.28638670e-05
1.27327327e+02,4.60800068e-03,2.89963578e-03,2.24861162e-03,1.41468304e-03,8.51016141e-04,9.30834117e-05
1.27627628e+02,4.61887094e-03,2.90647158e-03,2.25391243e-03,1.41801840e-03,8.53022849e-04,9.33029564e-05
1.27927928e+02,4.62974121e-03,2.91330736e-03,2.25921324e-03,1.42135376e-03,8.55029554e-04,9.35225012e-05
1.28228228e+02,4.64061149e-03,2.92014313e-03,2.26451404e-03,1.42468911e-03,8.57036258e-04,9.37420460e-05
1.28528529e+02,4.65148178e-03,2.92697889e-03,2.26981482e-03,1.42802446e-03,8.59042960e-04,9.39615908e-05
1.28828829e+02,4.66235208e-03,2.93381463e-03,2.27511559e-03,1.43135980e-03,8.61049660e-04,9.41811357e-05
1.29129129e+02,4.67322239e-03,2.94065035e-03,2.28041635e-03,1.43469514e-03,8.63056358e-04,9.44006807e-05
1.29429429e+02,4.68409271e-03,2.94748607e-03,2.28571710e-03,1.43803047e-03,8.65063054e-04,9.46202256e-05
1.29729730e+02,4.69496305e-03,2.95432177e-03,2.29101783e-03,1.44136580e-03,8.67069748e-04,9.48397706e-05
1.30030030e+02,4.70583339e-03,2.96115745e-03,2.29631856e-03,1.44470112e-03,8.69076440e-04,9.50593157e-05
1.30330330e+02,4.71670374e-03,2.96799312e-03,2.30161927e-03,1.44803644e-03,8.71083130e-04,9.52788608e-05
1.30630631e+02,4.72757411e-03,2.97482878e-03,2.30691997e-03,1.45137175e-03,8.73089819e-04,9.54984059e-05
