t_over_tau_th,nr_frac_eps_0.0,nr_frac_eps_0.05,nr_frac_eps_0.1,nr_frac_eps_0.2,nr_frac_eps_0.3,nr_frac_eps_0.5
1.96996997e+02,7.13017822e-03,4.48516429e-03,3.47808408e-03,2.18834205e-03,1.31652106e-03,1.44018847e-04
1.97297297e+02,7.14105086e-03,4.49199683e-03,3.48338215e-03,2.19167615e-03,1.31852732e-03,1.44238400e-04
1.97597598e+02,7.15192350e-03,4.49882935e-03,3.48868021e-03,2.19501025e-03,1.32053359e-03,1.44457954e-04
1.97897898e+02,7.16279616e-03,4.50566185e-03,3.49397825e-03,2.19834435e-03,1.32253985e-03,1.44677508e-04
1.98198198e+02,7.17366883e-03,4.51249434e-03,3.49927629e-03,2.20167843e-03,1.32454610e-03,1.44897062e-04
1.98498498e+02,7.18454150e-03,4.51932682e-03,3.50457431e-03,2.20501252e-03,1.32655236e-03,1.45116616e-04
1.98798799e+02,7.19541419e-03,4.52615928e-03,3.50987232e-03,2.20834659e-03,1.32855861e-03,1.45336170e-04
1.99099099e+02,7.20628688e-03,4.53299173e-03,3.51517031e-03,2.21168067e-03,1.33056487e-03,1.45555725e-04
1.99399399e+02,7.21715959e-03,4.53982417e-03,3.52046830e-03,2.21501473e-03,1.33257112e-03,1.45775279e-04
1.99699700e+02,7.22803231e-03,4.54665659e-03,3.52576627e-03,2.21834879e-03,1.33457737e-03,1.45994833e-04
2.00000000e+02,7.23890503e-03,4.55348900e-03,3.53106424e-03,2.22168285e-03,1.33658361e-03,1.46214387e-04
2.00300300e+02,7.24977777e-03,4.56032139e-03,3.53636219e-03,2.22501690e-03,1.33858986e-03,1.46433941e-04
2.00600601e+02,7.26065051e-03,4.56715377e-03,3.54166012e-03,2.22835094e-03,1.34059610e-03,1.46653496e-04
2.00900901e+02,7.27152327e-03,4.57398613e-03,3.54695805e-03,2.23168498e-03,1.34260234e-03,1.46873050e-04
2.01201201e+02,7.28239603e-03,4.58081848e-03,3.55225597e-03,2.23501902e-03,1.34460858e-03,1.47092605e-04
2.01501502e+02,7.29326881e-03,4.58765082e-03,3.55755387e-03,2.23835304e-03,1.34661482e-03,1.47312159e-04
2.01801802e+02,7.30414159e-03,4.59448314e-03,3.56285176e-03,2.24168707e-03,1.34862105e-03,1.47531713e-04
2.02102102e+02,7.31501439e-03,4.60131545e-03,3.56814964e-03,2.24502108e-03,1.35062729e-03,1.47751268e-04
2.02402402e+02,7.32588719e-03,4.60814774e-03,3.57344750e-03,2.24835510e-03,1.35263352e-03,1.47970823e-04
2.02702703e+02,7.33676001e-03,4.61498002e-03,3.57874536e-03,2.25168910e-03,1.35463975e-03,1.48190377e-04
2.03003003e+02,7.34763283e-03,4.62181229e-03,3.58404320e-03,2.25502310e-03,1.35664597e-03,1.48409932e-04
2.03303303e+02,7.35850567e-03,4.62864454e-03,3.58934103e-03,2.25835710e-03,1.35865220e-03,1.48629486e-04
2.03603604e+02,7.36937851e-03,4.63547678e-03,3.59463885e-03,2.26169109e-03,1.36065842e-03,1.48849041e-04
2.03903904e+02,7.38025137e-03,4.64230900e-03,3.59993666e-03,2.26502507e-03,1.36266465e-03,1.49068596e-04
2.04204204e+02,7.39112423e-03,4.64914121e-03,3.60523446e-03,2.26835905e-03,1.36467087e-03,1.49288151e-04
2.04504505e+02,7.40199710e-03,4.65597340e-03,3.61053224e-03,2.27169303e-03,1.36667708e-03,1.49507706e-04
2.04804805e+02,7.41286999e-03,4.66280558e-03,3.61583001e-03,2.27502700e-03,1.36868330e-03,1.49727260e-04
2.05105105e+02,7.42374288e-03,4.66963775e-03,3.62112777e-03,2.27836096e-03,1.37068951e-03,1.49946815e-04
2.05405405e+02,7.43461578e-03,4.67646990e-03,3.62642552e-03,2.28169492e-03,1.37269573e-03,1.50166370e-04
2.05705706e+02,7.44548870e-03,4.68330204e-03,3.63172326e-03,2.28502887e-03,1.37470194e-03,1.50385925e-04
2.06006006e+02,7.45636162e-03,4.69013417e-03,3.63702098e-03,2.28836282e-03,1.37670814e-03,1.50605480e-04
2.06306306e+02,7.46723455e-03,4.69696628e-03,3.64231869e-03,2.29169676e-03,1.37871435e-03,1.50825035e-04
2.06606607e+02,7.47810750e-03,4.70379837e-03,3.64761640e-03,2.29503069e-03,1.38072056e-03,1.51044590e-04
2.06906907e+02,7.48898045e-03,4.71063046e-03,3.65291408e-03,2.29836462e-03,1.38272676e-03,1.51264146e-04
2.07207207e+02,7.49985341e-03,4.71746252e-03,3.65821176e-03,2.30169855e-03,1.38473296e-03,1.51483701e-04
2.07507508e+02,7.51072638e-03,4.72429458e-03,3.66350943e-03,2.30503247e-03,1.38673916e-03,1.51703256e-04
2.07807808e+02,7.52159937e-03,4.73112662e-03,3.66880708e-03,2.30836638e-03,1.38874536e-03,1.51922811e-04
2.08108108e+02,7.53247236e-03,4.73795864e-03,3.67410472e-03,2.31170029e-03,1.39075155e-03,1.52142367e-04
2.08408408e+02,7.54334536e-03,4.74479065e-03,3.67940235e-03,2.31503419e-03,1.39275774e-03,1.52361922e-04
2.08708709e+02,7.55421837e-03,4.75162265e-03,3.68469997e-03,2.31836809e-03,1.39476393e-03,1.52581477e-04
2.09009009e+02,7.56509139e-03,4.75845463e-03,3.68999757e-03,2.32170198e-03,1.39677012e-03,1.52801033e-04
2.09309309e+02,7.57596442e-03,4.76528660e-03,3.69529517e-03,2.32503587e-03,1.39877631e-03,1.53020588e-04
2.09609610e+02,7.58683746e-03,4.77211856e-03,3.70059275e-03,2.32836975e-03,1.40078250e-03,1.53240144e-04
2.09909910e+02,7.59771051e-03,4.77895050e-03,3.70589032e-03,2.33170363e-03,1.40278868e-03,1.53459699e-04
2.10210210e+02,7.60858358e-03,4.78578242e-03,3.71118788e-03,2.33503750e-03,1.40479486e-03,1.53679255e-04
2.10510511e+02,7.61945665e-03,4.79261434e-03,3.71648542e-03,2.33837136e-03,1.40680104e-03,1.53898810e-04
2.10810811e+02,7.63032973e-03,4.79944624e-03,3.72178296e-03,2.34170522e-03,1.40880722e-03,1.54118366e-04
2.11111111e+02,7.64120282e-03,4.80627812e-03,3.72708048e-03,2.34503908e-03,1.41081340e-03,1.54337922e-04
2.11411411e+02,7.65207592e-03,4.81310999e-03,3.73237799e-03,2.34837293e-03,1.41281957e-03,1.54557477e-04
2.11711712e+02,7.66294903e-03,4.81994185e-03,3.73767549e-03,2.35170677e-03,1.41482574e-03,1.54777033e-04
2.12012012e+02,7.67382214e-03,4.82677369e-03,3.74297298e-03,2.35504061e-03,1.41683191e-03,1.54996589e-04
2.12312312e+02,7.68469527e-03,4.83360551e-03,3.74827045e-03,2.35837444e-03,1.41883808e-03,1.55216145e-04
2.12612613e+02,7.69556841e-03,4.84043733e-03,3.75356792e-03,2.36170827e-03,1.42084425e-03,1.55435701e-04
2.12912913e+02,7.70644156e-03,4.84726913e-03,3.75886537e-03,2.36504209e-03,1.42285041e-03,1.55655257e-04
2.13213213e+02,7.71731472e-03,4.85410091e-03,3.76416281e-03,2.36837591e-03,1.42485657e-03,1.55874813e-04
2.13513514e+02,7.72818789e-03,4.86093268e-03,3.76946024e-03,2.37170972e-03,1.42686273e-03,1.56094369e-04
2.13813814e+02,7.73906107e-03,4.86776444e-03,3.77475765e-03,2.37504352e-03,1.42886889e-03,1.56313925e-04
2.14114114e+02,7.74993425e-03,4.87459618e-03,3.78005505e-03,2.37837732e-03,1.43087505e-03,1.56533481e-04
2.14414414e+02,7.76080745e-03,4.88142791e-03,3.78535245e-03,2.38171112e-03,1.43288120e-03,1.56753037e-04
2.14714715e+02,7.77168066e-03,4.88825963e-03,3.79064983e-03,2.38504491e-03,1.43488736e-03,1.56972593e-04
2.15015015e+02,7.78255388e-03,4.89509133e-03,3.79594719e-03,2.38837869e-03,1.43689351e-03,1.57192149e-04
2.15315315e+02,7.79342710e-03,4.90192301e-03,3.80124455e-03,2.39171247e-03,1.43889966e-03,1.57411706e-04
2.15615616e+02,7.80430034e-03,4.90875469e-03,3.80654190e-03,2.39504624e-03,1.44090580e-03,1.57631262e-04
2.15915916e+02,7.81517359e-03,4.91558634e-03,3.81183923e-03,2.39838001e-03,1.44291195e-03,1.57850818e-04
2.16216216e+02,7.82604684e-03,4.92241799e-03,3.81713655e-03,2.40171377e-03,1.44491809e-03,1.58070375e-04
2.16516517e+02,7.83692011e-03,4.92924962e-03,3.82243386e-03,2.40504753e-03,1.44692423e-03,1.58289931e-04
2.16816817e+02,7.84779338e-03,4.93608123e-03,3.82773115e-03,2.40838128e-03,1.44893037e-03,1.58509488e-04
2.17117117e+02,7.85866667e-03,4.94291283e-03,3.83302844e-03,2.41171502e-03,1.45093651e-03,1.58729044e-04
2.17417417e+02,7.86953996e-03,4.94974442e-03,3.83832571e-03,2.41504876e-03,1.45294265e-03,1.58948601e-04
2.17717718e+02,7.88041327e-03,4.95657599e-03,3.84362297e-03,2.41838250e-03,1.45494878e-03,1.59168157e-04
2.18018018e+02,7.89128658e-03,4.96340755e-03,3.84892022e-03,2.42171623e-03,1.45695491e-03,1.59387714e-04
2.18318318e+02,7.90215991e-03,4.97023910e-03,3.85421746e-03,2.42504995e-03,1.45896104e-03,1.59607270e-04
2.18618619e+02,7.91303324e-03,4.97707063e-03,3.85951469e-03,2.42838367e-03,1.46096717e-03,1.59826827e-04
2.18918919e+02,7.92390659e-03,4.98390214e-03,3.86481190e-03,2.43171738e-03,1.46297330e-03,1.60046384e-04
2.19219219e+02,7.93477994e-03,4.99073365e-03,3.87010910e-03,2.43505109e-03,1.46497942e-03,1.60265941e-04
2.19519520e+02,7.94565330e-03,4.99756514e-03,3.87540629e-03,2.43838479e-03,1.46698554e-03,1.60485497e-04
2.19819820e+02,7.95652667e-03,5.00439661e-03,3.88070347e-03,2.44171849e-03,1.46899166e-03,1.60705054e-04
2.20120120e+02,7.96740006e-03,5.01122807e-03,3.88600064e-03,2.44505218e-03,1.47099778e-03,1.60924611e-04
2.20420420e+02,7.97827345e-03,5.01805951e-03,3.89129779e-03,2.44838587e-03,1.47300390e-03,1.61144168e-04
2.20720721e+02,7.98914685e-03,5.02489095e-03,3.89659493e-03,2.45171955e-03,1.47501001e-03,1.61363725e-04
2.21021021e+02,8.00002026e-03,5.03172236e-03,3.90189206e-03,2.45505322e-03,1.47701613e-03,1.61583282e-04
2.21321321e+02,8.01089368e-03,5.03855377e-03,3.90718918e-03,2.45838689e-03,1.47902224e-03,1.61802839e-04
2.21621622e+02,8.02176712e-03,5.04538516e-03,3.91248629e-03,2.46172056e-03,1.48102835e-03,1.62022396e-04
2.21921922e+02,8.03264056e-03,5.05221653e-03,3.91778339e-03,2.46505421e-03,1.48303445e-03,1.62241953e-04
2.22222222e+02,8.04351401e-03,5.05904789e-03,3.92308047e-03,2.46838787e-03,1.48504056e-03,1.62461510e-04
2.22522523e+02,8.05438747e-03,5.06587924e-03,3.92837754e-03,2.47172151e-03,1.48704666e-03,1.62681068e-04
2.22822823e+02,8.06526094e-03,5.07271057e-03,3.93367460e-03,2.47505516e-03,1.48905276e-03,1.62900625e-04
2.23123123e+02,8.07613442e-03,5.07954189e-03,3.93897165e-03,2.47838879e-03,1.49105886e-03,1.63120182e-04
2.23423423e+02,8.08700791e-03,5.08637319e-03,3.94426868e-03,2.48172243e-03,1.49306496e-03,1.63339739e-04
2.23723724e+02,8.09788140e-03,5.09320448e-03,3.94956571e-03,2.48505605e-03,1.49507106e-03,1.63559297e-04
2.24024024e+02,8.10875491e-03,5.10003576e-03,3.95486272e-03,2.48838967e-03,1.49707715e-03,1.63778854e-04
2.24324324e+02,8.11962843e-03,5.10686702e-03,3.96015972e-03,2.49172329e-03,1.49908324e-03,1.63998412e-04
2.24624625e+02,8.13050196e-03,5.11369827e-03,3.96545671e-03,2.49505690e-03,1.50108933e-03,1.64217969e-04
2.24924925e+02,8.14137550e-03,5.12052950e-03,3.97075368e-03,2.49839050e-03,1.50309542e-03,1.64437527e-04
2.25225225e+02,8.15224904e-03,5.12736072e-03,3.97605065e-03,2.50172410e-03,1.50510150e-03,1.64657084e-04
2.25525526e+02,8.16312260e-03,5.13419193e-03,3.98134760e-03,2.50505769e-03,1.50710759e-03,1.64876642e-04
2.25825826e+02,8.17399617e-03,5.14102312e-03,3.98664454e-03,2.50839128e-03,1.50911367e-03,1.65096199e-04
2.26126126e+02,8.18486974e-03,5.14785430e-03,3.99194147e-03,2.51172486e-03,1.51111975e-03,1.65315757e-04
2.26426426e+02,8.19574333e-03,5.15468546e-03,3.99723838e-03,2.51505844e-03,1.51312583e-03,1.65535315e-04
2.26726727e+02,8.20661693e-03,5.16151661e-03,4.00253529e-03,2.51839201e-03,1.51513191e-03,1.65754872e-04
2.27027027e+02,8.21749053e-03,5.16834774e-03,4.00783218e-03,2.52172558e-03,1.51713798e-03,1.65974430e-04
2.27327327e+02,8.22836415e-03,5.17517886e-03,4.01312906e-03,2.52505914e-03,1.51914405e-03,1.66193988e-04
2.27627628e+02,8.23923777e-03,5.18200997e-03,4.01842593e-03,2.52839270e-03,1.52115012e-03,1.66413546e-04
2.27927928e+02,8.25011140e-03,5.18884106e-03,4.02372279e-03,2.53172625e-03,1.52315619e-03,1.66633104e-04
2.28228228e+02,8.26098505e-03,5.19567214e-03,4.02901963e-03,2.53505979e-03,1.52516226e-03,1.66852662e-04
2.28528529e+02,8.27185870e-03,5.20250320e-03,4.03431647e-03,2.53839333e-03,1.52716832e-03,1.67072220e-04
2.28828829e+02,8.28273236e-03,5.20933425e-03,4.03961329e-03,2.54172686e-03,1.52917439e-03,1.67291778e-04
2.29129129e+02,8.29360604e-03,5.21616529e-03,4.04491010e-03,2.54506039e-03,1.53118045e-03,1.67511336e-04
2.29429429e+02,8.30447972e-03,5.22299631e-03,4.05020690e-03,2.54839391e-03,1.53318651e-03,1.67730894e-04
2.29729730e+02,8.31535341e-03,5.22982731e-03,4.05550368e-03,2.55172743e-03,1.53519256e-03,1.67950452e-04
2.30030030e+02,8.32622711e-03,5.23665831e-03,4.06080046e-03,2.55506094e-03,1.53719862e-03,1.68170010e-04
2.30330330e+02,8.33710082e-03,5.24348929e-03,4.06609722e-03,2.55839445e-03,1.53920467e-03,1.68389568e-04
2.30630631e+02,8.34797454e-03,5.25032025e-03,4.07139397e-03,2.56172795e-03,1.54121073e-03,1.68609127e-04
2.30930931e+02,8.35884827e-03,5.25715120e-03,4.07669071e-03,2.56506145e-03,1.54321677e-03,1.68828685e-04
2.31231231e+02,8.36972201e-03,5.26398214e-03,4.08198744e-03,2.56839494e-03,1.54522282e-03,1.69048243e-04
2.31531532e+02,8.38059576e-03,5.27081306e-03,4.08728415e-03,2.57172842e-03,1.54722887e-03,1.69267802e-04
2.31831832e+02,8.39146952e-03,5.27764397e-03,4.09258085e-03,2.57506190e-03,1.54923491e-03,1.69487360e-04
2.32132132e+02,8.40234329e-03,5.28447486e-03,4.09787754e-03,2.57839537e-03,1.55124095e-03,1.69706919e-04
2.32432432e+02,8.41321707e-03,5.29130574e-03,4.10317422e-03,2.58172884e-03,1.55324699e-03,1.69926477e-04
2.32732733e+02,8.42409086e-03,5.29813660e-03,4.10847089e-03,2.58506230e-03,1.55525303e-03,1.70146036e-04
2.33033033e+02,8.43496465e-03,5.30496746e-03,4.11376754e-03,2.58839576e-03,1.55725907e-03,1.70365594e-04
2.33333333e+02,8.44583846e-03,5.31179829e-03,4.11906419e-03,2.59172921e-03,1.55926510e-03,1.70585153e-04
2.33633634e+02,8.45671228e-03,5.31862912e-03,4.12436082e-03,2.59506266e-03,1.56127114e-03,1.70804712e-04
2.33933934e+02,8.46758610e-03,5.32545992e-03,4.12965744e-03,2.59839610e-03,1.56327717e-03,1.71024270e-04
2.34234234e+02,8.47845994e-03,5.33229072e-03,4.13495405e-03,2.60172954e-03,1.56528319e-03,1.71243829e-04
2.34534535e+02,8.48933379e-03,5.33912150e-03,4.14025064e-03,2.60506297e-03,1.56728922e-03,1.71463388e-04
2.34834835e+02,8.50020764e-03,5.34595226e-03,4.14554723e-03,2.60839639e-03,1.56929525e-03,1.71682947e-04
2.35135135e+02,8.51108151e-03,5.35278302e-03,4.15084380e-03,2.61172981e-03,1.57130127e-03,1.71902505e-04
2.35435435e+02,8.52195538e-03,5.35961375e-03,4.15614036e-03,2.61506323e-03,1.57330729e-03,1.72122064e-04
2.35735736e+02,8.53282926e-03,5.36644448e-03,4.16143691e-03,2.61839663e-03,1.57531331e-03,1.72341623e-04
2.36036036e+02,8.54370316e-03,5.37327519e-03,4.16673344e-03,2.62173004e-03,1.57731933e-03,1.72561182e-04
2.36336336e+02,8.55457706e-03,5.38010588e-03,4.17202997e-03,2.62506344e-03,1.57932534e-03,1.72780741e-04
2.36636637e+02,8.56545097e-03,5.38693656e-03,4.17732648e-03,2.62839683e-03,1.58133135e-03,1.73000300e-04
2.36936937e+02,8.57632489e-03,5.39376723e-03,4.18262298e-03,2.63173021e-03,1.58333737e-03,1.73219859e-04
2.37237237e+02,8.58719883e-03,5.40059788e-03,4.18791947e-03,2.63506360e-03,1.58534337e-03,1.73439418e-04
2.37537538e+02,8.59807277e-03,5.40742852e-03,4.19321595e-03,2.63839697e-03,1.58734938e-03,1.73658978e-04
2.37837838e+02,8.60894672e-03,5.41425915e-03,4.19851241e-03,2.64173034e-03,1.58935539e-03,1.73878537e-04
2.38138138e+02,8.61982068e-03,5.42108976e-03,4.20380887e-03,2.64506371e-03,1.59136139e-03,1.74098096e-04
2.38438438e+02,8.63069465e-03,5.42792035e-03,4.20910531e-03,2.64839707e-03,1.59336739e-03,1.74317655e-04
2.38738739e+02,8.64156863e-03,5.43475094e-03,4.21440174e-03,2.65173042e-03,1.59537339e-03,1.74537215e-04
2.39039039e+02,8.65244261e-03,5.44158150e-03,4.21969815e-03,2.65506377e-03,1.59737939e-03,1.74756774e-04
2.39339339e+02,8.66331661e-03,5.44841206e-03,4.22499456e-03,2.65839711e-03,1.59938539e-03,1.74976333e-04
2.39639640e+02,8.67419062e-03,5.45524260e-03,4.23029095e-03,2.66173045e-03,1.60139138e-03,1.75195893e-04
2.39939940e+02,8.68506464e-03,5.46207312e-03,4.23558733e-03,2.66506378e-03,1.60339737e-03,1.75415452e-04
2.40240240e+02,8.69593866e-03,5.46890363e-03,4.24088370e-03,2.66839711e-03,1.60540336e-03,1.75635012e-04
2.40540541e+02,8.70681270e-03,5.47573413e-03,4.24618006e-03,2.67173043e-03,1.60740935e-03,1.75854571e-04
2.40840841e+02,8.71768675e-03,5.48256461e-03,4.25147641e-03,2.67506375e-03,1.60941534e-03,1.76074131e-04
2.41141141e+02,8.72856080e-03,5.48939508e-03,4.25677274e-03,2.67839706e-03,1.61142132e-03,1.76293691e-04
2.41441441e+02,8.73943487e-03,5.49622553e-03,4.26206907e-03,2.68173036e-03,1.61342731e-03,1.76513250e-04
2.41741742e+02,8.75030894e-03,5.50305598e-03,4.26736538e-03,2.68506366e-03,1.61543329e-03,1.76732810e-04
2.42042042e+02,8.76118303e-03,5.50988640e-03,4.27266167e-03,2.68839696e-03,1.61743926e-03,1.76952370e-04
2.42342342e+02,8.77205712e-03,5.51671681e-03,4.27795796e-03,2.69173025e-03,1.61944524e-03,1.77171930e-04
2.42642643e+02,8.78293122e-03,5.52354721e-03,4.28325424e-03,2.69506353e-03,1.62145122e-03,1.77391490e-04
2.42942943e+02,8.79380533e-03,5.53037759e-03,4.28855050e-03,2.69839681e-03,1.62345719e-03,1.77611049e-04
2.43243243e+02,8.80467946e-03,5.53720796e-03,4.29384675e-03,2.70173008e-03,1.62546316e-03,1.77830609e-04
2.43543544e+02,8.81555359e-03,5.54403832e-03,4.29914299e-03,2.70506335e-03,1.62746913e-03,1.78050169e-04
2.43843844e+02,8.82642773e-03,5.55086866e-03,4.30443922e-03,2.70839661e-03,1.62947510e-03,1.78269729e-04
2.44144144e+02,8.83730188e-03,5.55769899e-03,4.30973543e-03,2.71172987e-03,1.63148106e-03,1.78489289e-04
2.44444444e+02,8.84817604e-03,5.56452930e-03,4.31503163e-03,2.71506312e-03,1.63348703e-03,1.78708849e-04
2.44744745e+02,8.85905021e-03,5.57135960e-03,4.32032783e-03,2.71839636e-03,1.63549299e-03,1.78928410e-04
2.45045045e+02,8.86992439e-03,5.57818988e-03,4.32562401e-03,2.72172960e-03,1.63749895e-03,1.79147970e-04
2.45345345e+02,8.88079857e-03,5.58502015e-03,4.33092017e-03,2.72506284e-03,1.63950491e-03,1.79367530e-04
2.45645646e+02,8.89167277e-03,5.59185041e-03,4.33621633e-03,2.72839607e-03,1.64151086e-03,1.79587090e-04
2.45945946e+02,8.90254698e-03,5.59868065e-03,4.34151247e-03,2.73172929e-03,1.64351682e-03,1.79806650e-04
2.46246246e+02,8.91342120e-03,5.60551088e-03,4.34680861e-03,2.73506251e-03,1.64552277e-03,1.80026211e-04
2.46546547e+02,8.92429542e-03,5.61234109e-03,4.35210473e-03,2.73839572e-03,1.64752872e-03,1.80245771e-04
2.46846847e+02,8.93516966e-03,5.61917129e-03,4.35740083e-03,2.74172893e-03,1.64953467e-03,1.80465331e-04
2.47147147e+02,8.94604390e-03,5.62600147e-03,4.36269693e-03,2.74506213e-03,1.65154061e-03,1.80684892e-04
2.47447447e+02,8.95691816e-03,5.63283164e-03,4.36799301e-03,2.74839533e-03,1.65354656e-03,1.80904452e-04
2.47747748e+02,8.96779242e-03,5.63966180e-03,4.37328909e-03,2.75172852e-03,1.65555250e-03,1.81124013e-04
2.48048048e+02,8.97866670e-03,5.64649194e-03,4.37858515e-03,2.75506170e-03,1.65755844e-03,1.81343573e-04
2.48348348e+02,8.98954098e-03,5.65332207e-03,4.38388120e-03,2.75839488e-03,1.65956438e-03,1.81563134e-04
2.48648649e+02,9.00041527e-03,5.66015218e-03,4.38917723e-03,2.76172806e-03,1.66157031e-03,1.81782695e-04
2.48948949e+02,9.01128957e-03,5.66698228e-03,4.39447326e-03,2.76506123e-03,1.66357625e-03,1.82002255e-04
2.49249249e+02,9.02216388e-03,5.67381237e-03,4.39976927e-03,2.76839439e-03,1.66558218e-03,1.82221816e-04
2.49549550e+02,9.03303820e-03,5.68064244e-03,4.40506527e-03,2.77172755e-03,1.66758811e-03,1.82441377e-04
2.49849850e+02,9.04391253e-03,5.68747250e-03,4.41036126e-03,2.77506070e-03,1.66959404e-03,1.82660938e-04
2.50150150e+02,9.05478687e-03,5.69430254e-03,4.41565724e-03,2.77839385e-03,1.67159997e-03,1.82880498e-04
2.50450450e+02,9.06566122e-03,5.70113257e-03,4.42095321e-03,2.78172699e-03,1.67360589e-03,1.83100059e-04
2.50750751e+02,9.07653558e-03,5.70796259e-03,4.42624916e-03,2.78506013e-03,1.67561182e-03,1.83319620e-04
2.51051051e+02,9.08740995e-03,5.71479259e-03,4.43154510e-03,2.78839326e-03,1.67761774e-03,1.83539181e-04
2.51351351e+02,9.09828433e-03,5.72162257e-03,4.43684103e-03,2.79172638e-03,1.67962366e-03,1.83758742e-04
2.51651652e+02,9.10915871e-03,5.72845254e-03,4.44213695e-03,2.79505951e-03,1.68162958e-03,1.83978303e-04
2.51951952e+02,9.12003311e-03,5.73528250e-03,4.44743285e-03,2.79839262e-03,1.68363549e-03,1.84197864e-04
2.52252252e+02,9.13090751e-03,5.74211245e-03,4.45272875e-03,2.80172573e-03,1.68564141e-03,1.84417425e-04
2.52552553e+02,9.14178193e-03,5.74894238e-03,4.45802463e-03,2.80505883e-03,1.68764732e-03,1.84636986e-04
2.52852853e+02,9.15265635e-03,5.75577229e-03,4.46332050e-03,2.80839193e-03,1.68965323e-03,1.84856548e-04
2.53153153e+02,9.16353079e-03,5.76260219e-03,4.46861636e-03,2.81172503e-03,1.69165913e-03,1.85076109e-04
2.53453453e+02,9.17440523e-03,5.76943208e-03,4.47391221e-03,2.81505811e-03,1.69366504e-03,1.85295670e-04
2.53753754e+02,9.18527968e-03,5.77626195e-03,4.47920804e-03,2.81839120e-03,1.69567095e-03,1.85515231e-04
2.54054054e+02,9.19615414e-03,5.78309181e-03,4.48450386e-03,2.82172427e-03,1.69767685e-03,1.85734793e-04
2.54354354e+02,9.20702861e-03,5.78992165e-03,4.48979967e-03,2.82505734e-03,1.69968275e-03,1.85954354e-04
2.54654655e+02,9.21790310e-03,5.79675148e-03,4.49509547e-03,2.82839041e-03,1.70168865e-03,1.86173915e-04
2.54954955e+02,9.22877759e-03,5.80358130e-03,4.50039126e-03,2.83172347e-03,1.70369454e-03,1.86393477e-04
2.55255255e+02,9.23965208e-03,5.81041110e-03,4.50568704e-03,2.83505652e-03,1.70570044e-03,1.86613038e-04
2.55555556e+02,9.25052659e-03,5.81724089e-03,4.51098280e-03,2.83838957e-03,1.70770633e-03,1.86832600e-04
2.55855856e+02,9.26140111e-03,5.82407066e-03,4.51627855e-03,2.84172262e-03,1.70971222e-03,1.87052161e-04
2.56156156e+02,9.27227564e-03,5.83090042e-03,4.52157429e-03,2.84505566e-03,1.71171811e-03,1.87271723e-04
2.56456456e+02,9.28315018e-03,5.83773017e-03,4.52687002e-03,2.84838869e-03,1.71372400e-03,1.87491285e-04
2.56756757e+02,9.29402472e-03,5.84455990e-03,4.53216573e-03,2.85172172e-03,1.71572988e-03,1.87710846e-04
2.57057057e+02,9.30489928e-03,5.85138961e-03,4.53746144e-03,2.85505474e-03,1.71773576e-03,1.87930408e-04
2.57357357e+02,9.31577384e-03,5.85821932e-03,4.54275713e-03,2.85838776e-03,1.71974165e-03,1.88149970e-04
2.57657658e+02,9.32664842e-03,5.86504900e-03,4.54805281e-03,2.86172077e-03,1.72174752e-03,1.88369532e-04
2.57957958e+02,9.33752300e-03,5.87187868e-03,4.55334848e-03,2.86505378e-03,1.72375340e-03,1.88589094e-04
2.58258258e+02,9.34839759e-03,5.87870834e-03,4.55864413e-03,2.86838678e-03,1.72575928e-03,1.88808656e-04
2.58558559e+02,9.35927220e-03,5.88553798e-03,4.56393978e-03,2.87171977e-03,1.72776515e-03,1.89028217e-04
2.58858859e+02,9.37014681e-03,5.89236762e-03,4.56923541e-03,2.87505276e-03,1.72977102e-03,1.89247779e-04
2.59159159e+02,9.38102143e-03,5.89919723e-03,4.57453103e-03,2.87838574e-03,1.73177689e-03,1.89467341e-04
2.59459459e+02,9.39189606e-03,5.90602684e-03,4.57982664e-03,2.88171872e-03,1.73378276e-03,1.89686903e-04
2.59759760e+02,9.40277070e-03,5.91285642e-03,4.58512224e-03,2.88505170e-03,1.73578863e-03,1.89906466e-04
2.60060060e+02,9.41364535e-03,5.91968600e-03,4.59041782e-03,2.88838467e-03,1.73779449e-03,1.90126028e-04
2.60360360e+02,9.42452001e-03,5.92651556e-03,4.59571339e-03,2.89171763e-03,1.73980035e-03,1.90345590e-04
2.60660661e+02,9.43539467e-03,5.93334511e-03,4.60100895e-03,2.89505058e-03,1.74180621e-03,1.90565152e-04
2.60960961e+02,9.44626935e-03,5.94017464e-03,4.60630450e-03,2.89838354e-03,1.74381207e-03,1.90784714e-04
2.61261261e+02,9.45714404e-03,5.94700415e-03,4.61160004e-03,2.90171648e-03,1.74581793e-03,1.91004277e-04
2.61561562e+02,9.46801873e-03,5.95383366e-03,4.61689557e-03,2.90504942e-03,1.74782378e-03,1.91223839e-04
2.61861862e+02,9.47889344e-03,5.96066315e-03,4.62219108e-03,2.90838236e-03,1.74982963e-03,1.91443401e-04
2.62162162e+02,9.48976815e-03,5.96749262e-03,4.62748658e-03,2.91171529e-03,1.75183548e-03,1.91662964e-04
2.62462462e+02,9.50064288e-03,5.97432208e-03,4.63278207e-03,2.91504821e-03,1.75384133e-03,1.91882526e-04
2.62762763e+02,9.51151761e-03,5.98115153e-03,4.63807755e-03,2.91838113e-03,1.75584718e-03,1.92102089e-04
