t_over_tau_th, nr_over_ntot_with_avalanche, nr_over_ntot_without_avalanche
1.02451226e+02,2.25002358e-04,2.24661577e-04
1.02651326e+02,2.25442434e-04,2.25100320e-04
1.02851426e+02,2.25882512e-04,2.25539063e-04
1.03051526e+02,2.26322593e-04,2.25977805e-04
1.03251626e+02,2.26762676e-04,2.26416547e-04
1.03451726e+02,2.27202761e-04,2.26855289e-04
1.03651826e+02,2.27642849e-04,2.27294031e-04
1.03851926e+02,2.28082939e-04,2.27732773e-04
1.04052026e+02,2.28523032e-04,2.28171514e-04
1.04252126e+02,2.28963126e-04,2.28610255e-04
1.04452226e+02,2.29403224e-04,2.29048996e-04
1.04652326e+02,2.29843324e-04,2.29487737e-04
1.04852426e+02,2.30283426e-04,2.29926478e-04
1.05052526e+02,2.30723531e-04,2.30365218e-04
1.05252626e+02,2.31163638e-04,2.30803959e-04
1.05452726e+02,2.31603747e-04,2.31242699e-04
1.05652826e+02,2.32043859e-04,2.31681438e-04
1.05852926e+02,2.32483973e-04,2.32120178e-04
1.06053027e+02,2.32924090e-04,2.32558918e-04
1.06253127e+02,2.33364209e-04,2.32997657e-04
1.06453227e+02,2.33804331e-04,2.33436396e-04
1.06653327e+02,2.34244454e-04,2.33875135e-04
1.06853427e+02,2.34684581e-04,2.34313874e-04
1.07053527e+02,2.35124710e-04,2.34752612e-04
1.07253627e+02,2.35564841e-04,2.35191350e-04
1.07453727e+02,2.36004974e-04,2.35630089e-04
1.07653827e+02,2.36445110e-04,2.36068827e-04
1.07853927e+02,2.36885249e-04,2.36507564e-04
1.08054027e+02,2.37325390e-04,2.36946302e-04
1.08254127e+02,2.37765533e-04,2.37385039e-04
1.08454227e+02,2.38205678e-04,2.37823776e-04
1.08654327e+02,2.38645826e-04,2.38262513e-04
1.08854427e+02,2.39085977e-04,2.38701250e-04
1.09054527e+02,2.39526130e-04,2.39139987e-04
1.09254627e+02,2.39966285e-04,2.39578723e-04
1.09454727e+02,2.40406443e-04,2.40017459e-04
1.09654827e+02,2.40846603e-04,2.40456195e-04
1.09854927e+02,2.41286765e-04,2.40894931e-04
1.10055028e+02,2.41726930e-04,2.41333667e-04
1.10255128e+02,2.42167098e-04,2.41772402e-04
1.10455228e+02,2.42607267e-04,2.42211137e-04
1.10655328e+02,2.43047439e-04,2.42649873e-04
1.10855428e+02,2.43487614e-04,2.43088607e-04
1.11055528e+02,2.43927791e-04,2.43527342e-04
1.11255628e+02,2.44367970e-04,2.43966077e-04
1.11455728e+02,2.44808152e-04,2.44404811e-04
1.11655828e+02,2.45248336e-04,2.44843545e-04
1.11855928e+02,2.45688523e-04,2.45282279e-04
1.12056028e+02,2.46128712e-04,2.45721012e-04
1.12256128e+02,2.46568904e-04,2.46159746e-04
1.12456228e+02,2.47009097e-04,2.46598479e-04
1.12656328e+02,2.47449294e-04,2.47037212e-04
1.12856428e+02,2.47889492e-04,2.47475945e-04
1.13056528e+02,2.48329693e-04,2.47914678e-04
1.13256628e+02,2.48769897e-04,2.48353411e-04
1.13456728e+02,2.49210103e-04,2.48792143e-04
1.13656828e+02,2.49650311e-04,2.49230875e-04
1.13856928e+02,2.50090522e-04,2.49669607e-04
1.14057029e+02,2.50530735e-04,2.50108339e-04
1.14257129e+02,2.50970951e-04,2.50547071e-04
1.14457229e+02,2.51411169e-04,2.50985802e-04
1.14657329e+02,2.51851389e-04,2.51424533e-04
1.14857429e+02,2.52291612e-04,2.51863264e-04
1.15057529e+02,2.52731837e-04,2.52301995e-04
1.15257629e+02,2.53172065e-04,2.52740726e-04
1.15457729e+02,2.53612295e-04,2.53179456e-04
1.15657829e+02,2.54052527e-04,2.53618186e-04
1.15857929e+02,2.54492762e-04,2.54056916e-04
1.16058029e+02,2.54932999e-04,2.54495646e-04
1.16258129e+02,2.55373239e-04,2.54934376e-04
1.16458229e+02,2.55813481e-04,2.55373105e-04
1.16658329e+02,2.56253726e-04,2.55811835e-04
1.16858429e+02,2.56693973e-04,2.56250564e-04
1.17058529e+02,2.57134222e-04,2.56689293e-04
1.17258629e+02,2.57574474e-04,2.57128021e-04
1.17458729e+02,2.58014728e-04,2.57566750e-04
1.17658829e+02,2.58454984e-04,2.58005478e-04
1.17858929e+02,2.58895243e-04,2.58444206e-04
1.18059030e+02,2.59335505e-04,2.58882934e-04
1.18259130e+02,2.59775768e-04,2.59321662e-04
1.18459230e+02,2.60216035e-04,2.59760389e-04
1.18659330e+02,2.60656303e-04,2.60199117e-04
1.18859430e+02,2.61096574e-04,2.60637844e-04
1.19059530e+02,2.61536848e-04,2.61076571e-04
1.19259630e+02,2.61977124e-04,2.61515298e-04
1.19459730e+02,2.62417402e-04,2.61954024e-04
1.19659830e+02,2.62857683e-04,2.62392751e-04
1.19859930e+02,2.63297966e-04,2.62831477e-04
1.20060030e+02,2.63738251e-04,2.63270203e-04
1.20260130e+02,2.64178539e-04,2.63708929e-04
1.20460230e+02,2.64618830e-04,2.64147654e-04
1.20660330e+02,2.65059122e-04,2.64586380e-04
1.20860430e+02,2.65499417e-04,2.65025105e-04
1.21060530e+02,2.65939715e-04,2.65463830e-04
1.21260630e+02,2.66380015e-04,2.65902555e-04
1.21460730e+02,2.66820317e-04,2.66341279e-04
1.21660830e+02,2.67260622e-04,2.66780004e-04
1.21860930e+02,2.67700929e-04,2.67218728e-04
1.22061031e+02,2.68141239e-04,2.67657452e-04
1.22261131e+02,2.68581551e-04,2.68096176e-04
1.22461231e+02,2.69021866e-04,2.68534900e-04
1.22661331e+02,2.69462182e-04,2.68973623e-04
1.22861431e+02,2.69902502e-04,2.69412347e-04
1.23061531e+02,2.70342823e-04,2.69851070e-04
1.23261631e+02,2.70783148e-04,2.70289793e-04
1.23461731e+02,2.71223474e-04,2.70728515e-04
1.23661831e+02,2.71663803e-04,2.71167238e-04
1.23861931e+02,2.72104134e-04,2.71605960e-04
1.24062031e+02,2.72544468e-04,2.72044682e-04
1.24262131e+02,2.72984804e-04,2.72483404e-04
1.24462231e+02,2.73425143e-04,2.72922126e-04
1.24662331e+02,2.73865484e-04,2.73360848e-04
1.24862431e+02,2.74305827e-04,2.73799569e-04
1.25062531e+02,2.74746173e-04,2.74238290e-04
1.25262631e+02,2.75186521e-04,2.74677011e-04
1.25462731e+02,2.75626872e-04,2.75115732e-04
1.25662831e+02,2.76067225e-04,2.75554453e-04
1.25862931e+02,2.76507580e-04,2.75993173e-04
1.26063032e+02,2.76947938e-04,2.76431893e-04
1.26263132e+02,2.77388299e-04,2.76870613e-04
1.26463232e+02,2.77828661e-04,2.77309333e-04
1.26663332e+02,2.78269026e-04,2.77748053e-04
1.26863432e+02,2.78709394e-04,2.78186772e-04
1.27063532e+02,2.79149764e-04,2.78625492e-04
1.27263632e+02,2.79590136e-04,2.79064211e-04
1.27463732e+02,2.80030511e-04,2.79502930e-04
1.27663832e+02,2.80470888e-04,2.79941648e-04
1.27863932e+02,2.80911268e-04,2.80380367e-04
1.28064032e+02,2.81351650e-04,2.80819085e-04
1.28264132e+02,2.81792034e-04,2.81257803e-04
1.28464232e+02,2.82232421e-04,2.81696521e-04
1.28664332e+02,2.82672810e-04,2.82135239e-04
1.28864432e+02,2.83113202e-04,2.82573956e-04
1.29064532e+02,2.83553596e-04,2.83012674e-04
1.29264632e+02,2.83993992e-04,2.83451391e-04
1.29464732e+02,2.84434391e-04,2.83890108e-04
1.29664832e+02,2.84874793e-04,2.84328825e-04
1.29864932e+02,2.85315196e-04,2.84767541e-04
1.30065033e+02,2.85755602e-04,2.85206257e-04
1.30265133e+02,2.86196011e-04,2.85644974e-04
1.30465233e+02,2.86636422e-04,2.86083690e-04
1.30665333e+02,2.87076835e-04,2.86522405e-04
1.30865433e+02,2.87517251e-04,2.86961121e-04
1.31065533e+02,2.87957669e-04,2.87399836e-04
1.31265633e+02,2.88398090e-04,2.87838552e-04
1.31465733e+02,2.88838513e-04,2.88277267e-04
1.31665833e+02,2.89278938e-04,2.88715982e-04
1.31865933e+02,2.89719366e-04,2.89154696e-04
1.32066033e+02,2.90159796e-04,2.89593411e-04
1.32266133e+02,2.90600229e-04,2.90032125e-04
1.32466233e+02,2.91040664e-04,2.90470839e-04
1.32666333e+02,2.91481102e-04,2.90909553e-04
1.32866433e+02,2.91921542e-04,2.91348267e-04
1.33066533e+02,2.92361984e-04,2.91786980e-04
1.33266633e+02,2.92802429e-04,2.92225693e-04
1.33466733e+02,2.93242876e-04,2.92664406e-04
1.33666833e+02,2.93683325e-04,2.93103119e-04
1.33866933e+02,2.94123777e-04,2.93541832e-04
1.34067034e+02,2.94564232e-04,2.93980545e-04
1.34267134e+02,2.95004688e-04,2.94419257e-04
1.34467234e+02,2.95445148e-04,2.94857969e-04
1.34667334e+02,2.95885609e-04,2.95296681e-04
1.34867434e+02,2.96326073e-04,2.95735393e-04
1.35067534e+02,2.96766540e-04,2.96174104e-04
1.35267634e+02,2.97207009e-04,2.96612816e-04
1.35467734e+02,2.97647480e-04,2.97051527e-04
1.35667834e+02,2.98087954e-04,2.97490238e-04
1.35867934e+02,2.98528430e-04,2.97928949e-04
1.36068034e+02,2.98968908e-04,2.98367659e-04
1.36268134e+02,2.99409389e-04,2.98806370e-04
1.36468234e+02,2.99849873e-04,2.99245080e-04
1.36668334e+02,3.00290358e-04,2.99683790e-04
1.36868434e+02,3.00730846e-04,3.00122500e-04
1.37068534e+02,3.01171337e-04,3.00561209e-04
1.37268634e+02,3.01611830e-04,3.00999919e-04
1.37468734e+02,3.02052325e-04,3.01438628e-04
1.37668834e+02,3.02492823e-04,3.01877337e-04
1.37868934e+02,3.02933323e-04,3.02316046e-04
1.38069035e+02,3.03373826e-04,3.02754755e-04
1.38269135e+02,3.03814331e-04,3.03193463e-04
1.38469235e+02,3.04254839e-04,3.03632171e-04
1.38669335e+02,3.04695348e-04,3.04070880e-04
1.38869435e+02,3.05135861e-04,3.04509587e-04
1.39069535e+02,3.05576375e-04,3.04948295e-04
1.39269635e+02,3.06016893e-04,3.05387003e-04
1.39469735e+02,3.06457412e-04,3.05825710e-04
1.39669835e+02,3.06897934e-04,3.06264417e-04
1.39869935e+02,3.07338458e-04,3.06703124e-04
1.40070035e+02,3.07778985e-04,3.07141831e-04
1.40270135e+02,3.08219514e-04,3.07580537e-04
1.40470235e+02,3.08660046e-04,3.08019244e-04
1.40670335e+02,3.09100580e-04,3.08457950e-04
1.40870435e+02,3.09541116e-04,3.08896656e-04
1.41070535e+02,3.09981655e-04,3.09335362e-04
1.41270635e+02,3.10422197e-04,3.09774067e-04
1.41470735e+02,3.10862740e-04,3.10212773e-04
1.41670835e+02,3.11303286e-04,3.10651478e-04
1.41870935e+02,3.11743835e-04,3.11090183e-04
1.42071036e+02,3.12184386e-04,3.11528888e-04
1.42271136e+02,3.12624939e-04,3.11967592e-04
1.42471236e+02,3.13065495e-04,3.12406297e-04
1.42671336e+02,3.13506053e-04,3.12845001e-04
1.42871436e+02,3.13946613e-04,3.13283705e-04
1.43071536e+02,3.14387176e-04,3.13722409e-04
1.43271636e+02,3.14827742e-04,3.14161113e-04
1.43471736e+02,3.15268310e-04,3.14599816e-04
1.43671836e+02,3.15708880e-04,3.15038519e-04
1.43871936e+02,3.16149452e-04,3.15477223e-04
1.44072036e+02,3.16590027e-04,3.15915925e-04
1.44272136e+02,3.17030605e-04,3.16354628e-04
1.44472236e+02,3.17471185e-04,3.16793331e-04
1.44672336e+02,3.17911767e-04,3.17232033e-04
1.44872436e+02,3.18352352e-04,3.17670735e-04
1.45072536e+02,3.18792939e-04,3.18109437e-04
1.45272636e+02,3.19233528e-04,3.18548139e-04
1.45472736e+02,3.19674120e-04,3.18986840e-04
1.45672836e+02,3.20114715e-04,3.19425542e-04
1.45872936e+02,3.20555311e-04,3.19864243e-04
1.46073037e+02,3.20995911e-04,3.20302944e-04
1.46273137e+02,3.21436512e-04,3.20741645e-04
1.46473237e+02,3.21877116e-04,3.21180345e-04
1.46673337e+02,3.22317723e-04,3.21619046e-04
1.46873437e+02,3.22758331e-04,3.22057746e-04
1.47073537e+02,3.23198943e-04,3.22496446e-04
1.47273637e+02,3.23639556e-04,3.22935146e-04
1.47473737e+02,3.24080172e-04,3.23373845e-04
1.47673837e+02,3.24520791e-04,3.23812545e-04
1.47873937e+02,3.24961412e-04,3.24251244e-04
1.48074037e+02,3.25402035e-04,3.24689943e-04
1.48274137e+02,3.25842661e-04,3.25128642e-04
1.48474237e+02,3.26283289e-04,3.25567340e-04
1.48674337e+02,3.26723919e-04,3.26006039e-04
1.48874437e+02,3.27164552e-04,3.26444737e-04
1.49074537e+02,3.27605188e-04,3.26883435e-04
1.49274637e+02,3.28045826e-04,3.27322133e-04
1.49474737e+02,3.28486466e-04,3.27760831e-04
1.49674837e+02,3.28927108e-04,3.28199528e-04
1.49874937e+02,3.29367753e-04,3.28638226e-04
1.50075038e+02,3.29808401e-04,3.29076923e-04
1.50275138e+02,3.30249051e-04,3.29515620e-04
1.50475238e+02,3.30689703e-04,3.29954317e-04
1.50675338e+02,3.31130358e-04,3.30393013e-04
1.50875438e+02,3.31571015e-04,3.30831709e-04
1.51075538e+02,3.32011674e-04,3.31270406e-04
1.51275638e+02,3.32452336e-04,3.31709102e-04
1.51475738e+02,3.32893001e-04,3.32147797e-04
1.51675838e+02,3.33333667e-04,3.32586493e-04
1.51875938e+02,3.33774336e-04,3.33025188e-04
1.52076038e+02,3.34215008e-04,3.33463884e-04
1.52276138e+02,3.34655682e-04,3.33902579e-04
1.52476238e+02,3.35096359e-04,3.34341273e-04
1.52676338e+02,3.35537037e-04,3.34779968e-04
1.52876438e+02,3.35977719e-04,3.35218662e-04
1.53076538e+02,3.36418402e-04,3.35657357e-04
1.53276638e+02,3.36859088e-04,3.36096051e-04
1.53476738e+02,3.37299777e-04,3.36534745e-04
1.53676838e+02,3.37740468e-04,3.36973438e-04
1.53876938e+02,3.38181161e-04,3.37412132e-04
1.54077039e+02,3.38621857e-04,3.37850825e-04
1.54277139e+02,3.39062555e-04,3.38289518e-04
1.54477239e+02,3.39503255e-04,3.38728211e-04
1.54677339e+02,3.39943958e-04,3.39166904e-04
1.54877439e+02,3.40384664e-04,3.39605596e-04
1.55077539e+02,3.40825371e-04,3.40044288e-04
1.55277639e+02,3.41266082e-04,3.40482981e-04
1.55477739e+02,3.41706794e-04,3.40921672e-04
1.55677839e+02,3.42147509e-04,3.41360364e-04
1.55877939e+02,3.42588227e-04,3.41799056e-04
1.56078039e+02,3.43028947e-04,3.42237747e-04
1.56278139e+02,3.43469669e-04,3.42676438e-04
1.56478239e+02,3.43910394e-04,3.43115129e-04
1.56678339e+02,3.44351121e-04,3.43553820e-04
1.56878439e+02,3.44791850e-04,3.43992511e-04
1.57078539e+02,3.45232582e-04,3.44431201e-04
1.57278639e+02,3.45673317e-04,3.44869891e-04
1.57478739e+02,3.46114053e-04,3.45308581e-04
1.57678839e+02,3.46554792e-04,3.45747271e-04
1.57878939e+02,3.46995534e-04,3.46185961e-04
1.58079040e+02,3.47436278e-04,3.46624650e-04
1.58279140e+02,3.47877024e-04,3.47063339e-04
1.58479240e+02,3.48317773e-04,3.47502028e-04
1.58679340e+02,3.48758524e-04,3.47940717e-04
1.58879440e+02,3.49199278e-04,3.48379406e-04
1.59079540e+02,3.49640034e-04,3.48818094e-04
1.59279640e+02,3.50080793e-04,3.49256782e-04
1.59479740e+02,3.50521554e-04,3.49695471e-04
1.59679840e+02,3.50962317e-04,3.50134158e-04
1.59879940e+02,3.51403083e-04,3.50572846e-04
1.60080040e+02,3.51843851e-04,3.51011534e-04
1.60280140e+02,3.52284621e-04,3.51450221e-04
1.60480240e+02,3.52725394e-04,3.51888908e-04
1.60680340e+02,3.53166170e-04,3.52327595e-04
1.60880440e+02,3.53606948e-04,3.52766282e-04
1.61080540e+02,3.54047728e-04,3.53204968e-04
1.61280640e+02,3.54488510e-04,3.53643655e-04
1.61480740e+02,3.54929295e-04,3.54082341e-04
1.61680840e+02,3.55370083e-04,3.54521027e-04
1.61880940e+02,3.55810873e-04,3.54959712e-04
1.62081041e+02,3.56251665e-04,3.55398398e-04
1.62281141e+02,3.56692460e-04,3.55837083e-04
1.62481241e+02,3.57133257e-04,3.56275769e-04
1.62681341e+02,3.57574056e-04,3.56714454e-04
1.62881441e+02,3.58014858e-04,3.57153138e-04
1.63081541e+02,3.58455663e-04,3.57591823e-04
1.63281641e+02,3.58896469e-04,3.58030507e-04
1.63481741e+02,3.59337279e-04,3.58469192e-04
1.63681841e+02,3.59778090e-04,3.58907876e-04
1.63881941e+02,3.60218904e-04,3.59346560e-04
1.64082041e+02,3.60659721e-04,3.59785243e-04
1.64282141e+02,3.61100540e-04,3.60223927e-04
1.64482241e+02,3.61541361e-04,3.60662610e-04
1.64682341e+02,3.61982184e-04,3.61101293e-04
1.64882441e+02,3.62423011e-04,3.61539976e-04
1.65082541e+02,3.62863839e-04,3.61978659e-04
1.65282641e+02,3.63304670e-04,3.62417341e-04
1.65482741e+02,3.63745503e-04,3.62856023e-04
1.65682841e+02,3.64186339e-04,3.63294705e-04
1.65882941e+02,3.64627177e-04,3.63733387e-04
1.66083042e+02,3.65068018e-04,3.64172069e-04
1.66283142e+02,3.65508861e-04,3.64610751e-04
1.66483242e+02,3.65949706e-04,3.65049432e-04
1.66683342e+02,3.66390554e-04,3.65488113e-04
1.66883442e+02,3.66831404e-04,3.65926794e-04
1.67083542e+02,3.67272257e-04,3.66365475e-04
1.67283642e+02,3.67713112e-04,3.66804155e-04
1.67483742e+02,3.68153969e-04,3.67242836e-04
1.67683842e+02,3.68594829e-04,3.67681516e-04
1.67883942e+02,3.69035692e-04,3.68120196e-04
1.68084042e+02,3.69476556e-04,3.68558876e-04
1.68284142e+02,3.69917423e-04,3.68997555e-04
1.68484242e+02,3.70358293e-04,3.69436235e-04
1.68684342e+02,3.70799165e-04,3.69874914e-04
1.68884442e+02,3.71240039e-04,3.70313593e-04
1.69084542e+02,3.71680916e-04,3.70752272e-04
1.69284642e+02,3.72121795e-04,3.71190950e-04
1.69484742e+02,3.72562677e-04,3.71629629e-04
1.69684842e+02,3.73003561e-04,3.72068307e-04
1.69884942e+02,3.73444447e-04,3.72506985e-04
1.70085043e+02,3.73885336e-04,3.72945663e-04
1.70285143e+02,3.74326228e-04,3.73384341e-04
1.70485243e+02,3.74767121e-04,3.73823018e-04
1.70685343e+02,3.75208017e-04,3.74261696e-04
1.70885443e+02,3.75648916e-04,3.74700373e-04
1.71085543e+02,3.76089817e-04,3.75139050e-04
1.71285643e+02,3.76530720e-04,3.75577726e-04
1.71485743e+02,3.76971626e-04,3.76016403e-04
1.71685843e+02,3.77412534e-04,3.76455079e-04
1.71885943e+02,3.77853445e-04,3.76893755e-04
1.72086043e+02,3.78294358e-04,3.77332431e-04
1.72286143e+02,3.78735273e-04,3.77771107e-04
1.72486243e+02,3.79176191e-04,3.78209783e-04
1.72686343e+02,3.79617111e-04,3.78648458e-04
1.72886443e+02,3.80058034e-04,3.79087133e-04
1.73086543e+02,3.80498959e-04,3.79525808e-04
1.73286643e+02,3.80939887e-04,3.79964483e-04
1.73486743e+02,3.81380817e-04,3.80403158e-04
1.73686843e+02,3.81821749e-04,3.80841832e-04
1.73886943e+02,3.82262684e-04,3.81280506e-04
1.74087044e+02,3.82703621e-04,3.81719180e-04
1.74287144e+02,3.83144560e-04,3.82157854e-04
1.74487244e+02,3.83585502e-04,3.82596528e-04
1.74687344e+02,3.84026447e-04,3.83035201e-04
1.74887444e+02,3.84467394e-04,3.83473874e-04
1.75087544e+02,3.84908343e-04,3.83912547e-04
1.75287644e+02,3.85349295e-04,3.84351220e-04
1.75487744e+02,3.85790249e-04,3.84789893e-04
1.75687844e+02,3.86231205e-04,3.85228565e-04
1.75887944e+02,3.86672164e-04,3.85667238e-04
1.76088044e+02,3.87113125e-04,3.86105910e-04
1.76288144e+02,3.87554089e-04,3.86544582e-04
1.76488244e+02,3.87995055e-04,3.86983253e-04
1.76688344e+02,3.88436024e-04,3.87421925e-04
1.76888444e+02,3.88876995e-04,3.87860596e-04
1.77088544e+02,3.89317968e-04,3.88299267e-04
1.77288644e+02,3.89758944e-04,3.88737938e-04
1.77488744e+02,3.90199922e-04,3.89176609e-04
1.77688844e+02,3.90640903e-04,3.89615280e-04
1.77888944e+02,3.91081886e-04,3.90053950e-04
1.78089045e+02,3.91522871e-04,3.90492620e-04
1.78289145e+02,3.91963859e-04,3.90931290e-04
1.78489245e+02,3.92404850e-04,3.91369960e-04
1.78689345e+02,3.92845842e-04,3.91808630e-04
1.78889445e+02,3.93286837e-04,3.92247299e-04
1.79089545e+02,3.93727835e-04,3.92685968e-04
1.79289645e+02,3.94168835e-04,3.93124637e-04
1.79489745e+02,3.94609837e-04,3.93563306e-04
1.79689845e+02,3.95050842e-04,3.94001975e-04
1.79889945e+02,3.95491849e-04,3.94440643e-04
1.80090045e+02,3.95932859e-04,3.94879311e-04
1.80290145e+02,3.96373871e-04,3.95317979e-04
1.80490245e+02,3.96814885e-04,3.95756647e-04
1.80690345e+02,3.97255902e-04,3.96195315e-04
1.80890445e+02,3.97696922e-04,3.96633982e-04
1.81090545e+02,3.98137943e-04,3.97072650e-04
1.81290645e+02,3.98578967e-04,3.97511317e-04
1.81490745e+02,3.99019994e-04,3.97949984e-04
1.81690845e+02,3.99461023e-04,3.98388650e-04
1.81890945e+02,3.99902054e-04,3.98827317e-04
1.82091046e+02,4.00343088e-04,3.99265983e-04
1.82291146e+02,4.00784124e-04,3.99704649e-04
1.82491246e+02,4.01225163e-04,4.00143315e-04
1.82691346e+02,4.01666204e-04,4.00581981e-04
1.82891446e+02,4.02107247e-04,4.01020647e-04
1.83091546e+02,4.02548293e-04,4.01459312e-04
1.83291646e+02,4.02989341e-04,4.01897977e-04
1.83491746e+02,4.03430392e-04,4.02336642e-04
1.83691846e+02,4.03871445e-04,4.02775307e-04
1.83891946e+02,4.04312501e-04,4.03213971e-04
1.84092046e+02,4.04753559e-04,4.03652636e-04
1.84292146e+02,4.05194619e-04,4.04091300e-04
1.84492246e+02,4.05635682e-04,4.04529964e-04
1.84692346e+02,4.06076747e-04,4.04968628e-04
1.84892446e+02,4.06517815e-04,4.05407292e-04
1.85092546e+02,4.06958885e-04,4.05845955e-04
1.85292646e+02,4.07399957e-04,4.06284618e-04
1.85492746e+02,4.07841032e-04,4.06723281e-04
1.85692846e+02,4.08282109e-04,4.07161944e-04
1.85892946e+02,4.08723189e-04,4.07600607e-04
1.86093047e+02,4.09164271e-04,4.08039269e-04
1.86293147e+02,4.09605355e-04,4.08477932e-04
1.86493247e+02,4.10046442e-04,4.08916594e-04
1.86693347e+02,4.10487532e-04,4.09355256e-04
1.86893447e+02,4.10928623e-04,4.09793917e-04
1.87093547e+02,4.11369717e-04,4.10232579e-04
1.87293647e+02,4.11810814e-04,4.10671240e-04
1.87493747e+02,4.12251913e-04,4.11109901e-04
1.87693847e+02,4.12693014e-04,4.11548562e-04
1.87893947e+02,4.13134118e-04,4.11987223e-04
1.88094047e+02,4.13575225e-04,4.12425883e-04
1.88294147e+02,4.14016333e-04,4.12864544e-04
1.88494247e+02,4.14457444e-04,4.13303204e-04
1.88694347e+02,4.14898558e-04,4.13741864e-04
1.88894447e+02,4.15339674e-04,4.14180524e-04
1.89094547e+02,4.15780792e-04,4.14619183e-04
1.89294647e+02,4.16221913e-04,4.15057843e-04
1.89494747e+02,4.16663036e-04,4.15496502e-04
1.89694847e+02,4.17104161e-04,4.15935161e-04
1.89894947e+02,4.17545289e-04,4.16373820e-04
1.90095048e+02,4.17986420e-04,4.16812478e-04
1.90295148e+02,4.18427553e-04,4.17251137e-04
1.90495248e+02,4.18868688e-04,4.17689795e-04
1.90695348e+02,4.19309826e-04,4.18128453e-04
1.90895448e+02,4.19750966e-04,4.18567111e-04
1.91095548e+02,4.20192108e-04,4.19005768e-04
1.91295648e+02,4.20633253e-04,4.19444426e-04
1.91495748e+02,4.21074400e-04,4.19883083e-04
1.91695848e+02,4.21515550e-04,4.20321740e-04
1.91895948e+02,4.21956702e-04,4.20760397e-04
1.92096048e+02,4.22397857e-04,4.21199054e-04
1.92296148e+02,4.22839014e-04,4.21637710e-04
1.92496248e+02,4.23280173e-04,4.22076367e-04
1.92696348e+02,4.23721335e-04,4.22515023e-04
1.92896448e+02,4.24162499e-04,4.22953679e-04
1.93096548e+02,4.24603666e-04,4.23392335e-04
1.93296648e+02,4.25044835e-04,4.23830990e-04
1.93496748e+02,4.25486006e-04,4.24269645e-04
1.93696848e+02,4.25927180e-04,4.24708301e-04
1.93896948e+02,4.26368357e-04,4.25146956e-04
1.94097049e+02,4.26809535e-04,4.25585610e-04
1.94297149e+02,4.27250716e-04,4.26024265e-04
1.94497249e+02,4.27691900e-04,4.26462919e-04
1.94697349e+02,4.28133086e-04,4.26901573e-04
1.94897449e+02,4.28574274e-04,4.27340227e-04
1.95097549e+02,4.29015465e-04,4.27778881e-04
1.95297649e+02,4.29456658e-04,4.28217535e-04
1.95497749e+02,4.29897854e-04,4.28656188e-04
1.95697849e+02,4.30339052e-04,4.29094842e-04
1.95897949e+02,4.30780253e-04,4.29533495e-04
1.96098049e+02,4.31221455e-04,4.29972147e-04
1.96298149e+02,4.31662661e-04,4.30410800e-04
1.96498249e+02,4.32103868e-04,4.30849453e-04
1.96698349e+02,4.32545079e-04,4.31288105e-04
1.96898449e+02,4.32986291e-04,4.31726757e-04
1.97098549e+02,4.33427506e-04,4.32165409e-04
1.97298649e+02,4.33868723e-04,4.32604060e-04
1.97498749e+02,4.34309943e-04,4.33042712e-04
1.97698849e+02,4.34751165e-04,4.33481363e-04
1.97898949e+02,4.35192390e-04,4.33920014e-04
1.98099050e+02,4.35633617e-04,4.34358665e-04
1.98299150e+02,4.36074847e-04,4.34797316e-04
1.98499250e+02,4.36516079e-04,4.35235967e-04
1.98699350e+02,4.36957313e-04,4.35674617e-04
1.98899450e+02,4.37398550e-04,4.36113267e-04
1.99099550e+02,4.37839789e-04,4.36551917e-04
1.99299650e+02,4.38281030e-04,4.36990567e-04
1.99499750e+02,4.38722274e-04,4.37429216e-04
1.99699850e+02,4.39163521e-04,4.37867866e-04
1.99899950e+02,4.39604769e-04,4.38306515e-04
2.00100050e+02,4.40046021e-04,4.38745164e-04
2.00300150e+02,4.40487274e-04,4.39183813e-04
2.00500250e+02,4.40928530e-04,4.39622461e-04
2.00700350e+02,4.41369789e-04,4.40061110e-04
2.00900450e+02,4.41811050e-04,4.40499758e-04
2.01100550e+02,4.42252313e-04,4.40938406e-04
2.01300650e+02,4.42693579e-04,4.41377054e-04
2.01500750e+02,4.43134847e-04,4.41815702e-04
2.01700850e+02,4.43576117e-04,4.42254349e-04
2.01900950e+02,4.44017390e-04,4.42692996e-04
2.02101051e+02,4.44458666e-04,4.43131643e-04
2.02301151e+02,4.44899943e-04,4.43570290e-04
2.02501251e+02,4.45341224e-04,4.44008937e-04
2.02701351e+02,4.45782506e-04,4.44447583e-04
2.02901451e+02,4.46223791e-04,4.44886230e-04
2.03101551e+02,4.46665079e-04,4.45324876e-04
2.03301651e+02,4.47106369e-04,4.45763522e-04
2.03501751e+02,4.47547661e-04,4.46202167e-04
2.03701851e+02,4.47988956e-04,4.46640813e-04
2.03901951e+02,4.48430253e-04,4.47079458e-04
2.04102051e+02,4.48871552e-04,4.47518103e-04
2.04302151e+02,4.49312854e-04,4.47956748e-04
2.04502251e+02,4.49754159e-04,4.48395393e-04
2.04702351e+02,4.50195465e-04,4.48834038e-04
2.04902451e+02,4.50636775e-04,4.49272682e-04
2.05102551e+02,4.51078086e-04,4.49711326e-04
2.05302651e+02,4.51519400e-04,4.50149970e-04
2.05502751e+02,4.51960717e-04,4.50588614e-04
2.05702851e+02,4.52402036e-04,4.51027258e-04
