t_over_tau_th, nr_over_ntot_with_avalanche, nr_over_ntot_without_avalanche
3.09354677e+02,6.81330328e-04,6.78218773e-04
3.09554777e+02,6.81772902e-04,6.78657317e-04
3.09754877e+02,6.82215479e-04,6.79095860e-04
3.09954977e+02,6.82658059e-04,6.79534404e-04
3.10155078e+02,6.83100641e-04,6.79972947e-04
3.10355178e+02,6.83543225e-04,6.80411490e-04
3.10555278e+02,6.83985812e-04,6.80850032e-04
3.10755378e+02,6.84428401e-04,6.81288575e-04
3.10955478e+02,6.84870993e-04,6.81727117e-04
3.11155578e+02,6.85313587e-04,6.82165660e-04
3.11355678e+02,6.85756183e-04,6.82604202e-04
3.11555778e+02,6.86198782e-04,6.83042743e-04
3.11755878e+02,6.86641383e-04,6.83481285e-04
3.11955978e+02,6.87083987e-04,6.83919826e-04
3.12156078e+02,6.87526593e-04,6.84358368e-04
3.12356178e+02,6.87969202e-04,6.84796909e-04
3.12556278e+02,6.88411813e-04,6.85235449e-04
3.12756378e+02,6.88854426e-04,6.85673990e-04
3.12956478e+02,6.89297042e-04,6.86112530e-04
3.13156578e+02,6.89739660e-04,6.86551071e-04
3.13356678e+02,6.90182281e-04,6.86989611e-04
3.13556778e+02,6.90624904e-04,6.87428151e-04
3.13756878e+02,6.91067529e-04,6.87866690e-04
3.13956978e+02,6.91510157e-04,6.88305230e-04
3.14157079e+02,6.91952788e-04,6.88743769e-04
3.14357179e+02,6.92395420e-04,6.89182308e-04
3.14557279e+02,6.92838056e-04,6.89620847e-04
3.14757379e+02,6.93280693e-04,6.90059386e-04
3.14957479e+02,6.93723333e-04,6.90497924e-04
3.15157579e+02,6.94165976e-04,6.90936463e-04
3.15357679e+02,6.94608621e-04,6.91375001e-04
3.15557779e+02,6.95051268e-04,6.91813539e-04
3.15757879e+02,6.95493918e-04,6.92252076e-04
3.15957979e+02,6.95936570e-04,6.92690614e-04
3.16158079e+02,6.96379224e-04,6.93129151e-04
3.16358179e+02,6.96821881e-04,6.93567689e-04
3.16558279e+02,6.97264541e-04,6.94006225e-04
3.16758379e+02,6.97707203e-04,6.94444762e-04
3.16958479e+02,6.98149867e-04,6.94883299e-04
3.17158579e+02,6.98592534e-04,6.95321835e-04
3.17358679e+02,6.99035203e-04,6.95760371e-04
3.17558779e+02,6.99477874e-04,6.96198908e-04
3.17758879e+02,6.99920548e-04,6.96637443e-04
3.17958979e+02,7.00363225e-04,6.97075979e-04
3.18159080e+02,7.00805904e-04,6.97514514e-04
3.18359180e+02,7.01248585e-04,6.97953050e-04
3.18559280e+02,7.01691268e-04,6.98391585e-04
3.18759380e+02,7.02133955e-04,6.98830120e-04
3.18959480e+02,7.02576643e-04,6.99268654e-04
3.19159580e+02,7.03019334e-04,6.99707189e-04
3.19359680e+02,7.03462027e-04,7.00145723e-04
3.19559780e+02,7.03904723e-04,7.00584257e-04
3.19759880e+02,7.04347421e-04,7.01022791e-04
3.19959980e+02,7.04790122e-04,7.01461325e-04
3.20160080e+02,7.05232825e-04,7.01899858e-04
3.20360180e+02,7.05675530e-04,7.02338392e-04
3.20560280e+02,7.06118238e-04,7.02776925e-04
3.20760380e+02,7.06560949e-04,7.03215458e-04
3.20960480e+02,7.07003661e-04,7.03653990e-04
3.21160580e+02,7.07446376e-04,7.04092523e-04
3.21360680e+02,7.07889094e-04,7.04531055e-04
3.21560780e+02,7.08331814e-04,7.04969587e-04
3.21760880e+02,7.08774536e-04,7.05408119e-04
3.21960980e+02,7.09217261e-04,7.05846651e-04
3.22161081e+02,7.09659989e-04,7.06285183e-04
3.22361181e+02,7.10102718e-04,7.06723714e-04
3.22561281e+02,7.10545450e-04,7.07162245e-04
3.22761381e+02,7.10988185e-04,7.07600776e-04
3.22961481e+02,7.11430922e-04,7.08039307e-04
3.23161581e+02,7.11873661e-04,7.08477838e-04
3.23361681e+02,7.12316403e-04,7.08916368e-04
3.23561781e+02,7.12759147e-04,7.09354898e-04
3.23761881e+02,7.13201894e-04,7.09793429e-04
3.23961981e+02,7.13644643e-04,7.10231958e-04
3.24162081e+02,7.14087395e-04,7.10670488e-04
3.24362181e+02,7.14530148e-04,7.11109018e-04
3.24562281e+02,7.14972905e-04,7.11547547e-04
3.24762381e+02,7.15415664e-04,7.11986076e-04
3.24962481e+02,7.15858425e-04,7.12424605e-04
3.25162581e+02,7.16301188e-04,7.12863134e-04
3.25362681e+02,7.16743954e-04,7.13301662e-04
3.25562781e+02,7.17186723e-04,7.13740190e-04
3.25762881e+02,7.17629494e-04,7.14178718e-04
3.25962981e+02,7.18072267e-04,7.14617246e-04
3.26163082e+02,7.18515043e-04,7.15055774e-04
3.26363182e+02,7.18957821e-04,7.15494302e-04
3.26563282e+02,7.19400602e-04,7.15932829e-04
3.26763382e+02,7.19843385e-04,7.16371356e-04
3.26963482e+02,7.20286170e-04,7.16809883e-04
3.27163582e+02,7.20728958e-04,7.17248410e-04
3.27363682e+02,7.21171748e-04,7.17686937e-04
3.27563782e+02,7.21614541e-04,7.18125463e-04
3.27763882e+02,7.22057336e-04,7.18563989e-04
3.27963982e+02,7.22500134e-04,7.19002515e-04
3.28164082e+02,7.22942933e-04,7.19441041e-04
3.28364182e+02,7.23385736e-04,7.19879567e-04
3.28564282e+02,7.23828541e-04,7.20318092e-04
3.28764382e+02,7.24271348e-04,7.20756617e-04
3.28964482e+02,7.24714158e-04,7.21195142e-04
3.29164582e+02,7.25156970e-04,7.21633667e-04
3.29364682e+02,7.25599784e-04,7.22072192e-04
3.29564782e+02,7.26042601e-04,7.22510716e-04
3.29764882e+02,7.26485420e-04,7.22949241e-04
3.29964982e+02,7.26928242e-04,7.23387765e-04
3.30165083e+02,7.27371066e-04,7.23826289e-04
3.30365183e+02,7.27813893e-04,7.24264812e-04
3.30565283e+02,7.28256722e-04,7.24703336e-04
3.30765383e+02,7.28699554e-04,7.25141859e-04
3.30965483e+02,7.29142387e-04,7.25580382e-04
3.31165583e+02,7.29585224e-04,7.26018905e-04
3.31365683e+02,7.30028063e-04,7.26457428e-04
3.31565783e+02,7.30470904e-04,7.26895950e-04
3.31765883e+02,7.30913747e-04,7.27334473e-04
3.31965983e+02,7.31356593e-04,7.27772995e-04
3.32166083e+02,7.31799442e-04,7.28211517e-04
3.32366183e+02,7.32242293e-04,7.28650039e-04
3.32566283e+02,7.32685146e-04,7.29088560e-04
3.32766383e+02,7.33128002e-04,7.29527082e-04
3.32966483e+02,7.33570860e-04,7.29965603e-04
3.33166583e+02,7.34013720e-04,7.30404124e-04
3.33366683e+02,7.34456583e-04,7.30842645e-04
3.33566783e+02,7.34899449e-04,7.31281165e-04
3.33766883e+02,7.35342317e-04,7.31719686e-04
3.33966983e+02,7.35785187e-04,7.32158206e-04
3.34167084e+02,7.36228059e-04,7.32596726e-04
3.34367184e+02,7.36670935e-04,7.33035246e-04
3.34567284e+02,7.37113812e-04,7.33473765e-04
3.34767384e+02,7.37556692e-04,7.33912285e-04
3.34967484e+02,7.37999574e-04,7.34350804e-04
3.35167584e+02,7.38442459e-04,7.34789323e-04
3.35367684e+02,7.38885346e-04,7.35227842e-04
3.35567784e+02,7.39328236e-04,7.35666361e-04
3.35767884e+02,7.39771128e-04,7.36104879e-04
3.35967984e+02,7.40214023e-04,7.36543398e-04
3.36168084e+02,7.40656920e-04,7.36981916e-04
3.36368184e+02,7.41099819e-04,7.37420434e-04
3.36568284e+02,7.41542721e-04,7.37858951e-04
3.36768384e+02,7.41985625e-04,7.38297469e-04
3.36968484e+02,7.42428531e-04,7.38735986e-04
3.37168584e+02,7.42871440e-04,7.39174504e-04
3.37368684e+02,7.43314352e-04,7.39613020e-04
3.37568784e+02,7.43757266e-04,7.40051537e-04
3.37768884e+02,7.44200182e-04,7.40490054e-04
3.37968984e+02,7.44643101e-04,7.40928570e-04
3.38169085e+02,7.45086022e-04,7.41367086e-04
3.38369185e+02,7.45528946e-04,7.41805602e-04
3.38569285e+02,7.45971872e-04,7.42244118e-04
3.38769385e+02,7.46414800e-04,7.42682634e-04
3.38969485e+02,7.46857731e-04,7.43121149e-04
3.39169585e+02,7.47300664e-04,7.43559665e-04
3.39369685e+02,7.47743600e-04,7.43998180e-04
3.39569785e+02,7.48186538e-04,7.44436694e-04
3.39769885e+02,7.48629478e-04,7.44875209e-04
3.39969985e+02,7.49072421e-04,7.45313724e-04
3.40170085e+02,7.49515367e-04,7.45752238e-04
3.40370185e+02,7.49958315e-04,7.46190752e-04
3.40570285e+02,7.50401265e-04,7.46629266e-04
3.40770385e+02,7.50844218e-04,7.47067779e-04
3.40970485e+02,7.51287173e-04,7.47506293e-04
3.41170585e+02,7.51730130e-04,7.47944806e-04
3.41370685e+02,7.52173090e-04,7.48383319e-04
3.41570785e+02,7.52616052e-04,7.48821832e-04
3.41770885e+02,7.53059017e-04,7.49260345e-04
3.41970985e+02,7.53501984e-04,7.49698858e-04
3.42171086e+02,7.53944954e-04,7.50137370e-04
3.42371186e+02,7.54387926e-04,7.50575882e-04
3.42571286e+02,7.54830901e-04,7.51014394e-04
3.42771386e+02,7.55273878e-04,7.51452906e-04
3.42971486e+02,7.55716857e-04,7.51891417e-04
3.43171586e+02,7.56159839e-04,7.52329929e-04
3.43371686e+02,7.56602823e-04,7.52768440e-04
3.43571786e+02,7.57045809e-04,7.53206951e-04
3.43771886e+02,7.57488798e-04,7.53645462e-04
3.43971986e+02,7.57931790e-04,7.54083972e-04
3.44172086e+02,7.58374784e-04,7.54522483e-04
3.44372186e+02,7.58817780e-04,7.54960993e-04
3.44572286e+02,7.59260779e-04,7.55399503e-04
3.44772386e+02,7.59703780e-04,7.55838013e-04
3.44972486e+02,7.60146784e-04,7.56276523e-04
3.45172586e+02,7.60589790e-04,7.56715032e-04
3.45372686e+02,7.61032798e-04,7.57153541e-04
3.45572786e+02,7.61475809e-04,7.57592050e-04
3.45772886e+02,7.61918822e-04,7.58030559e-04
3.45972986e+02,7.62361838e-04,7.58469068e-04
3.46173087e+02,7.62804856e-04,7.58907576e-04
3.46373187e+02,7.63247876e-04,7.59346085e-04
3.46573287e+02,7.63690899e-04,7.59784593e-04
3.46773387e+02,7.64133925e-04,7.60223101e-04
3.46973487e+02,7.64576953e-04,7.60661608e-04
3.47173587e+02,7.65019983e-04,7.61100116e-04
3.47373687e+02,7.65463016e-04,7.61538623e-04
3.47573787e+02,7.65906051e-04,7.61977130e-04
3.47773887e+02,7.66349088e-04,7.62415637e-04
3.47973987e+02,7.66792128e-04,7.62854144e-04
3.48174087e+02,7.67235170e-04,7.63292651e-04
3.48374187e+02,7.67678215e-04,7.63731157e-04
3.48574287e+02,7.68121262e-04,7.64169663e-04
3.48774387e+02,7.68564312e-04,7.64608169e-04
3.48974487e+02,7.69007364e-04,7.65046675e-04
3.49174587e+02,7.69450419e-04,7.65485181e-04
3.49374687e+02,7.69893476e-04,7.65923686e-04
3.49574787e+02,7.70336535e-04,7.66362191e-04
3.49774887e+02,7.70779597e-04,7.66800696e-04
3.49974987e+02,7.71222661e-04,7.67239201e-04
3.50175088e+02,7.71665727e-04,7.67677706e-04
3.50375188e+02,7.72108796e-04,7.68116210e-04
3.50575288e+02,7.72551868e-04,7.68554715e-04
3.50775388e+02,7.72994942e-04,7.68993219e-04
3.50975488e+02,7.73438018e-04,7.69431723e-04
3.51175588e+02,7.73881097e-04,7.69870226e-04
3.51375688e+02,7.74324178e-04,7.70308730e-04
3.51575788e+02,7.74767262e-04,7.70747233e-04
3.51775888e+02,7.75210348e-04,7.71185736e-04
3.51975988e+02,7.75653436e-04,7.71624239e-04
3.52176088e+02,7.76096527e-04,7.72062742e-04
3.52376188e+02,7.76539620e-04,7.72501244e-04
3.52576288e+02,7.76982716e-04,7.72939747e-04
3.52776388e+02,7.77425814e-04,7.73378249e-04
3.52976488e+02,7.77868915e-04,7.73816751e-04
3.53176588e+02,7.78312018e-04,7.74255253e-04
3.53376688e+02,7.78755123e-04,7.74693754e-04
3.53576788e+02,7.79198231e-04,7.75132256e-04
3.53776888e+02,7.79641341e-04,7.75570757e-04
3.53976988e+02,7.80084454e-04,7.76009258e-04
3.54177089e+02,7.80527569e-04,7.76447758e-04
3.54377189e+02,7.80970686e-04,7.76886259e-04
3.54577289e+02,7.81413806e-04,7.77324760e-04
3.54777389e+02,7.81856929e-04,7.77763260e-04
3.54977489e+02,7.82300054e-04,7.78201760e-04
3.55177589e+02,7.82743181e-04,7.78640260e-04
3.55377689e+02,7.83186310e-04,7.79078759e-04
3.55577789e+02,7.83629443e-04,7.79517259e-04
3.55777889e+02,7.84072577e-04,7.79955758e-04
3.55977989e+02,7.84515714e-04,7.80394257e-04
3.56178089e+02,7.84958853e-04,7.80832756e-04
3.56378189e+02,7.85401995e-04,7.81271255e-04
3.56578289e+02,7.85845139e-04,7.81709753e-04
3.56778389e+02,7.86288286e-04,7.82148251e-04
3.56978489e+02,7.86731435e-04,7.82586749e-04
3.57178589e+02,7.87174586e-04,7.83025247e-04
3.57378689e+02,7.87617740e-04,7.83463745e-04
3.57578789e+02,7.88060897e-04,7.83902243e-04
3.57778889e+02,7.88504055e-04,7.84340740e-04
3.57978989e+02,7.88947217e-04,7.84779237e-04
3.58179090e+02,7.89390380e-04,7.85217734e-04
3.58379190e+02,7.89833546e-04,7.85656231e-04
3.58579290e+02,7.90276715e-04,7.86094727e-04
3.58779390e+02,7.90719886e-04,7.86533224e-04
3.58979490e+02,7.91163059e-04,7.86971720e-04
3.59179590e+02,7.91606235e-04,7.87410216e-04
3.59379690e+02,7.92049413e-04,7.87848712e-04
3.59579790e+02,7.92492593e-04,7.88287207e-04
3.59779890e+02,7.92935776e-04,7.88725703e-04
3.59979990e+02,7.93378962e-04,7.89164198e-04
3.60180090e+02,7.93822150e-04,7.89602693e-04
3.60380190e+02,7.94265340e-04,7.90041188e-04
3.60580290e+02,7.94708533e-04,7.90479682e-04
3.60780390e+02,7.95151728e-04,7.90918177e-04
3.60980490e+02,7.95594925e-04,7.91356671e-04
3.61180590e+02,7.96038125e-04,7.91795165e-04
3.61380690e+02,7.96481328e-04,7.92233659e-04
3.61580790e+02,7.96924533e-04,7.92672153e-04
3.61780890e+02,7.97367740e-04,7.93110646e-04
3.61980990e+02,7.97810950e-04,7.93549140e-04
3.62181091e+02,7.98254162e-04,7.93987633e-04
3.62381191e+02,7.98697376e-04,7.94426126e-04
3.62581291e+02,7.99140593e-04,7.94864618e-04
3.62781391e+02,7.99583813e-04,7.95303111e-04
3.62981491e+02,8.00027034e-04,7.95741603e-04
3.63181591e+02,8.00470259e-04,7.96180095e-04
3.63381691e+02,8.00913485e-04,7.96618587e-04
3.63581791e+02,8.01356714e-04,7.97057079e-04
3.63781891e+02,8.01799946e-04,7.97495571e-04
3.63981991e+02,8.02243180e-04,7.97934062e-04
3.64182091e+02,8.02686416e-04,7.98372553e-04
3.64382191e+02,8.03129655e-04,7.98811044e-04
3.64582291e+02,8.03572896e-04,7.99249535e-04
3.64782391e+02,8.04016140e-04,7.99688025e-04
3.64982491e+02,8.04459386e-04,8.00126516e-04
3.65182591e+02,8.04902634e-04,8.00565006e-04
3.65382691e+02,8.05345885e-04,8.01003496e-04
3.65582791e+02,8.05789139e-04,8.01441986e-04
3.65782891e+02,8.06232394e-04,8.01880476e-04
3.65982991e+02,8.06675653e-04,8.02318965e-04
3.66183092e+02,8.07118913e-04,8.02757454e-04
3.66383192e+02,8.07562176e-04,8.03195943e-04
3.66583292e+02,8.08005442e-04,8.03634432e-04
3.66783392e+02,8.08448710e-04,8.04072921e-04
3.66983492e+02,8.08891980e-04,8.04511409e-04
3.67183592e+02,8.09335253e-04,8.04949898e-04
3.67383692e+02,8.09778528e-04,8.05388386e-04
3.67583792e+02,8.10221805e-04,8.05826874e-04
3.67783892e+02,8.10665085e-04,8.06265361e-04
3.67983992e+02,8.11108368e-04,8.06703849e-04
3.68184092e+02,8.11551653e-04,8.07142336e-04
3.68384192e+02,8.11994940e-04,8.07580823e-04
3.68584292e+02,8.12438230e-04,8.08019310e-04
3.68784392e+02,8.12881522e-04,8.08457797e-04
3.68984492e+02,8.13324817e-04,8.08896284e-04
3.69184592e+02,8.13768113e-04,8.09334770e-04
3.69384692e+02,8.14211413e-04,8.09773256e-04
3.69584792e+02,8.14654715e-04,8.10211742e-04
3.69784892e+02,8.15098019e-04,8.10650228e-04
3.69984992e+02,8.15541326e-04,8.11088714e-04
3.70185093e+02,8.15984635e-04,8.11527199e-04
3.70385193e+02,8.16427946e-04,8.11965684e-04
3.70585293e+02,8.16871260e-04,8.12404169e-04
3.70785393e+02,8.17314577e-04,8.12842654e-04
3.70985493e+02,8.17757896e-04,8.13281139e-04
3.71185593e+02,8.18201217e-04,8.13719623e-04
3.71385693e+02,8.18644541e-04,8.14158107e-04
3.71585793e+02,8.19087867e-04,8.14596591e-04
3.71785893e+02,8.19531195e-04,8.15035075e-04
3.71985993e+02,8.19974526e-04,8.15473559e-04
3.72186093e+02,8.20417860e-04,8.15912042e-04
3.72386193e+02,8.20861195e-04,8.16350526e-04
3.72586293e+02,8.21304534e-04,8.16789009e-04
3.72786393e+02,8.21747874e-04,8.17227492e-04
3.72986493e+02,8.22191217e-04,8.17665974e-04
3.73186593e+02,8.22634563e-04,8.18104457e-04
3.73386693e+02,8.23077911e-04,8.18542939e-04
3.73586793e+02,8.23521261e-04,8.18981421e-04
3.73786893e+02,8.23964614e-04,8.19419903e-04
3.73986993e+02,8.24407969e-04,8.19858385e-04
3.74187094e+02,8.24851327e-04,8.20296867e-04
3.74387194e+02,8.25294687e-04,8.20735348e-04
3.74587294e+02,8.25738049e-04,8.21173829e-04
3.74787394e+02,8.26181414e-04,8.21612310e-04
3.74987494e+02,8.26624782e-04,8.22050791e-04
3.75187594e+02,8.27068152e-04,8.22489272e-04
3.75387694e+02,8.27511524e-04,8.22927752e-04
3.75587794e+02,8.27954898e-04,8.23366232e-04
3.75787894e+02,8.28398275e-04,8.23804712e-04
3.75987994e+02,8.28841655e-04,8.24243192e-04
3.76188094e+02,8.29285037e-04,8.24681672e-04
3.76388194e+02,8.29728421e-04,8.25120151e-04
3.76588294e+02,8.30171808e-04,8.25558630e-04
3.76788394e+02,8.30615197e-04,8.25997109e-04
3.76988494e+02,8.31058589e-04,8.26435588e-04
3.77188594e+02,8.31501983e-04,8.26874067e-04
3.77388694e+02,8.31945379e-04,8.27312545e-04
3.77588794e+02,8.32388778e-04,8.27751024e-04
3.77788894e+02,8.32832179e-04,8.28189502e-04
3.77988994e+02,8.33275583e-04,8.28627980e-04
3.78189095e+02,8.33718989e-04,8.29066457e-04
3.78389195e+02,8.34162398e-04,8.29504935e-04
3.78589295e+02,8.34605809e-04,8.29943412e-04
3.78789395e+02,8.35049222e-04,8.30381889e-04
3.78989495e+02,8.35492638e-04,8.30820366e-04
3.79189595e+02,8.35936057e-04,8.31258843e-04
3.79389695e+02,8.36379477e-04,8.31697320e-04
3.79589795e+02,8.36822900e-04,8.32135796e-04
3.79789895e+02,8.37266326e-04,8.32574272e-04
3.79989995e+02,8.37709754e-04,8.33012748e-04
3.80190095e+02,8.38153184e-04,8.33451224e-04
3.80390195e+02,8.38596617e-04,8.33889699e-04
3.80590295e+02,8.39040053e-04,8.34328175e-04
3.80790395e+02,8.39483490e-04,8.34766650e-04
3.80990495e+02,8.39926930e-04,8.35205125e-04
3.81190595e+02,8.40370373e-04,8.35643600e-04
3.81390695e+02,8.40813818e-04,8.36082075e-04
3.81590795e+02,8.41257265e-04,8.36520549e-04
3.81790895e+02,8.41700715e-04,8.36959023e-04
3.81990995e+02,8.42144167e-04,8.37397497e-04
3.82191096e+02,8.42587622e-04,8.37835971e-04
3.82391196e+02,8.43031079e-04,8.38274445e-04
3.82591296e+02,8.43474539e-04,8.38712918e-04
3.82791396e+02,8.43918001e-04,8.39151392e-04
3.82991496e+02,8.44361465e-04,8.39589865e-04
3.83191596e+02,8.44804932e-04,8.40028338e-04
3.83391696e+02,8.45248401e-04,8.40466810e-04
3.83591796e+02,8.45691873e-04,8.40905283e-04
3.83791896e+02,8.46135347e-04,8.41343755e-04
3.83991996e+02,8.46578824e-04,8.41782227e-04
3.84192096e+02,8.47022303e-04,8.42220699e-04
3.84392196e+02,8.47465784e-04,8.42659171e-04
3.84592296e+02,8.47909268e-04,8.43097642e-04
3.84792396e+02,8.48352754e-04,8.43536114e-04
3.84992496e+02,8.48796243e-04,8.43974585e-04
3.85192596e+02,8.49239734e-04,8.44413056e-04
3.85392696e+02,8.49683227e-04,8.44851527e-04
3.85592796e+02,8.50126723e-04,8.45289997e-04
3.85792896e+02,8.50570222e-04,8.45728468e-04
3.85992996e+02,8.51013722e-04,8.46166938e-04
3.86193097e+02,8.51457226e-04,8.46605408e-04
3.86393197e+02,8.51900731e-04,8.47043878e-04
3.86593297e+02,8.52344239e-04,8.47482347e-04
3.86793397e+02,8.52787750e-04,8.47920817e-04
3.86993497e+02,8.53231263e-04,8.48359286e-04
3.87193597e+02,8.53674778e-04,8.48797755e-04
3.87393697e+02,8.54118296e-04,8.49236224e-04
3.87593797e+02,8.54561816e-04,8.49674693e-04
3.87793897e+02,8.55005339e-04,8.50113161e-04
3.87993997e+02,8.55448864e-04,8.50551629e-04
3.88194097e+02,8.55892391e-04,8.50990097e-04
3.88394197e+02,8.56335921e-04,8.51428565e-04
3.88594297e+02,8.56779454e-04,8.51867033e-04
3.88794397e+02,8.57222988e-04,8.52305501e-04
3.88994497e+02,8.57666526e-04,8.52743968e-04
3.89194597e+02,8.58110065e-04,8.53182435e-04
3.89394697e+02,8.58553607e-04,8.53620902e-04
3.89594797e+02,8.58997152e-04,8.54059369e-04
3.89794897e+02,8.59440699e-04,8.54497835e-04
3.89994997e+02,8.59884248e-04,8.54936302e-04
3.90195098e+02,8.60327800e-04,8.55374768e-04
3.90395198e+02,8.60771354e-04,8.55813234e-04
3.90595298e+02,8.61214910e-04,8.56251700e-04
3.90795398e+02,8.61658469e-04,8.56690165e-04
3.90995498e+02,8.62102031e-04,8.57128630e-04
3.91195598e+02,8.62545595e-04,8.57567096e-04
3.91395698e+02,8.62989161e-04,8.58005561e-04
3.91595798e+02,8.63432730e-04,8.58444026e-04
3.91795898e+02,8.63876301e-04,8.58882490e-04
3.91995998e+02,8.64319875e-04,8.59320955e-04
3.92196098e+02,8.64763451e-04,8.59759419e-04
3.92396198e+02,8.65207029e-04,8.60197883e-04
3.92596298e+02,8.65650610e-04,8.60636347e-04
3.92796398e+02,8.66094193e-04,8.61074810e-04
3.92996498e+02,8.66537779e-04,8.61513274e-04
3.93196598e+02,8.66981367e-04,8.61951737e-04
3.93396698e+02,8.67424958e-04,8.62390200e-04
3.93596798e+02,8.67868551e-04,8.62828663e-04
3.93796898e+02,8.68312146e-04,8.63267126e-04
3.93996998e+02,8.68755744e-04,8.63705588e-04
3.94197099e+02,8.69199344e-04,8.64144051e-04
3.94397199e+02,8.69642947e-04,8.64582513e-04
3.94597299e+02,8.70086552e-04,8.65020975e-04
3.94797399e+02,8.70530160e-04,8.65459436e-04
3.94997499e+02,8.70973770e-04,8.65897898e-04
3.95197599e+02,8.71417382e-04,8.66336359e-04
3.95397699e+02,8.71860997e-04,8.66774820e-04
3.95597799e+02,8.72304614e-04,8.67213281e-04
3.95797899e+02,8.72748234e-04,8.67651742e-04
3.95997999e+02,8.73191856e-04,8.68090203e-04
3.96198099e+02,8.73635481e-04,8.68528663e-04
3.96398199e+02,8.74079108e-04,8.68967123e-04
3.96598299e+02,8.74522737e-04,8.69405583e-04
3.96798399e+02,8.74966369e-04,8.69844043e-04
3.96998499e+02,8.75410003e-04,8.70282503e-04
3.97198599e+02,8.75853640e-04,8.70720962e-04
3.97398699e+02,8.76297279e-04,8.71159421e-04
3.97598799e+02,8.76740921e-04,8.71597881e-04
3.97798899e+02,8.77184565e-04,8.72036339e-04
3.97998999e+02,8.77628211e-04,8.72474798e-04
3.98199100e+02,8.78071860e-04,8.72913256e-04
3.98399200e+02,8.78515511e-04,8.73351715e-04
3.98599300e+02,8.78959165e-04,8.73790173e-04
3.98799400e+02,8.79402821e-04,8.74228631e-04
3.98999500e+02,8.79846480e-04,8.74667088e-04
3.99199600e+02,8.80290141e-04,8.75105546e-04
3.99399700e+02,8.80733804e-04,8.75544003e-04
3.99599800e+02,8.81177470e-04,8.75982460e-04
3.99799900e+02,8.81621138e-04,8.76420917e-04
4.00000000e+02,8.82064809e-04,8.76859374e-04
