# Figure 4: Momentum evolution (relaxation equations)
# Columns: time[s], p_parallel[m0c], p_perpendicular[m0c], gamma, energy_MeV
time,p_parallel,p_perpendicular,gamma,energy_MeV
6.26912691e-01,7.71436420e+01,9.67362567e-01,7.71561876e+01,3.89157319e+01
6.27262726e-01,7.71820408e+01,9.67329059e-01,7.71945798e+01,3.89353503e+01
6.27612761e-01,7.72204349e+01,9.67295510e-01,7.72329672e+01,3.89549662e+01
6.27962796e-01,7.72588241e+01,9.67261918e-01,7.72713498e+01,3.89745797e+01
6.28312831e-01,7.72972086e+01,9.67228283e-01,7.73097276e+01,3.89941907e+01
6.28662866e-01,7.73355882e+01,9.67194606e-01,7.73481006e+01,3.90137992e+01
6.29012901e-01,7.73739629e+01,9.67160887e-01,7.73864687e+01,3.90334053e+01
6.29362936e-01,7.74123329e+01,9.67127125e-01,7.74248321e+01,3.90530089e+01
6.29712971e-01,7.74506980e+01,9.67093321e-01,7.74631906e+01,3.90726101e+01
6.30063006e-01,7.74890583e+01,9.67059474e-01,7.75015442e+01,3.90922088e+01
6.30413041e-01,7.75274137e+01,9.67025584e-01,7.75398930e+01,3.91118050e+01
6.30763076e-01,7.75657642e+01,9.66991652e-01,7.75782370e+01,3.91313987e+01
6.31113111e-01,7.76041099e+01,9.66957677e-01,7.76165761e+01,3.91509899e+01
6.31463146e-01,7.76424507e+01,9.66923659e-01,7.76549103e+01,3.91705787e+01
6.31813181e-01,7.76807866e+01,9.66889599e-01,7.76932397e+01,3.91901649e+01
6.32163216e-01,7.77191177e+01,9.66855496e-01,7.77315641e+01,3.92097487e+01
6.32513251e-01,7.77574438e+01,9.66821350e-01,7.77698837e+01,3.92293300e+01
6.32863286e-01,7.77957651e+01,9.66787161e-01,7.78081984e+01,3.92489088e+01
6.33213321e-01,7.78340814e+01,9.66752929e-01,7.78465082e+01,3.92684850e+01
6.33563356e-01,7.78723929e+01,9.66718654e-01,7.78848131e+01,3.92880588e+01
6.33913391e-01,7.79106994e+01,9.66684337e-01,7.79231131e+01,3.93076300e+01
6.34263426e-01,7.79490010e+01,9.66649976e-01,7.79614082e+01,3.93271988e+01
6.34613461e-01,7.79872976e+01,9.66615572e-01,7.79996983e+01,3.93467650e+01
6.34963496e-01,7.80255894e+01,9.66581125e-01,7.80379835e+01,3.93663287e+01
6.35313531e-01,7.80638761e+01,9.66546635e-01,7.80762638e+01,3.93858899e+01
6.35663566e-01,7.81021579e+01,9.66512102e-01,7.81145391e+01,3.94054485e+01
6.36013601e-01,7.81404348e+01,9.66477526e-01,7.81528095e+01,3.94250046e+01
6.36363636e-01,7.81787067e+01,9.66442906e-01,7.81910749e+01,3.94445582e+01
6.36713671e-01,7.82169736e+01,9.66408243e-01,7.82293353e+01,3.94641093e+01
6.37063706e-01,7.82552356e+01,9.66373537e-01,7.82675908e+01,3.94836578e+01
6.37413741e-01,7.82934925e+01,9.66338787e-01,7.83058413e+01,3.95032037e+01
6.37763776e-01,7.83317445e+01,9.66303994e-01,7.83440868e+01,3.95227471e+01
6.38113811e-01,7.83699915e+01,9.66269158e-01,7.83823273e+01,3.95422880e+01
6.38463846e-01,7.84082334e+01,9.66234278e-01,7.84205628e+01,3.95618263e+01
6.38813881e-01,7.84464704e+01,9.66199355e-01,7.84587933e+01,3.95813621e+01
6.39163916e-01,7.84847023e+01,9.66164388e-01,7.84970188e+01,3.96008953e+01
6.39513951e-01,7.85229292e+01,9.66129378e-01,7.85352393e+01,3.96204259e+01
6.39863986e-01,7.85611511e+01,9.66094324e-01,7.85734548e+01,3.96399539e+01
6.40214021e-01,7.85993679e+01,9.66059227e-01,7.86116652e+01,3.96594794e+01
6.40564056e-01,7.86375797e+01,9.66024085e-01,7.86498706e+01,3.96790023e+01
6.40914091e-01,7.86757864e+01,9.65988900e-01,7.86880709e+01,3.96985227e+01
6.41264126e-01,7.87139881e+01,9.65953672e-01,7.87262662e+01,3.97180404e+01
6.41614161e-01,7.87521847e+01,9.65918399e-01,7.87644564e+01,3.97375556e+01
6.41964196e-01,7.87903762e+01,9.65883083e-01,7.88026416e+01,3.97570681e+01
6.42314231e-01,7.88285627e+01,9.65847723e-01,7.88408216e+01,3.97765781e+01
6.42664266e-01,7.88667440e+01,9.65812319e-01,7.88789966e+01,3.97960855e+01
6.43014301e-01,7.89049203e+01,9.65776871e-01,7.89171666e+01,3.98155903e+01
6.43364336e-01,7.89430915e+01,9.65741379e-01,7.89553314e+01,3.98350925e+01
6.43714371e-01,7.89812576e+01,9.65705843e-01,7.89934911e+01,3.98545921e+01
6.44064406e-01,7.90194185e+01,9.65670263e-01,7.90316457e+01,3.98740890e+01
6.44414441e-01,7.90575744e+01,9.65634639e-01,7.90697952e+01,3.98935834e+01
6.44764476e-01,7.90957251e+01,9.65598971e-01,7.91079396e+01,3.99130751e+01
6.45114511e-01,7.91338707e+01,9.65563259e-01,7.91460789e+01,3.99325642e+01
6.45464546e-01,7.91720111e+01,9.65527503e-01,7.91842130e+01,3.99520507e+01
6.45814581e-01,7.92101464e+01,9.65491702e-01,7.92223420e+01,3.99715346e+01
6.46164616e-01,7.92482765e+01,9.65455858e-01,7.92604658e+01,3.99910158e+01
6.46514651e-01,7.92864015e+01,9.65419969e-01,7.92985845e+01,4.00104945e+01
6.46864686e-01,7.93245213e+01,9.65384035e-01,7.93366980e+01,4.00299704e+01
6.47214721e-01,7.93626360e+01,9.65348058e-01,7.93748063e+01,4.00494438e+01
6.47564756e-01,7.94007454e+01,9.65312035e-01,7.94129095e+01,4.00689144e+01
6.47914791e-01,7.94388497e+01,9.65275969e-01,7.94510075e+01,4.00883825e+01
6.48264826e-01,7.94769488e+01,9.65239858e-01,7.94891003e+01,4.01078479e+01
6.48614861e-01,7.95150426e+01,9.65203703e-01,7.95271880e+01,4.01273106e+01
6.48964896e-01,7.95531313e+01,9.65167503e-01,7.95652704e+01,4.01467707e+01
6.49314931e-01,7.95912148e+01,9.65131258e-01,7.96033476e+01,4.01662281e+01
6.49664966e-01,7.96292930e+01,9.65094969e-01,7.96414196e+01,4.01856828e+01
6.50015002e-01,7.96673660e+01,9.65058635e-01,7.96794863e+01,4.02051349e+01
6.50365037e-01,7.97054338e+01,9.65022257e-01,7.97175479e+01,4.02245843e+01
6.50715072e-01,7.97434963e+01,9.64985834e-01,7.97556042e+01,4.02440310e+01
6.51065107e-01,7.97815536e+01,9.64949366e-01,7.97936553e+01,4.02634751e+01
6.51415142e-01,7.98196056e+01,9.64912853e-01,7.98317011e+01,4.02829165e+01
6.51765177e-01,7.98576524e+01,9.64876296e-01,7.98697416e+01,4.03023552e+01
6.52115212e-01,7.98956939e+01,9.64839693e-01,7.99077769e+01,4.03217912e+01
6.52465247e-01,7.99337301e+01,9.64803046e-01,7.99458070e+01,4.03412245e+01
6.52815282e-01,7.99717610e+01,9.64766354e-01,7.99838317e+01,4.03606551e+01
6.53165317e-01,8.00097867e+01,9.64729617e-01,8.00218512e+01,4.03800830e+01
6.53515352e-01,8.00478070e+01,9.64692835e-01,8.00598654e+01,4.03995082e+01
6.53865387e-01,8.00858221e+01,9.64656008e-01,8.00978743e+01,4.04189307e+01
6.54215422e-01,8.01238318e+01,9.64619136e-01,8.01358778e+01,4.04383505e+01
6.54565457e-01,8.01618362e+01,9.64582219e-01,8.01738761e+01,4.04577676e+01
6.54915492e-01,8.01998354e+01,9.64545256e-01,8.02118691e+01,4.04771819e+01
6.55265527e-01,8.02378291e+01,9.64508249e-01,8.02498567e+01,4.04965936e+01
6.55615562e-01,8.02758176e+01,9.64471196e-01,8.02878390e+01,4.05160025e+01
6.55965597e-01,8.03138007e+01,9.64434098e-01,8.03258160e+01,4.05354087e+01
6.56315632e-01,8.03517784e+01,9.64396955e-01,8.03637876e+01,4.05548121e+01
6.56665667e-01,8.03897508e+01,9.64359767e-01,8.04017538e+01,4.05742128e+01
6.57015702e-01,8.04277178e+01,9.64322533e-01,8.04397147e+01,4.05936108e+01
6.57365737e-01,8.04656795e+01,9.64285254e-01,8.04776703e+01,4.06130061e+01
6.57715772e-01,8.05036357e+01,9.64247929e-01,8.05156205e+01,4.06323986e+01
6.58065807e-01,8.05415866e+01,9.64210559e-01,8.05535653e+01,4.06517883e+01
6.58415842e-01,8.05795321e+01,9.64173144e-01,8.05915047e+01,4.06711753e+01
6.58765877e-01,8.06174722e+01,9.64135683e-01,8.06294387e+01,4.06905596e+01
6.59115912e-01,8.06554069e+01,9.64098176e-01,8.06673673e+01,4.07099410e+01
6.59465947e-01,8.06933362e+01,9.64060624e-01,8.07052905e+01,4.07293198e+01
6.59815982e-01,8.07312600e+01,9.64023026e-01,8.07432083e+01,4.07486957e+01
6.60166017e-01,8.07691785e+01,9.63985383e-01,8.07811207e+01,4.07680689e+01
6.60516052e-01,8.08070915e+01,9.63947694e-01,8.08190276e+01,4.07874393e+01
6.60866087e-01,8.08449990e+01,9.63909959e-01,8.08569292e+01,4.08068069e+01
6.61216122e-01,8.08829012e+01,9.63872178e-01,8.08948252e+01,4.08261718e+01
6.61566157e-01,8.09207978e+01,9.63834352e-01,8.09327159e+01,4.08455339e+01
6.61916192e-01,8.09586890e+01,9.63796480e-01,8.09706010e+01,4.08648932e+01
6.62266227e-01,8.09965748e+01,9.63758562e-01,8.10084808e+01,4.08842497e+01
6.62616262e-01,8.10344550e+01,9.63720598e-01,8.10463550e+01,4.09036034e+01
6.62966297e-01,8.10723298e+01,9.63682588e-01,8.10842238e+01,4.09229543e+01
6.63316332e-01,8.11101991e+01,9.63644532e-01,8.11220871e+01,4.09423024e+01
6.63666367e-01,8.11480629e+01,9.63606430e-01,8.11599449e+01,4.09616477e+01
6.64016402e-01,8.11859212e+01,9.63568282e-01,8.11977972e+01,4.09809901e+01
6.64366437e-01,8.12237740e+01,9.63530088e-01,8.12356440e+01,4.10003298e+01
6.64716472e-01,8.12616213e+01,9.63491848e-01,8.12734853e+01,4.10196667e+01
6.65066507e-01,8.12994630e+01,9.63453562e-01,8.13113210e+01,4.10390007e+01
6.65416542e-01,8.13372992e+01,9.63415230e-01,8.13491513e+01,4.10583319e+01
6.65766577e-01,8.13751299e+01,9.63376851e-01,8.13869760e+01,4.10776603e+01
6.66116612e-01,8.14129551e+01,9.63338426e-01,8.14247952e+01,4.10969859e+01
6.66466647e-01,8.14507747e+01,9.63299955e-01,8.14626088e+01,4.11163086e+01
6.66816682e-01,8.14885887e+01,9.63261438e-01,8.15004169e+01,4.11356285e+01
6.67166717e-01,8.15263972e+01,9.63222874e-01,8.15382195e+01,4.11549456e+01
6.67516752e-01,8.15642001e+01,9.63184264e-01,8.15760164e+01,4.11742598e+01
6.67866787e-01,8.16019974e+01,9.63145608e-01,8.16138078e+01,4.11935712e+01
6.68216822e-01,8.16397891e+01,9.63106905e-01,8.16515936e+01,4.12128797e+01
6.68566857e-01,8.16775753e+01,9.63068155e-01,8.16893739e+01,4.12321853e+01
6.68916892e-01,8.17153558e+01,9.63029359e-01,8.17271485e+01,4.12514881e+01
6.69266927e-01,8.17531308e+01,9.62990517e-01,8.17649175e+01,4.12707881e+01
6.69616962e-01,8.17909001e+01,9.62951628e-01,8.18026810e+01,4.12900851e+01
6.69966997e-01,8.18286638e+01,9.62912692e-01,8.18404388e+01,4.13093793e+01
6.70317032e-01,8.18664219e+01,9.62873710e-01,8.18781910e+01,4.13286707e+01
6.70667067e-01,8.19041743e+01,9.62834681e-01,8.19159376e+01,4.13479591e+01
6.71017102e-01,8.19419212e+01,9.62795605e-01,8.19536785e+01,4.13672447e+01
6.71367137e-01,8.19796623e+01,9.62756482e-01,8.19914138e+01,4.13865274e+01
6.71717172e-01,8.20173978e+01,9.62717313e-01,8.20291434e+01,4.14058072e+01
6.72067207e-01,8.20551277e+01,9.62678097e-01,8.20668674e+01,4.14250841e+01
6.72417242e-01,8.20928519e+01,9.62638834e-01,8.21045858e+01,4.14443582e+01
6.72767277e-01,8.21305704e+01,9.62599524e-01,8.21422984e+01,4.14636293e+01
6.73117312e-01,8.21682832e+01,9.62560167e-01,8.21800054e+01,4.14828975e+01
6.73467347e-01,8.22059903e+01,9.62520764e-01,8.22177067e+01,4.15021628e+01
6.73817382e-01,8.22436918e+01,9.62481313e-01,8.22554023e+01,4.15214253e+01
6.74167417e-01,8.22813875e+01,9.62441815e-01,8.22930922e+01,4.15406848e+01
6.74517452e-01,8.23190775e+01,9.62402270e-01,8.23307764e+01,4.15599414e+01
6.74867487e-01,8.23567619e+01,9.62362678e-01,8.23684549e+01,4.15791950e+01
6.75217522e-01,8.23944404e+01,9.62323039e-01,8.24061277e+01,4.15984458e+01
6.75567557e-01,8.24321133e+01,9.62283353e-01,8.24437947e+01,4.16176936e+01
6.75917592e-01,8.24697804e+01,9.62243620e-01,8.24814561e+01,4.16369385e+01
6.76267627e-01,8.25074418e+01,9.62203839e-01,8.25191116e+01,4.16561805e+01
6.76617662e-01,8.25450974e+01,9.62164011e-01,8.25567615e+01,4.16754195e+01
6.76967697e-01,8.25827473e+01,9.62124136e-01,8.25944056e+01,4.16946556e+01
6.77317732e-01,8.26203914e+01,9.62084213e-01,8.26320439e+01,4.17138887e+01
6.77667767e-01,8.26580297e+01,9.62044243e-01,8.26696764e+01,4.17331189e+01
6.78017802e-01,8.26956622e+01,9.62004226e-01,8.27073032e+01,4.17523461e+01
6.78367837e-01,8.27332890e+01,9.61964161e-01,8.27449242e+01,4.17715704e+01
6.78717872e-01,8.27709099e+01,9.61924049e-01,8.27825394e+01,4.17907918e+01
6.79067907e-01,8.28085251e+01,9.61883889e-01,8.28201488e+01,4.18100101e+01
6.79417942e-01,8.28461345e+01,9.61843682e-01,8.28577524e+01,4.18292255e+01
6.79767977e-01,8.28837380e+01,9.61803427e-01,8.28953502e+01,4.18484380e+01
6.80118012e-01,8.29213357e+01,9.61763125e-01,8.29329422e+01,4.18676474e+01
6.80468047e-01,8.29589276e+01,9.61722775e-01,8.29705284e+01,4.18868539e+01
6.80818082e-01,8.29965137e+01,9.61682377e-01,8.30081087e+01,4.19060574e+01
6.81168117e-01,8.30340939e+01,9.61641932e-01,8.30456832e+01,4.19252580e+01
6.81518152e-01,8.30716682e+01,9.61601439e-01,8.30832519e+01,4.19444555e+01
6.81868187e-01,8.31092367e+01,9.61560898e-01,8.31208147e+01,4.19636501e+01
6.82218222e-01,8.31467994e+01,9.61520309e-01,8.31583716e+01,4.19828416e+01
6.82568257e-01,8.31843561e+01,9.61479672e-01,8.31959227e+01,4.20020302e+01
6.82918292e-01,8.32219070e+01,9.61438988e-01,8.32334679e+01,4.20212157e+01
6.83268327e-01,8.32594520e+01,9.61398256e-01,8.32710072e+01,4.20403983e+01
6.83618362e-01,8.32969911e+01,9.61357475e-01,8.33085406e+01,4.20595778e+01
6.83968397e-01,8.33345243e+01,9.61316647e-01,8.33460682e+01,4.20787544e+01
6.84318432e-01,8.33720517e+01,9.61275771e-01,8.33835898e+01,4.20979279e+01
6.84668467e-01,8.34095730e+01,9.61234847e-01,8.34211055e+01,4.21170984e+01
6.85018502e-01,8.34470885e+01,9.61193874e-01,8.34586153e+01,4.21362659e+01
6.85368537e-01,8.34845981e+01,9.61152854e-01,8.34961192e+01,4.21554303e+01
6.85718572e-01,8.35221017e+01,9.61111786e-01,8.35336172e+01,4.21745917e+01
6.86068607e-01,8.35595993e+01,9.61070669e-01,8.35711092e+01,4.21937501e+01
6.86418642e-01,8.35970911e+01,9.61029504e-01,8.36085953e+01,4.22129055e+01
6.86768677e-01,8.36345768e+01,9.60988291e-01,8.36460754e+01,4.22320578e+01
6.87118712e-01,8.36720566e+01,9.60947029e-01,8.36835496e+01,4.22512070e+01
6.87468747e-01,8.37095304e+01,9.60905720e-01,8.37210178e+01,4.22703533e+01
6.87818782e-01,8.37469983e+01,9.60864362e-01,8.37584801e+01,4.22894964e+01
6.88168817e-01,8.37844602e+01,9.60822955e-01,8.37959363e+01,4.23086365e+01
6.88518852e-01,8.38219160e+01,9.60781500e-01,8.38333866e+01,4.23277736e+01
6.88868887e-01,8.38593659e+01,9.60739997e-01,8.38708309e+01,4.23469076e+01
6.89218922e-01,8.38968098e+01,9.60698446e-01,8.39082692e+01,4.23660385e+01
6.89568957e-01,8.39342477e+01,9.60656845e-01,8.39457014e+01,4.23851663e+01
6.89918992e-01,8.39716795e+01,9.60615197e-01,8.39831277e+01,4.24042911e+01
6.90269027e-01,8.40091053e+01,9.60573499e-01,8.40205479e+01,4.24234128e+01
6.90619062e-01,8.40465251e+01,9.60531754e-01,8.40579622e+01,4.24425315e+01
6.90969097e-01,8.40839388e+01,9.60489959e-01,8.40953703e+01,4.24616470e+01
6.91319132e-01,8.41213465e+01,9.60448116e-01,8.41327725e+01,4.24807594e+01
6.91669167e-01,8.41587482e+01,9.60406224e-01,8.41701685e+01,4.24998688e+01
6.92019202e-01,8.41961437e+01,9.60364284e-01,8.42075586e+01,4.25189751e+01
6.92369237e-01,8.42335333e+01,9.60322294e-01,8.42449425e+01,4.25380782e+01
6.92719272e-01,8.42709167e+01,9.60280256e-01,8.42823204e+01,4.25571783e+01
6.93069307e-01,8.43082940e+01,9.60238169e-01,8.43196922e+01,4.25762753e+01
6.93419342e-01,8.43456653e+01,9.60196033e-01,8.43570580e+01,4.25953691e+01
6.93769377e-01,8.43830304e+01,9.60153849e-01,8.43944176e+01,4.26144598e+01
6.94119412e-01,8.44203895e+01,9.60111615e-01,8.44317711e+01,4.26335475e+01
6.94469447e-01,8.44577424e+01,9.60069333e-01,8.44691186e+01,4.26526319e+01
6.94819482e-01,8.44950893e+01,9.60027001e-01,8.45064599e+01,4.26717133e+01
6.95169517e-01,8.45324300e+01,9.59984621e-01,8.45437951e+01,4.26907916e+01
6.95519552e-01,8.45697645e+01,9.59942191e-01,8.45811241e+01,4.27098667e+01
6.95869587e-01,8.46070930e+01,9.59899713e-01,8.46184471e+01,4.27289387e+01
6.96219622e-01,8.46444152e+01,9.59857185e-01,8.46557639e+01,4.27480075e+01
6.96569657e-01,8.46817314e+01,9.59814608e-01,8.46930745e+01,4.27670732e+01
6.96919692e-01,8.47190413e+01,9.59771982e-01,8.47303790e+01,4.27861357e+01
6.97269727e-01,8.47563451e+01,9.59729306e-01,8.47676773e+01,4.28051951e+01
6.97619762e-01,8.47936427e+01,9.59686582e-01,8.48049695e+01,4.28242514e+01
6.97969797e-01,8.48309342e+01,9.59643808e-01,8.48422554e+01,4.28433045e+01
6.98319832e-01,8.48682194e+01,9.59600985e-01,8.48795352e+01,4.28623544e+01
6.98669867e-01,8.49054984e+01,9.59558113e-01,8.49168088e+01,4.28814012e+01
6.99019902e-01,8.49427713e+01,9.59515191e-01,8.49540762e+01,4.29004448e+01
6.99369937e-01,8.49800379e+01,9.59472220e-01,8.49913374e+01,4.29194852e+01
6.99719972e-01,8.50172983e+01,9.59429199e-01,8.50285924e+01,4.29385225e+01
7.00070007e-01,8.50545525e+01,9.59386129e-01,8.50658411e+01,4.29575565e+01
7.00420042e-01,8.50918005e+01,9.59343009e-01,8.51030836e+01,4.29765874e+01
7.00770077e-01,8.51290422e+01,9.59299840e-01,8.51403199e+01,4.29956151e+01
7.01120112e-01,8.51662776e+01,9.59256621e-01,8.51775500e+01,4.30146397e+01
7.01470147e-01,8.52035068e+01,9.59213353e-01,8.52147738e+01,4.30336610e+01
7.01820182e-01,8.52407298e+01,9.59170035e-01,8.52519913e+01,4.30526791e+01
7.02170217e-01,8.52779465e+01,9.59126668e-01,8.52892026e+01,4.30716940e+01
7.02520252e-01,8.53151569e+01,9.59083250e-01,8.53264076e+01,4.30907057e+01
7.02870287e-01,8.53523610e+01,9.59039783e-01,8.53636063e+01,4.31097143e+01
7.03220322e-01,8.53895588e+01,9.58996267e-01,8.54007988e+01,4.31287195e+01
7.03570357e-01,8.54267504e+01,9.58952700e-01,8.54379849e+01,4.31477216e+01
7.03920392e-01,8.54639356e+01,9.58909084e-01,8.54751648e+01,4.31667205e+01
7.04270427e-01,8.55011145e+01,9.58865418e-01,8.55123383e+01,4.31857161e+01
7.04620462e-01,8.55382871e+01,9.58821701e-01,8.55495055e+01,4.32047086e+01
7.04970497e-01,8.55754534e+01,9.58777936e-01,8.55866665e+01,4.32236977e+01
7.05320532e-01,8.56126133e+01,9.58734120e-01,8.56238210e+01,4.32426837e+01
7.05670567e-01,8.56497669e+01,9.58690254e-01,8.56609693e+01,4.32616664e+01
7.06020602e-01,8.56869142e+01,9.58646338e-01,8.56981112e+01,4.32806459e+01
7.06370637e-01,8.57240550e+01,9.58602372e-01,8.57352467e+01,4.32996221e+01
7.06720672e-01,8.57611896e+01,9.58558356e-01,8.57723759e+01,4.33185951e+01
7.07070707e-01,8.57983177e+01,9.58514290e-01,8.58094988e+01,4.33375648e+01
7.07420742e-01,8.58354395e+01,9.58470174e-01,8.58466152e+01,4.33565313e+01
7.07770777e-01,8.58725549e+01,9.58426007e-01,8.58837253e+01,4.33754945e+01
7.08120812e-01,8.59096639e+01,9.58381791e-01,8.59208290e+01,4.33944544e+01
7.08470847e-01,8.59467666e+01,9.58337524e-01,8.59579263e+01,4.34134111e+01
7.08820882e-01,8.59838628e+01,9.58293207e-01,8.59950172e+01,4.34323645e+01
7.09170917e-01,8.60209526e+01,9.58248840e-01,8.60321017e+01,4.34513147e+01
7.09520952e-01,8.60580359e+01,9.58204422e-01,8.60691798e+01,4.34702615e+01
7.09870987e-01,8.60951129e+01,9.58159954e-01,8.61062514e+01,4.34892051e+01
7.10221022e-01,8.61321834e+01,9.58115436e-01,8.61433166e+01,4.35081454e+01
7.10571057e-01,8.61692475e+01,9.58070867e-01,8.61803754e+01,4.35270824e+01
7.10921092e-01,8.62063051e+01,9.58026248e-01,8.62174278e+01,4.35460161e+01
7.11271127e-01,8.62433563e+01,9.57981578e-01,8.62544737e+01,4.35649465e+01
7.11621162e-01,8.62804010e+01,9.57936858e-01,8.62915131e+01,4.35838736e+01
7.11971197e-01,8.63174392e+01,9.57892087e-01,8.63285461e+01,4.36027975e+01
7.12321232e-01,8.63544710e+01,9.57847266e-01,8.63655726e+01,4.36217180e+01
7.12671267e-01,8.63914963e+01,9.57802394e-01,8.64025926e+01,4.36406352e+01
7.13021302e-01,8.64285150e+01,9.57757471e-01,8.64396062e+01,4.36595490e+01
7.13371337e-01,8.64655273e+01,9.57712498e-01,8.64766132e+01,4.36784596e+01
7.13721372e-01,8.65025331e+01,9.57667474e-01,8.65136137e+01,4.36973668e+01
7.14071407e-01,8.65395324e+01,9.57622400e-01,8.65506078e+01,4.37162707e+01
7.14421442e-01,8.65765251e+01,9.57577275e-01,8.65875953e+01,4.37351713e+01
7.14771477e-01,8.66135114e+01,9.57532099e-01,8.66245763e+01,4.37540686e+01
7.15121512e-01,8.66504910e+01,9.57486872e-01,8.66615507e+01,4.37729625e+01
7.15471547e-01,8.66874642e+01,9.57441594e-01,8.66985187e+01,4.37918531e+01
7.15821582e-01,8.67244308e+01,9.57396265e-01,8.67354801e+01,4.38107403e+01
7.16171617e-01,8.67613908e+01,9.57350886e-01,8.67724349e+01,4.38296242e+01
7.16521652e-01,8.67983443e+01,9.57305455e-01,8.68093832e+01,4.38485047e+01
7.16871687e-01,8.68352912e+01,9.57259974e-01,8.68463249e+01,4.38673819e+01
7.17221722e-01,8.68722315e+01,9.57214442e-01,8.68832600e+01,4.38862557e+01
7.17571757e-01,8.69091653e+01,9.57168858e-01,8.69201885e+01,4.39051261e+01
7.17921792e-01,8.69460924e+01,9.57123224e-01,8.69571105e+01,4.39239932e+01
7.18271827e-01,8.69830129e+01,9.57077538e-01,8.69940259e+01,4.39428569e+01
7.18621862e-01,8.70199269e+01,9.57031802e-01,8.70309346e+01,4.39617173e+01
7.18971897e-01,8.70568342e+01,9.56986014e-01,8.70678368e+01,4.39805742e+01
7.19321932e-01,8.70937349e+01,9.56940175e-01,8.71047323e+01,4.39994278e+01
7.19671967e-01,8.71306290e+01,9.56894285e-01,8.71416213e+01,4.40182780e+01
7.20022002e-01,8.71675164e+01,9.56848343e-01,8.71785035e+01,4.40371248e+01
7.20372037e-01,8.72043972e+01,9.56802350e-01,8.72153792e+01,4.40559682e+01
7.20722072e-01,8.72412714e+01,9.56756306e-01,8.72522482e+01,4.40748083e+01
7.21072107e-01,8.72781389e+01,9.56710211e-01,8.72891105e+01,4.40936449e+01
7.21422142e-01,8.73149997e+01,9.56664065e-01,8.73259662e+01,4.41124781e+01
7.21772177e-01,8.73518538e+01,9.56617866e-01,8.73628152e+01,4.41313079e+01
7.22122212e-01,8.73887013e+01,9.56571617e-01,8.73996576e+01,4.41501343e+01
7.22472247e-01,8.74255421e+01,9.56525316e-01,8.74364932e+01,4.41689573e+01
7.22822282e-01,8.74623762e+01,9.56478964e-01,8.74733222e+01,4.41877769e+01
7.23172317e-01,8.74992036e+01,9.56432560e-01,8.75101445e+01,4.42065930e+01
7.23522352e-01,8.75360243e+01,9.56386104e-01,8.75469601e+01,4.42254057e+01
7.23872387e-01,8.75728382e+01,9.56339597e-01,8.75837689e+01,4.42442150e+01
7.24222422e-01,8.76096455e+01,9.56293039e-01,8.76205711e+01,4.42630209e+01
7.24572457e-01,8.76464460e+01,9.56246429e-01,8.76573665e+01,4.42818233e+01
7.24922492e-01,8.76832398e+01,9.56199767e-01,8.76941552e+01,4.43006223e+01
7.25272527e-01,8.77200268e+01,9.56153053e-01,8.77309371e+01,4.43194178e+01
7.25622562e-01,8.77568071e+01,9.56106288e-01,8.77677123e+01,4.43382099e+01
7.25972597e-01,8.77935806e+01,9.56059471e-01,8.78044808e+01,4.43569985e+01
7.26322632e-01,8.78303473e+01,9.56012602e-01,8.78412425e+01,4.43757837e+01
7.26672667e-01,8.78671073e+01,9.55965682e-01,8.78779974e+01,4.43945654e+01
7.27022702e-01,8.79038605e+01,9.55918710e-01,8.79147455e+01,4.44133437e+01
7.27372737e-01,8.79406069e+01,9.55871685e-01,8.79514869e+01,4.44321185e+01
7.27722772e-01,8.79773466e+01,9.55824609e-01,8.79882214e+01,4.44508898e+01
7.28072807e-01,8.80140794e+01,9.55777481e-01,8.80249492e+01,4.44696577e+01
7.28422842e-01,8.80508054e+01,9.55730301e-01,8.80616701e+01,4.44884220e+01
7.28772877e-01,8.80875246e+01,9.55683069e-01,8.80983843e+01,4.45071829e+01
7.29122912e-01,8.81242369e+01,9.55635785e-01,8.81350916e+01,4.45259403e+01
7.29472947e-01,8.81609425e+01,9.55588449e-01,8.81717921e+01,4.45446942e+01
7.29822982e-01,8.81976411e+01,9.55541061e-01,8.82084858e+01,4.45634447e+01
7.30173017e-01,8.82343330e+01,9.55493621e-01,8.82451726e+01,4.45821916e+01
7.30523052e-01,8.82710180e+01,9.55446129e-01,8.82818526e+01,4.46009350e+01
7.30873087e-01,8.83076961e+01,9.55398584e-01,8.83185257e+01,4.46196749e+01
7.31223122e-01,8.83443674e+01,9.55350988e-01,8.83551919e+01,4.46384114e+01
7.31573157e-01,8.83810318e+01,9.55303339e-01,8.83918513e+01,4.46571443e+01
7.31923192e-01,8.84176893e+01,9.55255638e-01,8.84285038e+01,4.46758737e+01
7.32273227e-01,8.84543399e+01,9.55207884e-01,8.84651494e+01,4.46945995e+01
7.32623262e-01,8.84909836e+01,9.55160079e-01,8.85017882e+01,4.47133219e+01
7.32973297e-01,8.85276204e+01,9.55112221e-01,8.85384200e+01,4.47320407e+01
7.33323332e-01,8.85642503e+01,9.55064310e-01,8.85750449e+01,4.47507560e+01
7.33673367e-01,8.86008733e+01,9.55016348e-01,8.86116629e+01,4.47694678e+01
7.34023402e-01,8.86374894e+01,9.54968333e-01,8.86482740e+01,4.47881760e+01
7.34373437e-01,8.86740985e+01,9.54920265e-01,8.86848782e+01,4.48068807e+01
7.34723472e-01,8.87107007e+01,9.54872145e-01,8.87214754e+01,4.48255818e+01
