# Figure 4: Momentum evolution (relaxation equations)
# Columns: time[s], p_parallel[m0c], p_perpendicular[m0c], gamma, energy_MeV
time,p_parallel,p_perpendicular,gamma,energy_MeV
3.17901790e+00,1.56512870e+02,2.18997882e-01,1.56516218e+02,7.94686239e+01
3.17936794e+00,1.56512986e+02,2.18940582e-01,1.56516333e+02,7.94686830e+01
3.17971797e+00,1.56513101e+02,2.18883298e-01,1.56516449e+02,7.94687421e+01
3.18006801e+00,1.56513217e+02,2.18826028e-01,1.56516564e+02,7.94688011e+01
3.18041804e+00,1.56513332e+02,2.18768774e-01,1.56516680e+02,7.94688601e+01
3.18076808e+00,1.56513448e+02,2.18711534e-01,1.56516795e+02,7.94689190e+01
3.18111811e+00,1.56513563e+02,2.18654309e-01,1.56516910e+02,7.94689778e+01
3.18146815e+00,1.56513678e+02,2.18597099e-01,1.56517025e+02,7.94690366e+01
3.18181818e+00,1.56513793e+02,2.18539904e-01,1.56517140e+02,7.94690953e+01
3.18216822e+00,1.56513908e+02,2.18482724e-01,1.56517255e+02,7.94691540e+01
3.18251825e+00,1.56514023e+02,2.18425558e-01,1.56517370e+02,7.94692126e+01
3.18286829e+00,1.56514137e+02,2.18368407e-01,1.56517484e+02,7.94692712e+01
3.18321832e+00,1.56514252e+02,2.18311272e-01,1.56517599e+02,7.94693297e+01
3.18356836e+00,1.56514366e+02,2.18254151e-01,1.56517713e+02,7.94693881e+01
3.18391839e+00,1.56514481e+02,2.18197044e-01,1.56517827e+02,7.94694465e+01
3.18426843e+00,1.56514595e+02,2.18139953e-01,1.56517941e+02,7.94695048e+01
3.18461846e+00,1.56514709e+02,2.18082877e-01,1.56518055e+02,7.94695631e+01
3.18496850e+00,1.56514823e+02,2.18025815e-01,1.56518169e+02,7.94696213e+01
3.18531853e+00,1.56514937e+02,2.17968768e-01,1.56518283e+02,7.94696794e+01
3.18566857e+00,1.56515051e+02,2.17911736e-01,1.56518397e+02,7.94697375e+01
3.18601860e+00,1.56515164e+02,2.17854719e-01,1.56518510e+02,7.94697955e+01
3.18636864e+00,1.56515278e+02,2.17797716e-01,1.56518624e+02,7.94698535e+01
3.18671867e+00,1.56515391e+02,2.17740729e-01,1.56518737e+02,7.94699114e+01
3.18706871e+00,1.56515505e+02,2.17683756e-01,1.56518850e+02,7.94699693e+01
3.18741874e+00,1.56515618e+02,2.17626798e-01,1.56518964e+02,7.94700271e+01
3.18776878e+00,1.56515731e+02,2.17569854e-01,1.56519077e+02,7.94700848e+01
3.18811881e+00,1.56515844e+02,2.17512926e-01,1.56519189e+02,7.94701425e+01
3.18846885e+00,1.56515957e+02,2.17456012e-01,1.56519302e+02,7.94702002e+01
3.18881888e+00,1.56516069e+02,2.17399113e-01,1.56519415e+02,7.94702577e+01
3.18916892e+00,1.56516182e+02,2.17342229e-01,1.56519528e+02,7.94703153e+01
3.18951895e+00,1.56516295e+02,2.17285360e-01,1.56519640e+02,7.94703727e+01
3.18986899e+00,1.56516407e+02,2.17228505e-01,1.56519752e+02,7.94704301e+01
3.19021902e+00,1.56516519e+02,2.17171665e-01,1.56519865e+02,7.94704875e+01
3.19056906e+00,1.56516632e+02,2.17114840e-01,1.56519977e+02,7.94705448e+01
3.19091909e+00,1.56516744e+02,2.17058030e-01,1.56520089e+02,7.94706020e+01
3.19126913e+00,1.56516856e+02,2.17001234e-01,1.56520201e+02,7.94706592e+01
3.19161916e+00,1.56516967e+02,2.16944454e-01,1.56520312e+02,7.94707163e+01
3.19196920e+00,1.56517079e+02,2.16887687e-01,1.56520424e+02,7.94707734e+01
3.19231923e+00,1.56517191e+02,2.16830936e-01,1.56520536e+02,7.94708304e+01
3.19266927e+00,1.56517302e+02,2.16774200e-01,1.56520647e+02,7.94708873e+01
3.19301930e+00,1.56517414e+02,2.16717478e-01,1.56520758e+02,7.94709442e+01
3.19336934e+00,1.56517525e+02,2.16660770e-01,1.56520870e+02,7.94710011e+01
3.19371937e+00,1.56517636e+02,2.16604078e-01,1.56520981e+02,7.94710579e+01
3.19406941e+00,1.56517747e+02,2.16547400e-01,1.56521092e+02,7.94711146e+01
3.19441944e+00,1.56517858e+02,2.16490737e-01,1.56521203e+02,7.94711713e+01
3.19476948e+00,1.56517969e+02,2.16434089e-01,1.56521313e+02,7.94712279e+01
3.19511951e+00,1.56518080e+02,2.16377456e-01,1.56521424e+02,7.94712845e+01
3.19546955e+00,1.56518191e+02,2.16320837e-01,1.56521535e+02,7.94713410e+01
3.19581958e+00,1.56518301e+02,2.16264233e-01,1.56521645e+02,7.94713974e+01
3.19616962e+00,1.56518412e+02,2.16207643e-01,1.56521756e+02,7.94714538e+01
3.19651965e+00,1.56518522e+02,2.16151068e-01,1.56521866e+02,7.94715101e+01
3.19686969e+00,1.56518632e+02,2.16094508e-01,1.56521976e+02,7.94715664e+01
3.19721972e+00,1.56518742e+02,2.16037963e-01,1.56522086e+02,7.94716227e+01
3.19756976e+00,1.56518852e+02,2.15981432e-01,1.56522196e+02,7.94716788e+01
3.19791979e+00,1.56518962e+02,2.15924916e-01,1.56522306e+02,7.94717349e+01
3.19826983e+00,1.56519072e+02,2.15868415e-01,1.56522415e+02,7.94717910e+01
3.19861986e+00,1.56519182e+02,2.15811928e-01,1.56522525e+02,7.94718470e+01
3.19896990e+00,1.56519291e+02,2.15755456e-01,1.56522635e+02,7.94719030e+01
3.19931993e+00,1.56519401e+02,2.15698999e-01,1.56522744e+02,7.94719589e+01
3.19966997e+00,1.56519510e+02,2.15642557e-01,1.56522853e+02,7.94720147e+01
3.20002000e+00,1.56519619e+02,2.15586129e-01,1.56522962e+02,7.94720705e+01
3.20037004e+00,1.56519729e+02,2.15529715e-01,1.56523071e+02,7.94721262e+01
3.20072007e+00,1.56519838e+02,2.15473317e-01,1.56523180e+02,7.94721819e+01
3.20107011e+00,1.56519947e+02,2.15416933e-01,1.56523289e+02,7.94722375e+01
3.20142014e+00,1.56520055e+02,2.15360563e-01,1.56523398e+02,7.94722931e+01
3.20177018e+00,1.56520164e+02,2.15304209e-01,1.56523507e+02,7.94723486e+01
3.20212021e+00,1.56520273e+02,2.15247868e-01,1.56523615e+02,7.94724041e+01
3.20247025e+00,1.56520381e+02,2.15191543e-01,1.56523724e+02,7.94724595e+01
3.20282028e+00,1.56520490e+02,2.15135232e-01,1.56523832e+02,7.94725148e+01
3.20317032e+00,1.56520598e+02,2.15078936e-01,1.56523940e+02,7.94725701e+01
3.20352035e+00,1.56520706e+02,2.15022654e-01,1.56524048e+02,7.94726253e+01
3.20387039e+00,1.56520814e+02,2.14966387e-01,1.56524156e+02,7.94726805e+01
3.20422042e+00,1.56520922e+02,2.14910135e-01,1.56524264e+02,7.94727357e+01
3.20457046e+00,1.56521030e+02,2.14853897e-01,1.56524372e+02,7.94727907e+01
3.20492049e+00,1.56521138e+02,2.14797674e-01,1.56524480e+02,7.94728457e+01
3.20527053e+00,1.56521245e+02,2.14741466e-01,1.56524587e+02,7.94729007e+01
3.20562056e+00,1.56521353e+02,2.14685272e-01,1.56524695e+02,7.94729556e+01
3.20597060e+00,1.56521460e+02,2.14629093e-01,1.56524802e+02,7.94730105e+01
3.20632063e+00,1.56521568e+02,2.14572928e-01,1.56524909e+02,7.94730653e+01
3.20667067e+00,1.56521675e+02,2.14516778e-01,1.56525016e+02,7.94731200e+01
3.20702070e+00,1.56521782e+02,2.14460642e-01,1.56525123e+02,7.94731747e+01
3.20737074e+00,1.56521889e+02,2.14404521e-01,1.56525230e+02,7.94732294e+01
3.20772077e+00,1.56521996e+02,2.14348415e-01,1.56525337e+02,7.94732840e+01
3.20807081e+00,1.56522103e+02,2.14292323e-01,1.56525444e+02,7.94733385e+01
3.20842084e+00,1.56522209e+02,2.14236246e-01,1.56525550e+02,7.94733930e+01
3.20877088e+00,1.56522316e+02,2.14180183e-01,1.56525657e+02,7.94734474e+01
3.20912091e+00,1.56522423e+02,2.14124135e-01,1.56525763e+02,7.94735018e+01
3.20947095e+00,1.56522529e+02,2.14068102e-01,1.56525870e+02,7.94735561e+01
3.20982098e+00,1.56522635e+02,2.14012083e-01,1.56525976e+02,7.94736104e+01
3.21017102e+00,1.56522741e+02,2.13956078e-01,1.56526082e+02,7.94736646e+01
3.21052105e+00,1.56522847e+02,2.13900088e-01,1.56526188e+02,7.94737187e+01
3.21087109e+00,1.56522953e+02,2.13844113e-01,1.56526294e+02,7.94737729e+01
3.21122112e+00,1.56523059e+02,2.13788152e-01,1.56526400e+02,7.94738269e+01
3.21157116e+00,1.56523165e+02,2.13732206e-01,1.56526505e+02,7.94738809e+01
3.21192119e+00,1.56523271e+02,2.13676275e-01,1.56526611e+02,7.94739349e+01
3.21227123e+00,1.56523376e+02,2.13620357e-01,1.56526716e+02,7.94739887e+01
3.21262126e+00,1.56523482e+02,2.13564455e-01,1.56526822e+02,7.94740426e+01
3.21297130e+00,1.56523587e+02,2.13508567e-01,1.56526927e+02,7.94740964e+01
3.21332133e+00,1.56523692e+02,2.13452693e-01,1.56527032e+02,7.94741501e+01
3.21367137e+00,1.56523797e+02,2.13396834e-01,1.56527137e+02,7.94742038e+01
3.21402140e+00,1.56523902e+02,2.13340989e-01,1.56527242e+02,7.94742574e+01
3.21437144e+00,1.56524007e+02,2.13285159e-01,1.56527347e+02,7.94743110e+01
3.21472147e+00,1.56524112e+02,2.13229344e-01,1.56527452e+02,7.94743645e+01
3.21507151e+00,1.56524217e+02,2.13173543e-01,1.56527556e+02,7.94744180e+01
3.21542154e+00,1.56524321e+02,2.13117756e-01,1.56527661e+02,7.94744714e+01
3.21577158e+00,1.56524426e+02,2.13061984e-01,1.56527765e+02,7.94745248e+01
3.21612161e+00,1.56524530e+02,2.13006227e-01,1.56527870e+02,7.94745781e+01
3.21647165e+00,1.56524635e+02,2.12950484e-01,1.56527974e+02,7.94746313e+01
3.21682168e+00,1.56524739e+02,2.12894755e-01,1.56528078e+02,7.94746846e+01
3.21717172e+00,1.56524843e+02,2.12839041e-01,1.56528182e+02,7.94747377e+01
3.21752175e+00,1.56524947e+02,2.12783341e-01,1.56528286e+02,7.94747908e+01
3.21787179e+00,1.56525051e+02,2.12727656e-01,1.56528390e+02,7.94748439e+01
3.21822182e+00,1.56525155e+02,2.12671986e-01,1.56528493e+02,7.94748969e+01
3.21857186e+00,1.56525258e+02,2.12616329e-01,1.56528597e+02,7.94749498e+01
3.21892189e+00,1.56525362e+02,2.12560688e-01,1.56528701e+02,7.94750027e+01
3.21927193e+00,1.56525465e+02,2.12505060e-01,1.56528804e+02,7.94750555e+01
3.21962196e+00,1.56525569e+02,2.12449448e-01,1.56528907e+02,7.94751083e+01
3.21997200e+00,1.56525672e+02,2.12393849e-01,1.56529011e+02,7.94751611e+01
3.22032203e+00,1.56525775e+02,2.12338265e-01,1.56529114e+02,7.94752138e+01
3.22067207e+00,1.56525878e+02,2.12282696e-01,1.56529217e+02,7.94752664e+01
3.22102210e+00,1.56525981e+02,2.12227141e-01,1.56529320e+02,7.94753190e+01
3.22137214e+00,1.56526084e+02,2.12171600e-01,1.56529422e+02,7.94753715e+01
3.22172217e+00,1.56526187e+02,2.12116074e-01,1.56529525e+02,7.94754240e+01
3.22207221e+00,1.56526290e+02,2.12060562e-01,1.56529628e+02,7.94754764e+01
3.22242224e+00,1.56526392e+02,2.12005065e-01,1.56529730e+02,7.94755288e+01
3.22277228e+00,1.56526495e+02,2.11949582e-01,1.56529833e+02,7.94755811e+01
3.22312231e+00,1.56526597e+02,2.11894114e-01,1.56529935e+02,7.94756334e+01
3.22347235e+00,1.56526699e+02,2.11838660e-01,1.56530037e+02,7.94756856e+01
3.22382238e+00,1.56526802e+02,2.11783220e-01,1.56530139e+02,7.94757378e+01
3.22417242e+00,1.56526904e+02,2.11727795e-01,1.56530241e+02,7.94757899e+01
3.22452245e+00,1.56527006e+02,2.11672384e-01,1.56530343e+02,7.94758420e+01
3.22487249e+00,1.56527107e+02,2.11616988e-01,1.56530445e+02,7.94758940e+01
3.22522252e+00,1.56527209e+02,2.11561606e-01,1.56530546e+02,7.94759459e+01
3.22557256e+00,1.56527311e+02,2.11506238e-01,1.56530648e+02,7.94759979e+01
3.22592259e+00,1.56527412e+02,2.11450885e-01,1.56530750e+02,7.94760497e+01
3.22627263e+00,1.56527514e+02,2.11395546e-01,1.56530851e+02,7.94761015e+01
3.22662266e+00,1.56527615e+02,2.11340221e-01,1.56530952e+02,7.94761533e+01
3.22697270e+00,1.56527717e+02,2.11284911e-01,1.56531053e+02,7.94762050e+01
3.22732273e+00,1.56527818e+02,2.11229616e-01,1.56531155e+02,7.94762567e+01
3.22767277e+00,1.56527919e+02,2.11174334e-01,1.56531256e+02,7.94763083e+01
3.22802280e+00,1.56528020e+02,2.11119067e-01,1.56531356e+02,7.94763598e+01
3.22837284e+00,1.56528121e+02,2.11063815e-01,1.56531457e+02,7.94764113e+01
3.22872287e+00,1.56528221e+02,2.11008577e-01,1.56531558e+02,7.94764628e+01
3.22907291e+00,1.56528322e+02,2.10953353e-01,1.56531658e+02,7.94765142e+01
3.22942294e+00,1.56528423e+02,2.10898143e-01,1.56531759e+02,7.94765655e+01
3.22977298e+00,1.56528523e+02,2.10842948e-01,1.56531859e+02,7.94766168e+01
3.23012301e+00,1.56528624e+02,2.10787767e-01,1.56531960e+02,7.94766681e+01
3.23047305e+00,1.56528724e+02,2.10732601e-01,1.56532060e+02,7.94767193e+01
3.23082308e+00,1.56528824e+02,2.10677449e-01,1.56532160e+02,7.94767705e+01
3.23117312e+00,1.56528924e+02,2.10622311e-01,1.56532260e+02,7.94768216e+01
3.23152315e+00,1.56529024e+02,2.10567187e-01,1.56532360e+02,7.94768726e+01
3.23187319e+00,1.56529124e+02,2.10512078e-01,1.56532460e+02,7.94769236e+01
3.23222322e+00,1.56529224e+02,2.10456984e-01,1.56532559e+02,7.94769746e+01
3.23257326e+00,1.56529323e+02,2.10401903e-01,1.56532659e+02,7.94770255e+01
3.23292329e+00,1.56529423e+02,2.10346837e-01,1.56532759e+02,7.94770763e+01
3.23327333e+00,1.56529522e+02,2.10291785e-01,1.56532858e+02,7.94771271e+01
3.23362336e+00,1.56529622e+02,2.10236747e-01,1.56532957e+02,7.94771779e+01
3.23397340e+00,1.56529721e+02,2.10181724e-01,1.56533057e+02,7.94772286e+01
3.23432343e+00,1.56529820e+02,2.10126715e-01,1.56533156e+02,7.94772792e+01
3.23467347e+00,1.56529919e+02,2.10071721e-01,1.56533255e+02,7.94773298e+01
3.23502350e+00,1.56530018e+02,2.10016740e-01,1.56533354e+02,7.94773804e+01
3.23537354e+00,1.56530117e+02,2.09961774e-01,1.56533452e+02,7.94774309e+01
3.23572357e+00,1.56530216e+02,2.09906823e-01,1.56533551e+02,7.94774813e+01
3.23607361e+00,1.56530315e+02,2.09851885e-01,1.56533650e+02,7.94775317e+01
3.23642364e+00,1.56530413e+02,2.09796962e-01,1.56533748e+02,7.94775821e+01
3.23677368e+00,1.56530512e+02,2.09742053e-01,1.56533847e+02,7.94776324e+01
3.23712371e+00,1.56530610e+02,2.09687159e-01,1.56533945e+02,7.94776826e+01
3.23747375e+00,1.56530709e+02,2.09632278e-01,1.56534043e+02,7.94777328e+01
3.23782378e+00,1.56530807e+02,2.09577412e-01,1.56534142e+02,7.94777830e+01
3.23817382e+00,1.56530905e+02,2.09522560e-01,1.56534240e+02,7.94778331e+01
3.23852385e+00,1.56531003e+02,2.09467723e-01,1.56534338e+02,7.94778832e+01
3.23887389e+00,1.56531101e+02,2.09412899e-01,1.56534435e+02,7.94779332e+01
3.23922392e+00,1.56531199e+02,2.09358090e-01,1.56534533e+02,7.94779831e+01
3.23957396e+00,1.56531297e+02,2.09303296e-01,1.56534631e+02,7.94780330e+01
3.23992399e+00,1.56531394e+02,2.09248515e-01,1.56534728e+02,7.94780829e+01
3.24027403e+00,1.56531492e+02,2.09193749e-01,1.56534826e+02,7.94781327e+01
3.24062406e+00,1.56531589e+02,2.09138997e-01,1.56534923e+02,7.94781825e+01
3.24097410e+00,1.56531687e+02,2.09084259e-01,1.56535021e+02,7.94782322e+01
3.24132413e+00,1.56531784e+02,2.09029535e-01,1.56535118e+02,7.94782819e+01
3.24167417e+00,1.56531881e+02,2.08974826e-01,1.56535215e+02,7.94783315e+01
3.24202420e+00,1.56531978e+02,2.08920131e-01,1.56535312e+02,7.94783810e+01
3.24237424e+00,1.56532075e+02,2.08865450e-01,1.56535409e+02,7.94784306e+01
3.24272427e+00,1.56532172e+02,2.08810783e-01,1.56535506e+02,7.94784800e+01
3.24307431e+00,1.56532269e+02,2.08756131e-01,1.56535602e+02,7.94785294e+01
3.24342434e+00,1.56532366e+02,2.08701493e-01,1.56535699e+02,7.94785788e+01
3.24377438e+00,1.56532462e+02,2.08646868e-01,1.56535795e+02,7.94786281e+01
3.24412441e+00,1.56532559e+02,2.08592259e-01,1.56535892e+02,7.94786774e+01
3.24447445e+00,1.56532655e+02,2.08537663e-01,1.56535988e+02,7.94787266e+01
3.24482448e+00,1.56532751e+02,2.08483081e-01,1.56536084e+02,7.94787758e+01
3.24517452e+00,1.56532848e+02,2.08428514e-01,1.56536181e+02,7.94788250e+01
3.24552455e+00,1.56532944e+02,2.08373961e-01,1.56536277e+02,7.94788740e+01
3.24587459e+00,1.56533040e+02,2.08319422e-01,1.56536373e+02,7.94789231e+01
3.24622462e+00,1.56533136e+02,2.08264898e-01,1.56536468e+02,7.94789721e+01
3.24657466e+00,1.56533232e+02,2.08210387e-01,1.56536564e+02,7.94790210e+01
3.24692469e+00,1.56533327e+02,2.08155891e-01,1.56536660e+02,7.94790699e+01
3.24727473e+00,1.56533423e+02,2.08101409e-01,1.56536755e+02,7.94791187e+01
3.24762476e+00,1.56533519e+02,2.08046941e-01,1.56536851e+02,7.94791675e+01
3.24797480e+00,1.56533614e+02,2.07992487e-01,1.56536946e+02,7.94792163e+01
3.24832483e+00,1.56533709e+02,2.07938047e-01,1.56537042e+02,7.94792650e+01
3.24867487e+00,1.56533805e+02,2.07883621e-01,1.56537137e+02,7.94793136e+01
3.24902490e+00,1.56533900e+02,2.07829210e-01,1.56537232e+02,7.94793622e+01
3.24937494e+00,1.56533995e+02,2.07774813e-01,1.56537327e+02,7.94794108e+01
3.24972497e+00,1.56534090e+02,2.07720430e-01,1.56537422e+02,7.94794593e+01
3.25007501e+00,1.56534185e+02,2.07666061e-01,1.56537517e+02,7.94795077e+01
3.25042504e+00,1.56534280e+02,2.07611706e-01,1.56537611e+02,7.94795561e+01
3.25077508e+00,1.56534374e+02,2.07557365e-01,1.56537706e+02,7.94796045e+01
3.25112511e+00,1.56534469e+02,2.07503039e-01,1.56537801e+02,7.94796528e+01
3.25147515e+00,1.56534564e+02,2.07448727e-01,1.56537895e+02,7.94797011e+01
3.25182518e+00,1.56534658e+02,2.07394428e-01,1.56537989e+02,7.94797493e+01
3.25217522e+00,1.56534752e+02,2.07340144e-01,1.56538084e+02,7.94797975e+01
3.25252525e+00,1.56534847e+02,2.07285874e-01,1.56538178e+02,7.94798456e+01
3.25287529e+00,1.56534941e+02,2.07231618e-01,1.56538272e+02,7.94798937e+01
3.25322532e+00,1.56535035e+02,2.07177376e-01,1.56538366e+02,7.94799417e+01
3.25357536e+00,1.56535129e+02,2.07123149e-01,1.56538460e+02,7.94799897e+01
3.25392539e+00,1.56535223e+02,2.07068935e-01,1.56538554e+02,7.94800377e+01
3.25427543e+00,1.56535316e+02,2.07014736e-01,1.56538647e+02,7.94800855e+01
3.25462546e+00,1.56535410e+02,2.06960550e-01,1.56538741e+02,7.94801334e+01
3.25497550e+00,1.56535504e+02,2.06906379e-01,1.56538835e+02,7.94801812e+01
3.25532553e+00,1.56535597e+02,2.06852222e-01,1.56538928e+02,7.94802289e+01
3.25567557e+00,1.56535691e+02,2.06798079e-01,1.56539021e+02,7.94802766e+01
3.25602560e+00,1.56535784e+02,2.06743950e-01,1.56539115e+02,7.94803243e+01
3.25637564e+00,1.56535877e+02,2.06689835e-01,1.56539208e+02,7.94803719e+01
3.25672567e+00,1.56535970e+02,2.06635734e-01,1.56539301e+02,7.94804195e+01
3.25707571e+00,1.56536063e+02,2.06581647e-01,1.56539394e+02,7.94804670e+01
3.25742574e+00,1.56536156e+02,2.06527574e-01,1.56539487e+02,7.94805145e+01
3.25777578e+00,1.56536249e+02,2.06473516e-01,1.56539580e+02,7.94805619e+01
3.25812581e+00,1.56536342e+02,2.06419471e-01,1.56539672e+02,7.94806093e+01
3.25847585e+00,1.56536435e+02,2.06365440e-01,1.56539765e+02,7.94806566e+01
3.25882588e+00,1.56536527e+02,2.06311424e-01,1.56539857e+02,7.94807039e+01
3.25917592e+00,1.56536620e+02,2.06257421e-01,1.56539950e+02,7.94807511e+01
3.25952595e+00,1.56536712e+02,2.06203433e-01,1.56540042e+02,7.94807983e+01
3.25987599e+00,1.56536805e+02,2.06149459e-01,1.56540135e+02,7.94808454e+01
3.26022602e+00,1.56536897e+02,2.06095498e-01,1.56540227e+02,7.94808925e+01
3.26057606e+00,1.56536989e+02,2.06041552e-01,1.56540319e+02,7.94809396e+01
3.26092609e+00,1.56537081e+02,2.05987620e-01,1.56540411e+02,7.94809866e+01
3.26127613e+00,1.56537173e+02,2.05933702e-01,1.56540503e+02,7.94810336e+01
3.26162616e+00,1.56537265e+02,2.05879797e-01,1.56540594e+02,7.94810805e+01
3.26197620e+00,1.56537357e+02,2.05825907e-01,1.56540686e+02,7.94811273e+01
3.26232623e+00,1.56537448e+02,2.05772031e-01,1.56540778e+02,7.94811742e+01
3.26267627e+00,1.56537540e+02,2.05718169e-01,1.56540869e+02,7.94812209e+01
3.26302630e+00,1.56537632e+02,2.05664321e-01,1.56540961e+02,7.94812677e+01
3.26337634e+00,1.56537723e+02,2.05610487e-01,1.56541052e+02,7.94813143e+01
3.26372637e+00,1.56537814e+02,2.05556667e-01,1.56541143e+02,7.94813610e+01
3.26407641e+00,1.56537906e+02,2.05502861e-01,1.56541235e+02,7.94814076e+01
3.26442644e+00,1.56537997e+02,2.05449069e-01,1.56541326e+02,7.94814541e+01
3.26477648e+00,1.56538088e+02,2.05395290e-01,1.56541417e+02,7.94815006e+01
3.26512651e+00,1.56538179e+02,2.05341526e-01,1.56541508e+02,7.94815471e+01
3.26547655e+00,1.56538270e+02,2.05287776e-01,1.56541598e+02,7.94815935e+01
3.26582658e+00,1.56538361e+02,2.05234040e-01,1.56541689e+02,7.94816398e+01
3.26617662e+00,1.56538451e+02,2.05180318e-01,1.56541780e+02,7.94816862e+01
3.26652665e+00,1.56538542e+02,2.05126610e-01,1.56541870e+02,7.94817324e+01
3.26687669e+00,1.56538632e+02,2.05072915e-01,1.56541961e+02,7.94817787e+01
3.26722672e+00,1.56538723e+02,2.05019235e-01,1.56542051e+02,7.94818248e+01
3.26757676e+00,1.56538813e+02,2.04965569e-01,1.56542141e+02,7.94818710e+01
3.26792679e+00,1.56538904e+02,2.04911917e-01,1.56542232e+02,7.94819171e+01
3.26827683e+00,1.56538994e+02,2.04858278e-01,1.56542322e+02,7.94819631e+01
3.26862686e+00,1.56539084e+02,2.04804654e-01,1.56542412e+02,7.94820091e+01
3.26897690e+00,1.56539174e+02,2.04751043e-01,1.56542502e+02,7.94820551e+01
3.26932693e+00,1.56539264e+02,2.04697447e-01,1.56542592e+02,7.94821010e+01
3.26967697e+00,1.56539354e+02,2.04643864e-01,1.56542681e+02,7.94821469e+01
3.27002700e+00,1.56539443e+02,2.04590296e-01,1.56542771e+02,7.94821927e+01
3.27037704e+00,1.56539533e+02,2.04536741e-01,1.56542861e+02,7.94822385e+01
3.27072707e+00,1.56539623e+02,2.04483200e-01,1.56542950e+02,7.94822842e+01
3.27107711e+00,1.56539712e+02,2.04429673e-01,1.56543040e+02,7.94823299e+01
3.27142714e+00,1.56539801e+02,2.04376161e-01,1.56543129e+02,7.94823755e+01
3.27177718e+00,1.56539891e+02,2.04322662e-01,1.56543218e+02,7.94824211e+01
3.27212721e+00,1.56539980e+02,2.04269177e-01,1.56543307e+02,7.94824667e+01
3.27247725e+00,1.56540069e+02,2.04215705e-01,1.56543396e+02,7.94825122e+01
3.27282728e+00,1.56540158e+02,2.04162248e-01,1.56543485e+02,7.94825576e+01
3.27317732e+00,1.56540247e+02,2.04108805e-01,1.56543574e+02,7.94826031e+01
3.27352735e+00,1.56540336e+02,2.04055376e-01,1.56543663e+02,7.94826484e+01
3.27387739e+00,1.56540425e+02,2.04001960e-01,1.56543752e+02,7.94826938e+01
3.27422742e+00,1.56540513e+02,2.03948559e-01,1.56543840e+02,7.94827390e+01
3.27457746e+00,1.56540602e+02,2.03895171e-01,1.56543929e+02,7.94827843e+01
3.27492749e+00,1.56540690e+02,2.03841797e-01,1.56544017e+02,7.94828295e+01
3.27527753e+00,1.56540779e+02,2.03788437e-01,1.56544106e+02,7.94828746e+01
3.27562756e+00,1.56540867e+02,2.03735091e-01,1.56544194e+02,7.94829197e+01
3.27597760e+00,1.56540956e+02,2.03681759e-01,1.56544282e+02,7.94829648e+01
3.27632763e+00,1.56541044e+02,2.03628441e-01,1.56544370e+02,7.94830098e+01
3.27667767e+00,1.56541132e+02,2.03575136e-01,1.56544458e+02,7.94830548e+01
3.27702770e+00,1.56541220e+02,2.03521846e-01,1.56544546e+02,7.94830997e+01
3.27737774e+00,1.56541308e+02,2.03468569e-01,1.56544634e+02,7.94831446e+01
3.27772777e+00,1.56541396e+02,2.03415306e-01,1.56544722e+02,7.94831895e+01
3.27807781e+00,1.56541483e+02,2.03362057e-01,1.56544809e+02,7.94832343e+01
3.27842784e+00,1.56541571e+02,2.03308822e-01,1.56544897e+02,7.94832790e+01
3.27877788e+00,1.56541658e+02,2.03255601e-01,1.56544984e+02,7.94833237e+01
3.27912791e+00,1.56541746e+02,2.03202394e-01,1.56545072e+02,7.94833684e+01
3.27947795e+00,1.56541833e+02,2.03149200e-01,1.56545159e+02,7.94834130e+01
3.27982798e+00,1.56541921e+02,2.03096021e-01,1.56545246e+02,7.94834576e+01
3.28017802e+00,1.56542008e+02,2.03042855e-01,1.56545334e+02,7.94835021e+01
3.28052805e+00,1.56542095e+02,2.02989703e-01,1.56545421e+02,7.94835466e+01
3.28087809e+00,1.56542182e+02,2.02936565e-01,1.56545508e+02,7.94835911e+01
3.28122812e+00,1.56542269e+02,2.02883440e-01,1.56545595e+02,7.94836355e+01
3.28157816e+00,1.56542356e+02,2.02830330e-01,1.56545681e+02,7.94836798e+01
3.28192819e+00,1.56542443e+02,2.02777233e-01,1.56545768e+02,7.94837242e+01
3.28227823e+00,1.56542529e+02,2.02724150e-01,1.56545855e+02,7.94837684e+01
3.28262826e+00,1.56542616e+02,2.02671081e-01,1.56545941e+02,7.94838127e+01
3.28297830e+00,1.56542703e+02,2.02618026e-01,1.56546028e+02,7.94838569e+01
3.28332833e+00,1.56542789e+02,2.02564984e-01,1.56546114e+02,7.94839010e+01
3.28367837e+00,1.56542875e+02,2.02511957e-01,1.56546200e+02,7.94839451e+01
3.28402840e+00,1.56542962e+02,2.02458943e-01,1.56546287e+02,7.94839892e+01
3.28437844e+00,1.56543048e+02,2.02405943e-01,1.56546373e+02,7.94840332e+01
3.28472847e+00,1.56543134e+02,2.02352957e-01,1.56546459e+02,7.94840771e+01
3.28507851e+00,1.56543220e+02,2.02299984e-01,1.56546545e+02,7.94841211e+01
3.28542854e+00,1.56543306e+02,2.02247026e-01,1.56546631e+02,7.94841650e+01
3.28577858e+00,1.56543392e+02,2.02194081e-01,1.56546716e+02,7.94842088e+01
3.28612861e+00,1.56543478e+02,2.02141150e-01,1.56546802e+02,7.94842526e+01
3.28647865e+00,1.56543563e+02,2.02088232e-01,1.56546888e+02,7.94842964e+01
3.28682868e+00,1.56543649e+02,2.02035329e-01,1.56546973e+02,7.94843401e+01
