t_fs,Re_E,Im_E,intensity
-679.6875,1.0982241714899024,-1.3354941843554813,2.989641047291994
-678.7109375,1.1037820160342626,-1.4648276202420214,3.3640546959445654
-677.734375,1.113006753254906,-1.594350052657219,3.780736123199105
-676.7578125,1.1259322584205318,-1.7240057317403186,4.239919213625429
-675.78125,1.1425961730969867,-1.8537358215559347,4.741862510895536
-674.8046875,1.163039543963051,-1.9834774667905104,5.286843842087483
-673.828125,1.1873063101144732,-2.113162921100158,5.875153805150199
-672.8515625,1.2154426401518137,-2.2427187696261575,6.507088291132678
-671.875,1.247496126471476,-2.372065263544238,7.1829402000745315
-670.8984375,1.28351486089415,-2.501115779495793,7.902990540578977
-669.921875,1.3235464254171996,-2.6297764239890946,8.667499180403517
-668.9453125,1.367636826311628,-2.757945806958266,9.476695562802423
-667.96875,1.415829391390388,-2.885514997444134,10.330769665999895
-666.9921875,1.4681636545618542,-3.012367656840632,11.22986341655594
-666.015625,1.5246742641383673,-3.13838033942299,12.174062766602631
