w_rad_fs,spectrum_dB
3.815464277784804,-299.9893609830676
3.821747463091983,-299.998106182618
3.828030648399163,-299.99965171687234
3.834313833706342,-299.98276385024724
3.8405970190135217,-299.99632480414783
3.8468802043207013,-299.99901895787644
3.853163389627881,-299.99545262034377
3.8594465749350606,-299.9939210229547
3.8657297602422402,-299.9914377468913
3.87201294554942,-299.99809054716695
3.8782961308565995,-299.99690145585714
3.884579316163779,-299.99811402414093
3.8908625014709584,-299.99753457989095
3.897145686778138,-299.98589679987765
3.9034288720853176,-299.99841877313133
3.9097120573924973,-299.9960459388326
3.915995242699677,-299.9903386723367
3.9222784280068566,-299.99604357421964
3.928561613314036,-299.9956450273393
3.934844798621216,-299.9929825711075
3.9411279839283955,-299.99603012012113
3.947411169235575,-299.99630090025124
3.9536943545427543,-299.99810025400825
3.959977539849934,-299.99916514984346
3.9662607251571136,-299.9971504374871
3.9725439104642932,-299.99247411913404
3.978827095771473,-299.99214403819866
3.9851102810786525,-299.98514240223125
3.991393466385832,-299.99959608815516
3.997676651693012,-299.99928290134926
4.003959837000191,-299.9995111732174
4.010243022307371,-299.98350550129726
4.01652620761455,-299.9921617569089
4.02280939292173,-299.97879767703876
4.0290925782289095,-299.9751735697095
4.03537576353609,-299.9819836437696
4.041658948843269,-299.983597521664
4.047942134150448,-299.99279891259465
4.054225319457628,-299.9800218600084
4.060508504764807,-299.97990093112884
4.066791690071987,-299.99611394445736
4.073074875379167,-299.99675261800127
4.079358060686347,-299.9895212214228
4.085641245993526,-299.9982394189177
4.091924431300706,-299.99051252872823
4.098207616607885,-299.9948741555461
4.104490801915064,-299.99980459630257
4.110773987222244,-299.99926922547706
4.117057172529424,-299.99454686021454
4.123340357836604,-299.9972854555908
4.129623543143783,-299.994217875429
4.135906728450963,-299.9894062130776
4.142189913758142,-299.9843556617799
4.148473099065322,-299.9979272030488
4.154756284372501,-299.99460787656426
4.161039469679681,-299.9933725740959
4.167322654986861,-299.9960541101399
4.17360584029404,-299.9955351098514
4.17988902560122,-299.99890336088987
4.186172210908399,-299.9987101664179
4.192455396215579,-299.99654039916953
4.1987385815227585,-299.99626552205905
4.205021766829939,-299.99189920356696
4.211304952137118,-299.9952131376641
4.217588137444297,-299.9913579857915
4.223871322751477,-299.9874476763878
4.230154508058656,-299.9694679335899
4.236437693365836,-299.9973647549326
4.2427208786730155,-299.9912288205484
4.249004063980196,-299.99815293032515
4.255287249287375,-299.9701774805591
4.261570434594555,-299.98866859448617
4.267853619901734,-299.9993604841246
4.274136805208913,-299.99431056871447
4.280419990516093,-299.9994740681127
4.2867031758232725,-299.99916261211195
4.292986361130453,-299.9938168848561
4.299269546437632,-299.9971668397137
4.305552731744812,-299.9998003229756
4.311835917051991,-299.992310290555
4.318119102359171,-299.9910653730402
4.32440228766635,-299.9875783857498
4.33068547297353,-299.9999407575165
4.33696865828071,-299.97433399067626
4.343251843587889,-299.9911773887011
4.349535028895069,-299.98610037355706
4.355818214202248,-299.9974825297135
4.362101399509428,-299.98741705351716
4.368384584816607,-299.86527066789984
4.3746677701237875,-299.9947448976403
4.380950955430967,-299.9941275792615
4.387234140738146,-299.9963627586927
4.393517326045326,-299.99927406535664
