time_ms,I_total_with_RE_MA,I_r_MA,I_th_with_RE_MA,I_total_baseline_MA
7.31062124e+00,1.26559763e+01,5.60853259e-01,1.20951230e+01,1.21072303e+01
7.33466934e+00,1.26555875e+01,5.67637691e-01,1.20879498e+01,1.21000499e+01
7.35871743e+00,1.26552850e+01,5.74504191e-01,1.20807808e+01,1.20928737e+01
7.38276553e+00,1.26550699e+01,5.81453752e-01,1.20736161e+01,1.20857018e+01
7.40681363e+00,1.26549430e+01,5.88487380e-01,1.20664557e+01,1.20785342e+01
7.43086172e+00,1.26549055e+01,5.95606090e-01,1.20592995e+01,1.20713708e+01
7.45490982e+00,1.26549584e+01,6.02810912e-01,1.20521475e+01,1.20642117e+01
7.47895792e+00,1.26551026e+01,6.10102888e-01,1.20449997e+01,1.20570568e+01
7.50300601e+00,1.26553393e+01,6.17483073e-01,1.20378563e+01,1.20499062e+01
7.52705411e+00,1.26556695e+01,6.24952539e-01,1.20307170e+01,1.20427598e+01
7.55110220e+00,1.26560943e+01,6.32512361e-01,1.20235820e+01,1.20356176e+01
7.57515030e+00,1.26566148e+01,6.40163630e-01,1.20164512e+01,1.20284797e+01
7.59919840e+00,1.26572321e+01,6.47907454e-01,1.20093246e+01,1.20213460e+01
7.62324649e+00,1.26579473e+01,6.55744951e-01,1.20022023e+01,1.20142165e+01
7.64729459e+00,1.26587614e+01,6.63677255e-01,1.19950842e+01,1.20070913e+01
7.67134269e+00,1.26596758e+01,6.71705513e-01,1.19879703e+01,1.19999703e+01
7.69539078e+00,1.26606915e+01,6.79830886e-01,1.19808606e+01,1.19928535e+01
7.71943888e+00,1.26618097e+01,6.88054548e-01,1.19737552e+01,1.19857409e+01
7.74348697e+00,1.26630316e+01,6.96377688e-01,1.19666539e+01,1.19786326e+01
7.76753507e+00,1.26643584e+01,7.04801509e-01,1.19595569e+01,1.19715284e+01
7.79158317e+00,1.26657913e+01,7.13327230e-01,1.19524641e+01,1.19644285e+01
7.81563126e+00,1.26673316e+01,7.21956083e-01,1.19453755e+01,1.19573328e+01
7.83967936e+00,1.26689804e+01,7.30689315e-01,1.19382911e+01,1.19502413e+01
7.86372745e+00,1.26707391e+01,7.39528190e-01,1.19312109e+01,1.19431540e+01
7.88777555e+00,1.26726089e+01,7.48473985e-01,1.19241349e+01,1.19360709e+01
7.91182365e+00,1.26745911e+01,7.57527993e-01,1.19170631e+01,1.19289921e+01
7.93587174e+00,1.26766870e+01,7.66691524e-01,1.19099954e+01,1.19219174e+01
7.95991984e+00,1.26788979e+01,7.75965902e-01,1.19029320e+01,1.19148469e+01
7.98396794e+00,1.26812253e+01,7.85352468e-01,1.18958728e+01,1.19077806e+01
8.00801603e+00,1.26836703e+01,7.94852583e-01,1.18888177e+01,1.19007185e+01
8.03206413e+00,1.26862345e+01,8.04467623e-01,1.18817669e+01,1.18936605e+01
8.05611222e+00,1.26889192e+01,8.14198973e-01,1.18747202e+01,1.18866068e+01
8.08016032e+00,1.26917257e+01,8.24048038e-01,1.18676777e+01,1.18795572e+01
8.10420842e+00,1.26946556e+01,8.34016243e-01,1.18606394e+01,1.18725119e+01
8.12825651e+00,1.26977102e+01,8.44105030e-01,1.18536052e+01,1.18654707e+01
8.15230461e+00,1.27008911e+01,8.54315856e-01,1.18465752e+01,1.18584337e+01
8.17635271e+00,1.27041996e+01,8.64650199e-01,1.18395494e+01,1.18514008e+01
8.20040080e+00,1.27076373e+01,8.75109552e-01,1.18325278e+01,1.18443721e+01
8.22444890e+00,1.27112057e+01,8.85695427e-01,1.18255103e+01,1.18373476e+01
8.24849699e+00,1.27149063e+01,8.96409355e-01,1.18184970e+01,1.18303273e+01
8.27254509e+00,1.27187407e+01,9.07252885e-01,1.18114878e+01,1.18233111e+01
8.29659319e+00,1.27227104e+01,9.18227584e-01,1.18044828e+01,1.18162991e+01
8.32064128e+00,1.27268170e+01,9.29335040e-01,1.17974820e+01,1.18092912e+01
8.34468938e+00,1.27310621e+01,9.40576858e-01,1.17904853e+01,1.18022875e+01
8.36873747e+00,1.27354474e+01,9.51954663e-01,1.17834927e+01,1.17952880e+01
8.39278557e+00,1.27399744e+01,9.63470101e-01,1.17765043e+01,1.17882926e+01
8.41683367e+00,1.27446449e+01,9.75124837e-01,1.17695201e+01,1.17813014e+01
8.44088176e+00,1.27494605e+01,9.86920554e-01,1.17625399e+01,1.17743143e+01
8.46492986e+00,1.27544229e+01,9.98858960e-01,1.17555640e+01,1.17673313e+01
8.48897796e+00,1.27595339e+01,1.01094178e+00,1.17485921e+01,1.17603525e+01
8.51302605e+00,1.27647952e+01,1.02317077e+00,1.17416244e+01,1.17533778e+01
8.53707415e+00,1.27702085e+01,1.03554769e+00,1.17346609e+01,1.17464073e+01
8.56112224e+00,1.27757757e+01,1.04807433e+00,1.17277014e+01,1.17394409e+01
8.58517034e+00,1.27814986e+01,1.06075250e+00,1.17207461e+01,1.17324786e+01
8.60921844e+00,1.27873789e+01,1.07358403e+00,1.17137949e+01,1.17255204e+01
8.63326653e+00,1.27934186e+01,1.08657078e+00,1.17068479e+01,1.17185664e+01
8.65731463e+00,1.27996195e+01,1.09971462e+00,1.16999049e+01,1.17116165e+01
8.68136273e+00,1.28059835e+01,1.11301746e+00,1.16929661e+01,1.17046708e+01
8.70541082e+00,1.28125126e+01,1.12648122e+00,1.16860314e+01,1.16977291e+01
8.72945892e+00,1.28192086e+01,1.14010785e+00,1.16791008e+01,1.16907916e+01
8.75350701e+00,1.28260736e+01,1.15389931e+00,1.16721743e+01,1.16838581e+01
8.77755511e+00,1.28331095e+01,1.16785760e+00,1.16652519e+01,1.16769288e+01
8.80160321e+00,1.28403184e+01,1.18198473e+00,1.16583336e+01,1.16700036e+01
8.82565130e+00,1.28477022e+01,1.19628276e+00,1.16514195e+01,1.16630825e+01
8.84969940e+00,1.28552631e+01,1.21075375e+00,1.16445094e+01,1.16561656e+01
8.87374749e+00,1.28630032e+01,1.22539978e+00,1.16376034e+01,1.16492527e+01
8.89779559e+00,1.28709245e+01,1.24022298e+00,1.16307015e+01,1.16423439e+01
8.92184369e+00,1.28790292e+01,1.25522549e+00,1.16238037e+01,1.16354392e+01
8.94589178e+00,1.28873195e+01,1.27040948e+00,1.16169101e+01,1.16285386e+01
8.96993988e+00,1.28957976e+01,1.28577714e+00,1.16100204e+01,1.16216421e+01
8.99398798e+00,1.29044656e+01,1.30133070e+00,1.16031349e+01,1.16147497e+01
9.01803607e+00,1.29133259e+01,1.31707242e+00,1.15962535e+01,1.16078614e+01
9.04208417e+00,1.29223807e+01,1.33300456e+00,1.15893761e+01,1.16009771e+01
9.06613226e+00,1.29316323e+01,1.34912943e+00,1.15825029e+01,1.15940970e+01
9.09018036e+00,1.29410830e+01,1.36544935e+00,1.15756337e+01,1.15872209e+01
9.11422846e+00,1.29507352e+01,1.38196669e+00,1.15687685e+01,1.15803489e+01
9.13827655e+00,1.29605913e+01,1.39868383e+00,1.15619075e+01,1.15734810e+01
9.16232465e+00,1.29706537e+01,1.41560319e+00,1.15550505e+01,1.15666171e+01
9.18637275e+00,1.29809248e+01,1.43272722e+00,1.15481976e+01,1.15597573e+01
9.21042084e+00,1.29914071e+01,1.45005839e+00,1.15413487e+01,1.15529016e+01
9.23446894e+00,1.30021031e+01,1.46759920e+00,1.15345039e+01,1.15460500e+01
9.25851703e+00,1.30130154e+01,1.48535220e+00,1.15276632e+01,1.15392024e+01
9.28256513e+00,1.30241465e+01,1.50331996e+00,1.15208265e+01,1.15323589e+01
9.30661323e+00,1.30354990e+01,1.52150506e+00,1.15139939e+01,1.15255194e+01
9.33066132e+00,1.30470755e+01,1.53991013e+00,1.15071653e+01,1.15186840e+01
9.35470942e+00,1.30588787e+01,1.55853785e+00,1.15003408e+01,1.15118527e+01
9.37875752e+00,1.30709112e+01,1.57739090e+00,1.14935203e+01,1.15050254e+01
9.40280561e+00,1.30831759e+01,1.59647200e+00,1.14867039e+01,1.14982021e+01
9.42685371e+00,1.30956755e+01,1.61578392e+00,1.14798915e+01,1.14913829e+01
9.45090180e+00,1.31084126e+01,1.63532945e+00,1.14730832e+01,1.14845678e+01
9.47494990e+00,1.31213903e+01,1.65511141e+00,1.14662789e+01,1.14777566e+01
9.49899800e+00,1.31346113e+01,1.67513267e+00,1.14594786e+01,1.14709496e+01
9.52304609e+00,1.31480785e+01,1.69539614e+00,1.14526824e+01,1.14641465e+01
9.54709419e+00,1.31617949e+01,1.71590472e+00,1.14458902e+01,1.14573475e+01
9.57114228e+00,1.31757634e+01,1.73666139e+00,1.14391020e+01,1.14505525e+01
9.59519038e+00,1.31899870e+01,1.75766914e+00,1.14323178e+01,1.14437616e+01
9.61923848e+00,1.32044687e+01,1.77893102e+00,1.14255377e+01,1.14369747e+01
9.64328657e+00,1.32192117e+01,1.80045009e+00,1.14187616e+01,1.14301918e+01
9.66733467e+00,1.32342190e+01,1.82222947e+00,1.14119895e+01,1.14234129e+01
9.69138277e+00,1.32494937e+01,1.84427230e+00,1.14052214e+01,1.14166381e+01
9.71543086e+00,1.32650392e+01,1.86658178e+00,1.13984574e+01,1.14098672e+01
9.73947896e+00,1.32808584e+01,1.88916112e+00,1.13916973e+01,1.14031004e+01
9.76352705e+00,1.32969549e+01,1.91201360e+00,1.13849413e+01,1.13963376e+01
9.78757515e+00,1.33133318e+01,1.93514252e+00,1.13781893e+01,1.13895788e+01
9.81162325e+00,1.33299924e+01,1.95855121e+00,1.13714412e+01,1.13828240e+01
9.83567134e+00,1.33469403e+01,1.98224307e+00,1.13646972e+01,1.13760733e+01
9.85971944e+00,1.33641787e+01,2.00622153e+00,1.13579572e+01,1.13693265e+01
9.88376754e+00,1.33817112e+01,2.03049003e+00,1.13512211e+01,1.13625837e+01
9.90781563e+00,1.33995412e+01,2.05505211e+00,1.13444891e+01,1.13558450e+01
9.93186373e+00,1.34176724e+01,2.07991130e+00,1.13377611e+01,1.13491102e+01
9.95591182e+00,1.34361082e+01,2.10507120e+00,1.13310370e+01,1.13423794e+01
9.97995992e+00,1.34548524e+01,2.13053545e+00,1.13243170e+01,1.13356526e+01
1.00040080e+01,1.34739086e+01,2.15630774e+00,1.13176009e+01,1.13289298e+01
1.00280561e+01,1.34932806e+01,2.18239180e+00,1.13108888e+01,1.13222110e+01
1.00521042e+01,1.35129721e+01,2.20879140e+00,1.13041807e+01,1.13154962e+01
1.00761523e+01,1.35329869e+01,2.23551033e+00,1.12974765e+01,1.13087853e+01
1.01002004e+01,1.35533288e+01,2.26255248e+00,1.12907764e+01,1.13020784e+01
1.01242485e+01,1.35740019e+01,2.28992174e+00,1.12840802e+01,1.12953756e+01
1.01482966e+01,1.35950100e+01,2.31762208e+00,1.12773880e+01,1.12886766e+01
1.01723447e+01,1.36163572e+01,2.34565749e+00,1.12706997e+01,1.12819817e+01
1.01963928e+01,1.36380475e+01,2.37403204e+00,1.12640154e+01,1.12752907e+01
1.02204409e+01,1.36600850e+01,2.40274983e+00,1.12573351e+01,1.12686037e+01
1.02444890e+01,1.36824738e+01,2.43181500e+00,1.12506588e+01,1.12619207e+01
1.02685371e+01,1.37052181e+01,2.46123176e+00,1.12439864e+01,1.12552416e+01
1.02925852e+01,1.37283223e+01,2.49100436e+00,1.12373179e+01,1.12485665e+01
1.03166333e+01,1.37517906e+01,2.52113711e+00,1.12306535e+01,1.12418954e+01
1.03406814e+01,1.37756273e+01,2.55163436e+00,1.12239929e+01,1.12352282e+01
1.03647295e+01,1.37998369e+01,2.58250052e+00,1.12173364e+01,1.12285649e+01
1.03887776e+01,1.38244238e+01,2.61374006e+00,1.12106837e+01,1.12219056e+01
1.04128257e+01,1.38493925e+01,2.64535749e+00,1.12040350e+01,1.12152503e+01
1.04368737e+01,1.38747477e+01,2.67735739e+00,1.11973903e+01,1.12085989e+01
1.04609218e+01,1.39004939e+01,2.70974437e+00,1.11907495e+01,1.12019514e+01
1.04849699e+01,1.39266358e+01,2.74252312e+00,1.11841126e+01,1.11953079e+01
1.05090180e+01,1.39531781e+01,2.77569840e+00,1.11774797e+01,1.11886684e+01
1.05330661e+01,1.39801257e+01,2.80927500e+00,1.11708507e+01,1.11820327e+01
1.05571142e+01,1.40074834e+01,2.84325777e+00,1.11642256e+01,1.11754010e+01
1.05811623e+01,1.40352561e+01,2.87765161e+00,1.11576045e+01,1.11687733e+01
1.06052104e+01,1.40634488e+01,2.91246150e+00,1.11509873e+01,1.11621495e+01
1.06292585e+01,1.40920665e+01,2.94769248e+00,1.11443740e+01,1.11555296e+01
1.06533066e+01,1.41211143e+01,2.98334962e+00,1.11377647e+01,1.11489136e+01
1.06773547e+01,1.41505973e+01,3.01943810e+00,1.11311592e+01,1.11423015e+01
1.07014028e+01,1.41805208e+01,3.05596312e+00,1.11245577e+01,1.11356934e+01
1.07254509e+01,1.42108901e+01,3.09292997e+00,1.11179601e+01,1.11290892e+01
1.07494990e+01,1.42417104e+01,3.13034399e+00,1.11113664e+01,1.11224889e+01
1.07735471e+01,1.42729872e+01,3.16821060e+00,1.11047766e+01,1.11158925e+01
1.07975952e+01,1.43047260e+01,3.20653526e+00,1.10981907e+01,1.11093000e+01
1.08216433e+01,1.43369323e+01,3.24532352e+00,1.10916088e+01,1.11027115e+01
1.08456914e+01,1.43696117e+01,3.28458098e+00,1.10850307e+01,1.10961268e+01
1.08697395e+01,1.44027699e+01,3.32431333e+00,1.10784565e+01,1.10895461e+01
1.08937876e+01,1.44364126e+01,3.36452629e+00,1.10718863e+01,1.10829692e+01
1.09178357e+01,1.44705456e+01,3.40522570e+00,1.10653199e+01,1.10763963e+01
1.09418838e+01,1.45051749e+01,3.44641744e+00,1.10587574e+01,1.10698273e+01
1.09659319e+01,1.45403063e+01,3.48810745e+00,1.10521988e+01,1.10632621e+01
1.09899800e+01,1.45759459e+01,3.53030176e+00,1.10456441e+01,1.10567009e+01
1.10140281e+01,1.46120999e+01,3.57300651e+00,1.10390933e+01,1.10501435e+01
1.10380762e+01,1.46487743e+01,3.61622786e+00,1.10325464e+01,1.10435900e+01
1.10621242e+01,1.46859754e+01,3.65997204e+00,1.10260034e+01,1.10370404e+01
1.10861723e+01,1.47237096e+01,3.70424538e+00,1.10194642e+01,1.10304947e+01
1.11102204e+01,1.47619832e+01,3.74905427e+00,1.10129289e+01,1.10239529e+01
1.11342685e+01,1.48008027e+01,3.79440519e+00,1.10063975e+01,1.10174150e+01
1.11583166e+01,1.48401747e+01,3.84030471e+00,1.09998700e+01,1.10108809e+01
1.11823647e+01,1.48801058e+01,3.88675945e+00,1.09933464e+01,1.10043507e+01
1.12064128e+01,1.49206027e+01,3.93377614e+00,1.09868266e+01,1.09978244e+01
1.12304609e+01,1.49616722e+01,3.98136156e+00,1.09803106e+01,1.09913019e+01
1.12545090e+01,1.50033212e+01,4.02952261e+00,1.09737986e+01,1.09847834e+01
1.12785571e+01,1.50455566e+01,4.07826625e+00,1.09672904e+01,1.09782687e+01
1.13026052e+01,1.50883856e+01,4.12759951e+00,1.09607860e+01,1.09717578e+01
1.13266533e+01,1.51318151e+01,4.17752954e+00,1.09542856e+01,1.09652508e+01
1.13507014e+01,1.51758525e+01,4.22806355e+00,1.09477889e+01,1.09587477e+01
1.13747495e+01,1.52205050e+01,4.27920885e+00,1.09412962e+01,1.09522484e+01
1.13987976e+01,1.52657801e+01,4.33097283e+00,1.09348072e+01,1.09457530e+01
1.14228457e+01,1.53116851e+01,4.38336298e+00,1.09283222e+01,1.09392614e+01
1.14468938e+01,1.53582278e+01,4.43638687e+00,1.09218409e+01,1.09327737e+01
1.14709419e+01,1.54054157e+01,4.49005216e+00,1.09153636e+01,1.09262899e+01
1.14949900e+01,1.54532566e+01,4.54436663e+00,1.09088900e+01,1.09198098e+01
1.15190381e+01,1.55017585e+01,4.59933815e+00,1.09024203e+01,1.09133337e+01
1.15430862e+01,1.55509291e+01,4.65497466e+00,1.08959545e+01,1.09068613e+01
1.15671343e+01,1.56007766e+01,4.71128417e+00,1.08894924e+01,1.09003928e+01
1.15911824e+01,1.56513091e+01,4.76827484e+00,1.08830342e+01,1.08939282e+01
1.16152305e+01,1.57025348e+01,4.82595491e+00,1.08765799e+01,1.08874673e+01
1.16392786e+01,1.57544620e+01,4.88433270e+00,1.08701293e+01,1.08810103e+01
1.16633267e+01,1.58070993e+01,4.94341666e+00,1.08636826e+01,1.08745572e+01
1.16873747e+01,1.58604551e+01,5.00321534e+00,1.08572397e+01,1.08681078e+01
1.17114228e+01,1.59145380e+01,5.06373738e+00,1.08508006e+01,1.08616623e+01
1.17354709e+01,1.59693569e+01,5.12499153e+00,1.08443654e+01,1.08552206e+01
1.17595190e+01,1.60249206e+01,5.18698665e+00,1.08379340e+01,1.08487827e+01
1.17835671e+01,1.60812380e+01,5.24973169e+00,1.08315063e+01,1.08423487e+01
1.18076152e+01,1.61383183e+01,5.31323573e+00,1.08250825e+01,1.08359184e+01
1.18316633e+01,1.61961705e+01,5.37750796e+00,1.08186625e+01,1.08294920e+01
1.18557114e+01,1.62548040e+01,5.44255765e+00,1.08122463e+01,1.08230694e+01
1.18797595e+01,1.63142282e+01,5.50839423e+00,1.08058340e+01,1.08166506e+01
1.19038076e+01,1.63744526e+01,5.57502721e+00,1.07994254e+01,1.08102356e+01
1.19278557e+01,1.64354868e+01,5.64246621e+00,1.07930206e+01,1.08038244e+01
1.19519038e+01,1.64973406e+01,5.71072100e+00,1.07866196e+01,1.07974170e+01
1.19759519e+01,1.65600239e+01,5.77980143e+00,1.07802224e+01,1.07910134e+01
1.20000000e+01,1.66235465e+01,5.84971751e+00,1.07738290e+01,1.07846136e+01
