time_ms,I_total_MA,I_re_MA,I_thermal_MA
5.30260521e+01,3.50872082e-01,3.50637318e-01,2.34763262e-04
5.31663327e+01,3.50860015e-01,3.50637318e-01,2.22696785e-04
5.33066132e+01,3.50848565e-01,3.50637318e-01,2.11246886e-04
5.34468938e+01,3.50837700e-01,3.50637318e-01,2.00381975e-04
5.35871743e+01,3.50827391e-01,3.50637318e-01,1.90072750e-04
5.37274549e+01,3.50817609e-01,3.50637318e-01,1.80290927e-04
5.38677355e+01,3.50808328e-01,3.50637318e-01,1.71009668e-04
5.40080160e+01,3.50799522e-01,3.50637318e-01,1.62203798e-04
5.41482966e+01,3.50791167e-01,3.50637318e-01,1.53848870e-04
5.42885772e+01,3.50783241e-01,3.50637318e-01,1.45922222e-04
5.44288577e+01,3.50775720e-01,3.50637318e-01,1.38401974e-04
5.45691383e+01,3.50768586e-01,3.50637318e-01,1.31267381e-04
5.47094188e+01,3.50761817e-01,3.50637318e-01,1.24498982e-04
5.48496994e+01,3.50755396e-01,3.50637318e-01,1.18077884e-04
5.49899800e+01,3.50749305e-01,3.50637318e-01,1.11986584e-04
5.51302605e+01,3.50743527e-01,3.50637318e-01,1.06208178e-04
5.52705411e+01,3.50738045e-01,3.50637318e-01,1.00726652e-04
5.54108216e+01,3.50732845e-01,3.50637318e-01,9.55269803e-05
5.55511022e+01,3.50727913e-01,3.50637318e-01,9.05945815e-05
5.56913828e+01,3.50723234e-01,3.50637318e-01,8.59159509e-05
5.58316633e+01,3.50718796e-01,3.50637318e-01,8.14780462e-05
5.59719439e+01,3.50714587e-01,3.50637318e-01,7.72685187e-05
5.61122244e+01,3.50710594e-01,3.50637318e-01,7.32757783e-05
5.62525050e+01,3.50706807e-01,3.50637318e-01,6.94885841e-05
5.63927856e+01,3.50703215e-01,3.50637318e-01,6.58965276e-05
5.65330661e+01,3.50699808e-01,3.50637318e-01,6.24895552e-05
5.66733467e+01,3.50696577e-01,3.50637318e-01,5.92581540e-05
5.68136273e+01,3.50693512e-01,3.50637318e-01,5.61933930e-05
5.69539078e+01,3.50690605e-01,3.50637318e-01,5.32866142e-05
5.70941884e+01,3.50687848e-01,3.50637318e-01,5.05298025e-05
5.72344689e+01,3.50685234e-01,3.50637318e-01,4.79152148e-05
5.73747495e+01,3.50682754e-01,3.50637318e-01,4.54355291e-05
5.75150301e+01,3.50680402e-01,3.50637318e-01,4.30838692e-05
5.76553106e+01,3.50678172e-01,3.50637318e-01,4.08535716e-05
5.77955912e+01,3.50676057e-01,3.50637318e-01,3.87384690e-05
5.79358717e+01,3.50674051e-01,3.50637318e-01,3.67326027e-05
5.80761523e+01,3.50672149e-01,3.50637318e-01,3.48303408e-05
5.82164329e+01,3.50670345e-01,3.50637318e-01,3.30263930e-05
5.83567134e+01,3.50668634e-01,3.50637318e-01,3.13156344e-05
5.84969940e+01,3.50667012e-01,3.50637318e-01,2.96933229e-05
5.86372745e+01,3.50665473e-01,3.50637318e-01,2.81548756e-05
5.87775551e+01,3.50664014e-01,3.50637318e-01,2.66959637e-05
5.89178357e+01,3.50662631e-01,3.50637318e-01,2.53125194e-05
5.90581162e+01,3.50661319e-01,3.50637318e-01,2.40006037e-05
5.91983968e+01,3.50660075e-01,3.50637318e-01,2.27565722e-05
5.93386774e+01,3.50658895e-01,3.50637318e-01,2.15769025e-05
5.94789579e+01,3.50657777e-01,3.50637318e-01,2.04582689e-05
5.96192385e+01,3.50656716e-01,3.50637318e-01,1.93975455e-05
5.97595190e+01,3.50655710e-01,3.50637318e-01,1.83917062e-05
5.98997996e+01,3.50654756e-01,3.50637318e-01,1.74379518e-05
6.00400802e+01,3.50653852e-01,3.50637318e-01,1.65335762e-05
6.01803607e+01,3.50652994e-01,3.50637318e-01,1.56760258e-05
6.03206413e+01,3.50652181e-01,3.50637318e-01,1.48628993e-05
6.04609218e+01,3.50651410e-01,3.50637318e-01,1.40918734e-05
6.06012024e+01,3.50650679e-01,3.50637318e-01,1.33607986e-05
6.07414830e+01,3.50649986e-01,3.50637318e-01,1.26675971e-05
6.08817635e+01,3.50649329e-01,3.50637318e-01,1.20103090e-05
6.10220441e+01,3.50648705e-01,3.50637318e-01,1.13870902e-05
6.11623246e+01,3.50648115e-01,3.50637318e-01,1.07961577e-05
6.13026052e+01,3.50647554e-01,3.50637318e-01,1.02358618e-05
6.14428858e+01,3.50647023e-01,3.50637318e-01,9.70460750e-06
6.15831663e+01,3.50646519e-01,3.50637318e-01,9.20089093e-06
6.17234469e+01,3.50646042e-01,3.50637318e-01,8.72329686e-06
6.18637275e+01,3.50645589e-01,3.50637318e-01,8.27045709e-06
6.20040080e+01,3.50645159e-01,3.50637318e-01,7.84110596e-06
6.21442886e+01,3.50644752e-01,3.50637318e-01,7.43401948e-06
6.22845691e+01,3.50644366e-01,3.50637318e-01,7.04804424e-06
6.24248497e+01,3.50644000e-01,3.50637318e-01,6.68209424e-06
6.25651303e+01,3.50643654e-01,3.50637318e-01,6.33512006e-06
6.27054108e+01,3.50643325e-01,3.50637318e-01,6.00615089e-06
6.28456914e+01,3.50643013e-01,3.50637318e-01,5.69424777e-06
6.29859719e+01,3.50642717e-01,3.50637318e-01,5.39852625e-06
6.31262525e+01,3.50642437e-01,3.50637318e-01,5.11815323e-06
6.32665331e+01,3.50642171e-01,3.50637318e-01,4.85232402e-06
6.34068136e+01,3.50641919e-01,3.50637318e-01,4.60029411e-06
6.35470942e+01,3.50641680e-01,3.50637318e-01,4.36134343e-06
6.36873747e+01,3.50641453e-01,3.50637318e-01,4.13479390e-06
6.38276553e+01,3.50641238e-01,3.50637318e-01,3.92000658e-06
6.39679359e+01,3.50641035e-01,3.50637318e-01,3.71636456e-06
6.41082164e+01,3.50640842e-01,3.50637318e-01,3.52329706e-06
6.42484970e+01,3.50640659e-01,3.50637318e-01,3.34025192e-06
6.43887776e+01,3.50640485e-01,3.50637318e-01,3.16670944e-06
6.45290581e+01,3.50640321e-01,3.50637318e-01,3.00217966e-06
6.46693387e+01,3.50640165e-01,3.50637318e-01,2.84618976e-06
6.48096192e+01,3.50640017e-01,3.50637318e-01,2.69830217e-06
6.49498998e+01,3.50639876e-01,3.50637318e-01,2.55809362e-06
6.50901804e+01,3.50639744e-01,3.50637318e-01,2.42516584e-06
6.52304609e+01,3.50639618e-01,3.50637318e-01,2.29914319e-06
6.53707415e+01,3.50639498e-01,3.50637318e-01,2.17966333e-06
6.55110220e+01,3.50639385e-01,3.50637318e-01,2.06639089e-06
6.56513026e+01,3.50639277e-01,3.50637318e-01,1.95900146e-06
6.57915832e+01,3.50639176e-01,3.50637318e-01,1.85718985e-06
6.59318637e+01,3.50639079e-01,3.50637318e-01,1.76066812e-06
6.60721443e+01,3.50638988e-01,3.50637318e-01,1.66915865e-06
6.62124248e+01,3.50638901e-01,3.50637318e-01,1.58240443e-06
6.63527054e+01,3.50638819e-01,3.50637318e-01,1.50015684e-06
6.64929860e+01,3.50638741e-01,3.50637318e-01,1.42218206e-06
6.66332665e+01,3.50638667e-01,3.50637318e-01,1.34825941e-06
6.67735471e+01,3.50638597e-01,3.50637318e-01,1.27817619e-06
6.69138277e+01,3.50638530e-01,3.50637318e-01,1.21173548e-06
6.70541082e+01,3.50638467e-01,3.50637318e-01,1.14874676e-06
6.71943888e+01,3.50638407e-01,3.50637318e-01,1.08903092e-06
6.73346693e+01,3.50638351e-01,3.50637318e-01,1.03241884e-06
6.74749499e+01,3.50638297e-01,3.50637318e-01,9.78747592e-07
6.76152305e+01,3.50638246e-01,3.50637318e-01,9.27866300e-07
6.77555110e+01,3.50638198e-01,3.50637318e-01,8.79628967e-07
6.78957916e+01,3.50638152e-01,3.50637318e-01,8.33898438e-07
6.80360721e+01,3.50638109e-01,3.50637318e-01,7.90545101e-07
6.81763527e+01,3.50638068e-01,3.50637318e-01,7.49444164e-07
6.83166333e+01,3.50638029e-01,3.50637318e-01,7.10480054e-07
6.84569138e+01,3.50637992e-01,3.50637318e-01,6.73540883e-07
6.85971944e+01,3.50637957e-01,3.50637318e-01,6.38521644e-07
6.87374749e+01,3.50637924e-01,3.50637318e-01,6.05323012e-07
6.88777555e+01,3.50637892e-01,3.50637318e-01,5.73849413e-07
6.90180361e+01,3.50637862e-01,3.50637318e-01,5.44012322e-07
6.91583166e+01,3.50637834e-01,3.50637318e-01,5.15726000e-07
6.92985972e+01,3.50637807e-01,3.50637318e-01,4.88910056e-07
6.94388778e+01,3.50637782e-01,3.50637318e-01,4.63488383e-07
6.95791583e+01,3.50637758e-01,3.50637318e-01,4.39387789e-07
6.97194389e+01,3.50637735e-01,3.50637318e-01,4.16540458e-07
6.98597194e+01,3.50637713e-01,3.50637318e-01,3.94880715e-07
7.00000000e+01,3.50637693e-01,3.50637318e-01,3.74347090e-07
